Pransa_no	Adhyaya_no	Kandika_no	Text_no	Hymn
2	4	7	12	Let him begin (the twilight devotion) in the morning very early, and finish it when the sun has risen.
2	4	7	13	Let him begin (the twilight devotion) in the evening, when (the sun) has set, (and finish it) very soon after (the appearance of the stars);
2	4	7	14	And the complete observance of the twilight devotions (produces as its reward) an uninterrupted succession of days and nights.
2	4	7	15	Now they quote with reference to this (subject) also the following two verses, which have been proclaimed by the Lord of created beings (Pragâpati) 'How can those twice-born men be called Brâhmanas who do not perform their twilight devotions, in the morning and in the evening at the proper time? At his pleasure a righteous king may appoint those Brâhmanas who neglect to daily perform the twilight devotions, both at morn and at eve, to do the work of Sûdras.'
2	4	7	16	If the time for the (twilight devotion) is allowed to pass in the evening, (the offender shall) fast during the night; and if it is neglected in the morning, he shall fast during the (next) day.
2	4	7	17	He obtains (thereby) the (same) reward as if he had remained standing and sitting (in the twilight).
2	4	7	18	Now they quote also (the following verses): 'Whatever sin (a man) may have committed with his organ, with his feet, with his arms, by thoughts or by speech, from (all) that he is freed by performing the twilight devotion in the evening.'
2	4	7	19	(The worshipper) becomes also connected(thereby) with the (next) night, and Varuna will not seize him.
2	4	7	20	In like manner he becomes free from the sin committed during the night by worshipping in the morning.
2	4	7	21	He is also connected with the (next) day, Mitra protects him and Âditya leads him up to heaven.
2	4	7	22	It is declared in the Veda, 'A Brâhmana who in this same manner daily worships in the twilight, both at morn and at eve and, being sanctified by the Brahman, becoming one with the Brahman, and resplendent through the Brahman, follows the rules of the Sâstra, gains the heaven of Brahman.'
2	5	8	1	Now, after washing his hands, he shall take his waterpot and a clod of earth, go to a (sacred) bathing-place and thrice clean his feet (with earth and water) and thrice his body.
2	5	8	2	Now some say, 'One must not enter a burial-ground, water, a temple, a cowpen, nor a place where Brâhmanas (sit) without having cleaned one's feet.'
2	5	8	3	Then he enters the water, (reciting the following verse): 'I take refuge with gold-horned Varuna, give me at my request (O Varuna) a purifying bathing-place. May Indra, Varuna, Brihaspati, and Savitri again and again cleanse me from all sin which I have committed by eating the food of unholy men, by receiving gifts from the wicked, and from all evil which I have done by thoughts, speeches, or deeds.'
2	5	8	4	Then he takes up water in his joined hands, (saying), 'May the waters and the herbs be propitious to us.'
2	5	8	5	(Next) he pours (the water) out in that direction in which an enemy of his dwells, (saying), 'May they work woe to him who hates us and whom we hate.'
2	5	8	6	Then he sips water, and thrice makes the water eddy around himself turning from the left to the right (and saying), 'May that which is hurtful, which is impure, and which is inauspicious in the water be removed.'
2	5	8	7	After having submerged himself and having emerged from the water,
2	5	8	8	(Acts of) personal purification, washing the clothes by beating them on a stone and sipping water are not (permitted to the worshipper) as long as he is in the water.
2	5	8	9	If (the water used for bathing) has been (taken from a) confined (place, such as a well), he worships it with the following (Mantra): 'Adoration to Agni, the lord of the waters; adoration to Indra; adoration to Varuna; adoration to Vârunî; adoration to the waters.'
2	5	8	10	After having ascended the bank and having sipped water, let him again sip water, though he has done so before, (and recite the following Mantras) 'May water purify the earth, may the purified earth purify me, may Brahmanaspati (and) Brahman purify, may the purified (earth) purify me. May water purify me, (taking away) all (the guilt which I incurred by eating) remnants of food, and forbidden food, (by committing) evil deeds, (by) receiving gifts from wicked men, Svâhâ!'
2	5	8	11	Making two Pavitras he rubs (his body) with water. Having rubbed himself, (reciting the) three (verses), 'Ye waters are,' &c., the four (verses), 'The golden-coloured, pure, purifying,' &c., (and) the Anuvâka, 'He who purifies,' &c., he performs, stepping back into the water, three Prânâyâmas with the Aghamarshana (hymn); then he ascends the bank, squeezes (the water) out of his dress, puts on garments which have been washed and dried in the air and which are not the worse for wear, sips water, sits down on Darbha grass, and, holding Darbha grass (in his hands), recites, facing the east, the Gâyatrî one thousand times, (or) one hundred times, or any number of times, or at least twelve times.
2	5	8	12	Then he worships the sun (reciting the following Mantras): 'Out of darkness we,' &c., 'Up that bright,' &c., That eye which is beneficial to the gods,' &c., (and) 'He who rose,' &c.
2	5	8	13	Now they quote also (the following maxim): 'The syllable Om,, the Vyâhritis, and the Sâvitrî, these five Veda-offerings daily cleanse the Brâhmana from guilt.'
2	5	8	14	Being purified by the five Veda-offerings, he next satiates the gods (with water, saying),
2	5	9	1	'I satiate the deities of the eastern gate, Agni, Pragâpati, Soma, Rudra, Aditi, Brihaspati, together with the lunar mansions, with the planets, with the days and nights, and with the Muhûrtas; Om, I also satiate the Vasus;
2	5	9	2	'Om, I satiate the deities of the southern gate, the Pitris, Yama, Bhaga, Savitri, Tvashtri, Vâyu, Indrâgnî, together with the lunar mansions, with the planets, with the days and nights, and with the Muhûrtas; Om, I also satiate the Rudras.
2	5	9	3	'Om, I satiate the deities of the western gate, Mitra, Indra, the Mahâpitris, the Waters, all the gods, Brahman, Vishnu, together with the lunar mansions, with the planets, with the days and nights, and with the Muhûrtas; Om, I also satiate the Âdityas.
2	5	9	4	'Om, I satiate the deities of the northern gate, the Vasus, Varuna, Aga-ekapâd, Ahibudhnya, Ushas, the two Asvins, Yama, together with . . . . . .
2	5	9	5	'Om, I satiate all the gods; the Sâdhyas; Brahman; Pragâpati; the four-faced god; Hiranyagarbha; Svayambhû; the male attendants of Brahman; Parameshthin; the female attendants of Brahman; Agni; Vâyu; Varuna; Sûrya; the moon; the lunar mansions; Sadyogâta; Bhûh-purusha; Bhuvah-purusha; Suvah-purusha; Bhûh; Bhuvah; Suvah; Mahah; Ganah; Tapah; Satya.
2	5	9	6	'Om, I satiate the god Bhava; Sarva; Îsâna; Pasupati; Rudra; Ugra; Bhîmadeva; Mahâdeva; the wife of the god Bhava; of the god Sarva; of the god Îsâna; of the god Pasupati; of the god Rudra; of the god Ugra; of Bhîmadeva; of Mahâdeva; the son of Bhava; of Sarva; of Îsâna; of Pasupati; ofRudra; of Ugra; of Bhîmadeva; of Mahâdeva; Om, I also satiate the Rudras, the attendants of Rudra.
2	5	9	7	'Om, I satiate Vighna; Vinâyaka; Vîra; Sthûla; Varada; Hastimukha; Vakratunda; Ekadanta; Lambodara; the male attendants of Vighna; the female attendants of Vighna.
2	5	9	8	'Om, I satiate Sanatkumâra; Skanda; Indra; Shashthî; Shanmukha; Visâkha; Mahâsena; Subrahmanya; the male attendants of Skanda; the female attendants of Skanda.
2	5	9	9	'Om, I satiate Âditya; Soma; Aṅgâraka; Budha; Brihaspati; Sukra; Sanaiskara; Râhu; Ketu.To. 'Om, I satiate Kesava; Nârâyana; Mâdhava; Govinda; Vishnu; Madhusûdana; Trivikrama; Vâmana; Srîdhara; Hrishîkesa; Padmanâbha; Dâmodara; the goddess Srî; the goddess Sarasvatî; Pushti; Tushti; Vishnu; Garutmat; the male attendants of Vishnu; the female attendants of Vishnu.
2	5	9	11	'Om, I satiate Yama; Yamarâga; Dharma; Dharmarâga; Kâla; Nîla; Mrityu; Mrityuñgaya; Vaivasvata; Kitragupta; Audumbara; the male attendants of Vaivasvata; the female attendants of Vaivasvata.
2	5	9	12	'Om, I satiate the gods of the earth; Kâsyapa; Antariksha; Vidyâ; Dhanvantari; the male attendants of Dhanvantari; the female attendants of Dhanvantari.'
2	5	9	13	Next, passing the sacrificial thread round the neck, (he offers the following libations):
2	5	9	14	'Om, I satiate the Rishis; the great Rishis; the best Rishis; the Brahmarshis; the divine Rishis; the royal Rishis; the Srutarshis; the Seven Rishis;the Rishis of the Kândas (of the Yagur-veda); the Rishikas; the wives of the Rishis; the sons of the Rishis; Kanva Baudhâyana; Âpastamba, the author of the Sûtra; Satyâshâdha Hiranyakesin; Vâgasaneyin Yâgñavalkya; Âsvalâyana Saunaka; Vyâsa; the syllable Om; the Vyâhritis; the Sâvitrî; the Gâyatrî; the Khandas; the Rig-vela; the Yagur-veda; the Sâma-veda; the Atharvâṅgirasa; the Itihâsa and Purâna; all the Vedas; the servants of all gods; all beings.'
2	5	9	15	Then, passing the sacrificial string over the right shoulder, (he offers the following libations):
2	5	10	1	Om, I satiate the fathers, Svadhâ, adoration! the grandfathers; the great-grandfathers; the mothers; the grandmothers; the great-grandmothers; the maternal grandfathers; the maternal grandmother; the mother's grandmother; the mother's great-grandmother.
2	5	10	2	'Om, I satiate the teacher (âkârya), Svadhâ, adoration! the wife of the teacher; the friends; the wives of the friends; the relatives; the wives of the relatives; the inmates of the house (amâtya); the wives of the inmates of the house; all; the wives of all.'
2	5	10	3	He pours the water out from the several Tîrthas (of the hand sacred to the several deities).
2	5	10	4	(He recites at the end of the rite the following [paragraph continues] Mantra): '(Ye waters), who bring food, ambrosia, clarified butter, milk, and barley-gruel, are food for the manes; satiate my ancestors! May you be satiated, may you be satiated!'
2	5	10	5	Let him not perform ceremonies in honour of the gods while his clothes are wet, or while he is dressed in one garment only,.
2	5	10	6	Nor those connected with the manes. That is the opinion) of some (teachers).
2	6	11	1	Now these five great sacrifices, which are also called the great sacrificial sessions, are the sacrifice to be offered to the gods, the sacrifice to be offered to the manes, the sacrifice to be offered to all beings, the sacrifice to be offered to men, (and) the sacrifice to be offered to Brahman,
2	6	11	2	Let him daily offer (something to the gods with the exclamation) Svâhâ, be it only a piece of fuel. Thereby he performs that sacrifice to the gods.
2	6	11	3	Let him daily offer (something to the manes with the exclamation) Svadhâ, be it only a vessel filled with water. Thereby he performs that sacrifice to the manes.
2	6	11	4	Let him daily pay reverence to (all beings) endowed with life. Thereby he performs that sacrifice to the beings.
2	6	11	5	Let him daily give food to Brâhmanas, be it only roots, fruit, or vegetables. Thereby he performs that sacrifice to men.
2	6	11	6	Let him daily recite the Veda privately, be it only the syllable Om or the Vyâhritis. Thereby he performs that sacrifice to be offered to Brahman.
2	6	11	7	'The private recitation of the Veda is, indeed, the sacrifice to Brahman. At that sacrifice to Brahman speech, forsooth, (takes the place of) the Guhû, the internal organ (that of) the Upabhrit, the eye (that of) the Dhruvâ, the understanding (that of) the Sruva, truth (that of) the final bath, heaven (is) the conclusion of the sacrifice. He who, knowing this, daily recites the Veda to himself, gains as much heavenly bliss as, and more than, he who gives away this whole earth that is filled with wealth, and imperishable (beatitude), and conquers death. Therefore the Veda should be recited in private. Thus speaks the Brâhmana.'
2	6	11	8	Now they quote also (the following passage): 'If, well anointed, well fed, and lying on a comfortable couch, one recites (the portion of the Veda referring to) any sacrifice, one has offered it thereby.'
2	6	11	9	Some (teachers) declare (that there is a text) which teaches a fourfold division of these sacred duties. (But) as no (other meaning is) perceptible, (the text) 'Four paths,' &c., refers to sacrificial rites.
2	6	11	10	(Viz.) to Ishtis, animal sacrifices, Soma sacrifices, and Darvîhomas.
2	6	11	11	The following (Rik) declares that, 'Four paths, leading to the world of. the gods, go severally from the earth to heaven. All ye gods, place us on that among them which will gain us undecaying prosperity.'
2	6	11	12	The student, the householder, the hermit in the woods, the ascetic (constitute the four orders).
2	6	11	13	A student (shall) obey his teacher until death.
2	6	11	14	A hermit is he who regulates his conduct entirely according to the Institutes proclaimed by Vikhanas.
2	6	11	15	A Vaikhânasa (shall live) in the forest, subsisting on roots and fruit, practising austerities and bathing at morn, noon, and eve; he shall kindle a fire according to the Srâmanaka (rule); he shall eat wild-growing (vegetables and grain) only; he shall worship gods, manes, Bhûtas, men, and Rishis; he shall receive hospitably (men of) all (castes) except those (with whom intercourse is) forbidden; he may even use the flesh of animals killed by carnivorous beasts; he shall not step on ploughed (land); and he shall not enter a village; he shall wear his hair in braids, and dress in (garments made of) bark or skins; he shall not eat anything that has been hoarded for more than a year.
2	6	11	16	An ascetic shall leave his relatives and, not attended by any one nor procuring any property, depart (from his house performing the customary ceremony) according to the rule.
2	6	11	17	He shall go into the forest (and live there).
2	6	11	18	He shall shave his hair excepting the top-lock.
2	6	11	19	He shall wear a cloth to cover his nakedness.
2	6	11	20	He shall reside in one place during the rainy season.
2	6	11	21	He shall wear a dress dyed yellowish-red.
2	6	11	22	He shall go to beg when the pestle lies motionless, when the embers have been extinguished, and when the cleaning of the dishes has been finished.
2	6	11	23	With the three means of punishment, (viz.) words, thoughts, and acts, he shall not injure created beings.
2	6	11	24	He shall carry a cloth for straining water for the sake of purification.
2	6	11	25	He shall perform the necessary purifications with water which has been taken out (of a well or tank) and has been strained.
2	6	11	26	(Ascetics shall) say, 'Renouncing the works taught in the Veda, cut off from both (worlds), we attach ourselves to the central sphere (Brahman).'
2	6	11	27	But the venerable teacher (declares) that there is one order only, because the others do not beget offspring.
2	6	11	28	With reference to this matter they quote also (the following passage): 'There was, forsooth, an Âsura, Kapila by name, the son of Prahlâda.Striving with the gods, he made these divisions. A wise man should not take heed of them.'
2	6	11	29	Because no (other meaning is) perceptible, (the text) 'Four paths,' &c., refers to sacrificial rites, (viz.) to Ishtis, animal sacrifices, Soma sacrifices, Darvîhomas.
2	6	11	30	With respect to this (question the following verse also) is quoted: 'That eternal greatness of the Brâhmana is neither increased by works, nor diminished. The soul knows the nature of that (greatness); knowing that, he is not stained by evil deeds.'
2	6	11	31	If he says that, (let him reflect on the following verse): 'He who knows not the Veda, does not at death think of that great, all-perceiving soul, through which the sun, resplendent with brilliancy, gives warmth, and the father has a father through the son at his birth from the womb.'
2	6	11	32	(Moreover), 'Those who, being neither true Brâhmanas nor performers of Soma sacrifices, work not for that which is near, nor for that which is far, take hold of the word and with sinful (speech) ignorantly perform the rites.'
2	6	11	33	There are innumerable (passages in the Veda) which refer to the debts (to be paid by a Brâhmana), such as, 'May I obtain, O Agni, immortality through offspring;' 'A Brâhmana on being born, (owes) a son to his ancestors,' &c.
2	6	11	34	'Those dwell with us, who fulfil the following (duties), the study of the three Vedas, the studentship, the procreation of offspring, faith, austerity, sacrificing, and giving gifts; he who praises other (duties) becomes dust and perishes.'
2	7	12	1	Now we will explain the oblations (offered) to the vital air (prâna) by Sâlînas (householders) and Yâyâvaras (vagrants), who sacrifice to the soul.
2	7	12	2	At the end of all the necessary (daily rites), let him sit down, facing the east, in a place that has been well cleaned and smeared with cowdung; next let him worship that prepared (food) which is being brought. (saying), 'Bhûh, Bhuvah, Svah, Om,' (and then) remain silent.
2	7	12	3	(Next) he pours water round the food which has been placed (before him), turning his right hand towards it, and reciting the Mahâvyâhritis; (afterwards), continuing to hold (the dish) with his left hand, he first drinks water, (saying), 'Thou art a substratum for ambrosia,' and (finally) offers five oblations of food to the vital airs, (reciting the texts), 'Full of reverence, I offer ambrosia to Prâna; mayest thou propitiously enter me, not in order to burn me. To Prâna, Svâhâ!' &c.
2	7	12	4	After offering the five oblations of food to the vital airs, let him finish his meal silently. Meditating in his heart on the lord of created beings, let him not emit speech while (eating),
2	7	12	5	If he emits speech, he shall mutter 'Bhûh, Bhuvah, Svah, Om,' and afterwards continue to eat.
2	7	12	6	Now they quote also (the following rule): 'If he sees (bits of) skin, hair, nail-(parings), insects, or the dung of rats (in his food), 'he shall take out a lump, sprinkle that spot with water, scatter ashes on it, again sprinkle it with water, and use (the remainder of the food), after it has been declared fit (for use).'
2	7	12	7	Now they quote also (the following verse): 'He shall eat, seated with his face towards the east, silent, not despising his food, not scattering (fragments on the ground), and solely attend (to his dinner); and, after he has eaten, he shall touch fire.'
2	7	12	8	He shall not cut off with his teeth (pieces from) eatables (that must be swallowed) entire, (such as) cakes, bulbs, roots, fruit, and flesh.
2	7	12	9	(Let him) not (eat) to repletion.
2	7	12	10	After (dinner) he shall drink water, (reciting the text), 'Thou art 'a covering for ambrosia,' and stroke (the region of) the heart, (saying), 'Thou art the bond that connects the vital airs; (thou art) [paragraph continues] Rudra and Death; enter me; mayest thou grow through this food.'
2	7	12	11	After sipping water a second time, he allows (the drops from) the hand to flow on the big toe of his right foot (and recites the following text): 'May the male be pleased, he who is of the size of a thumb, who occupies (a space of the size of) a thumb, who is the lord of the whole world, masterful, and the enjoyer of the universe.'
2	7	12	12	Let him perform the subsequent consecration (anumantrana) of the (food which has been) offered, with raised arms, (and let him recite) the five (texts beginning), 'With faith, worshipping Prâna, (I have) offered ambrosia; mayest thou increase Prâna through this food,'
2	7	12	13	(And let him address the soul with the last text of the Anuvâka), '(May) my soul (gain) immortality in the universal soul.'
2	7	12	14	And let him (meditate on his) soul (as) united with the imperishable (syllable Om).
2	7	12	15	He who sacrifices to the soul, surpasses him who offers all sacrifices.
2	7	13	1	Now they quote also (the following verse): 'As cotton and reeds, thrown into a fire, blaze up, even so all the guilt of him who sacrifices to the soul is consumed;'
2	7	13	2	(Moreover), 'He who eats merely (in order to satisfy his own hunger) reaps only guilt. In vain (the fool) takes food.'
2	7	13	3	Let him daily, both in the morning and in the evening, sacrifice in this manner;
2	7	13	4	, Or (he may offer) water in the evening.
2	7	13	5	Now they quote also (the following verses): Let him first feed his guests, next the pregnant women, then the infants and the aged, thereafter the distressed and particularly the diseased. But he who eats first, without having given (food) to those (persons) according to the rule, does not know that he is being eaten. He does not eat, (but) he is eaten.'
2	7	13	6	'Let him eat silently what remains, (after he has given their portions) to the manes, the gods, the servants, his parents, and his Gurus; that is declared to be the rule of the sacred law.'
2	7	13	7	Nov they quote also (the following verses): Eight mouthfuls are the meal of an ascetic, sixteen that of a hermit in the woods, thirty-two that of a householder, and an unlimited (quantity) that of a student.'
2	7	13	8	'An Agnihotrin, a draught-ox, and, a student, those three can do their work only if they eat (much); without eating (much) they cannot do it.'
2	7	13	9	'A householder, or a student who practises austerity by fasting, becomes an Avakîrnin through the omission of the sacrifice to the vital airs;'
2	7	13	10	Except when he performs a penance. In the case of a penance that (fasting) is the rule.
2	7	13	11	Now they quote also (the following verses): 'He who never eats between the morning and the evening meals, (obtains the same reward as he who) constantly fasts.'
2	7	13	12	'As in case one obtains no materials (for the sacrifice), one must mutter the sacred texts to be recited at the Agnihotra, offered in the three fires, even so one should mutter the texts to be recited at the Prânâgnihotra, when one is prevented from dining.'
2	7	13	13	'He who acts thus, will become one with Brahman.' Thus spake Pragâpati (the lord of created beings).
2	8	14	1	The offering to the manes secures long life and heaven, is worthy of praise and a rite ensuring prosperity.
2	8	14	2	Persons who sanctify the company are, a Trimadhu, a Trinâkiketa, a Trisuparna, one who keeps five fires, and one who knows the six Aṅgas, one who performs the vow called Siras, one who knows the Gyeshthasâman, (and) a Snâtaka;
2	8	14	3	On failure of these, one who knows the (texts called) Rahasya.
2	8	14	4	The Rik-verses, the Yagus-formulas, and the Sâmans (give) lustre to a funeral offering. Therefore he may feed (on that occasion) even a Sapinda relation who (knows) those (texts).
2	8	14	5	Let him who feeds (Brâhmanas at a funeral sacrifice) cause them to hear successively the Rakshoghna Sâmans, the Yagus-formulas (called) Svadhâvat, the Rik-verses (called) Madhu, and the (texts called) Pavitras.
2	8	14	6	Having invited on the day before (the Srâddha), or just in the morning, virtuous, pure (men), such as Trimadhus, who know the Vedâṅgas and the sacred texts, who are not related by marriage, nor members of the same family, nor connected through the Veda, at least three, (but always) an odd number, the (sacrificer) makes them sit down on prepared seats, covered with Darbha grass, facing the east or the north.
2	8	14	7	Then he offers to them water mixed with sesamum seed, adorns them with scents and garlands (and says), 'I wish to offer oblations in the fire.' [paragraph continues] When he has received permission (to do so), he heaps fuel on the sacred fire, scatters Kusa grass around it, performs (all the ceremonies) up to the end of the Agnimukha, and offers three burnt oblations of food only, (reciting the following texts): 'To Soma, accompanied by the manes, Svâhâ!' 'To Yama, accompanied by the Aṅgiras and by the manes, Svâhâ!' 'To Agni, who carries the offerings to the manes, who causes sacrifices to be well performed, Svâhâ!'
2	8	14	8	He shall make these three oblations with food only which has been sprinkled with the remainder of the (clarified butter).
2	8	14	9	Let him give a cake of food to the birds.
2	8	14	10	For it is declared in the Veda, 'The manes roam about in the shape of birds.'
2	8	14	11	Next he touches the (other food) with his hand and with the thumb,
2	8	14	12	(And recites the following texts): 'Fire sees thee, who art co-extensive with the earth, the Rik-verses are thy greatness, lest the gift be in vain; the earth is the vessel for thee, the sky the cover; I offer thee in the mouth of Brahman, I offer thee in the Prâna and the Apâna of learned Brâhmanas; thou art imperishable, mayest thou never fail to (the manes of our) fathers yonder, in the other world.' 'Air hears thee, who art co-extensive with the middle sphere, the Yagus-formulas are thy greatness, lest the gift be in vain; the earth is the vessel for thee, the sky the cover; . . . mayest thou never fail to the (manes of our) grandfathers yonder, in the other world.' 'The sun reveals thee, who art co-extensive with the sky, the Sâmans are thy greatness, lest the gift be in vain; . . . . mayest thou never fail to the (manes of our) great-grandfathers yonder, in the other world.'
2	8	15	1	Now indeed (that) happens (also which the following verses teach):
2	8	15	2	'Let him sprinkle that food with the remainder of the burnt oblations. But what is given without (touching it with) the thumb does not gladden the manes.'
2	8	15	3	'The malevolent Asuras seek an opportunity (to snatch away) that food intended for the manes, which is not supported with both hands.'
2	8	15	4	'The Yâtudhânas and Pisâkas, who receive no share, steal the food if sesamum grains are not scattered (on the seats of the guests), and the Asuras (take it) if (the host) is under the sway of anger.'
2	8	15	5	'If a person dressed in reddish clothes mutters prayers, offers burnt oblations, or receives gifts, the sacrificial viands, offered at sacrifices to the gods or to the manes, do not reach the deities.'
2	8	15	6	'If gifts are given or received without (touching them with) the thumb and, if one sips water standing, (the performer of the act) is not benefited thereby.'
2	8	15	7	At the beginning and at the end (of a Srâddha) water must be giver. (to the guests).
2	8	15	8	In every case the muttering (of sacred texts) and the other (necessary acts must be performed) according to the rule.
2	8	15	9	The remaining (rules) have been prescribed (in the section) on the burnt oblations on Ashtakâ (days).
2	8	15	10	'He shall feed two (Brâhmanas) at the offering to the gods and three at the offering to the manes, or a single man on either occasion. Even a very wealthy man shall not be anxious (to entertain) a large company.'
2	8	15	11	'A large company destroys these five (advantages), the respectful treatment (of the invited guests, the propriety of) time and place, purity and (the selection of) virtuous Brâhmana (guests); therefore he shall not invite (a large number).'
2	8	15	12	'In front (feed) the fathers of the (sacrificer), to the left the grandfathers, to the right the great-grandfathers, and at the back those who pare off (portions) from the cakes.'
2	9	16	1	(Now follows some) advice for him who is desirous of offspring.
2	9	16	2	The two Asvins have declared, that fame is gained by the procreation (of sons);
2	9	16	3	'Performing acts which tend to prolong life and austerities, intent on the performance of the private recitation and of sacrifices, and keeping his organs in subjection, let him carefully beget offspring in his own caste.'
2	9	16	4	'From his birth a Brâhmana is loaded with three debts; these let him pay. A prudent man is free from doubts regarding the sacred law.'
2	9	16	5	'If he worships the sages through the study of the Veda, Indra with Soma sacrifices, and the manes of his ancestors through (the procreation of) children, he will rejoice in heaven, free from debt.'
2	9	16	6	'Through a son he conquers the worlds, through a grandson he obtains immortality, but through his son's grandson he ascends to the (highest) heaven.' (All that) has been declared in the Veda.
2	9	16	7	The Veda shows the existence of the three debts in the following (passage): 'A Brâhmana is born loaded with three debts; (he owes) the studentship to the sages, sacrifices to the gods, and a son to the manes;'
2	9	16	8	Through the procreation of a virtuous son he saves himself.
2	9	16	9	He who obtains a virtuous son saves from the fear of sin seven in the descending line and seven in the ascending line, (viz.) six others (in each), himself being the seventh.
2	9	16	10	Therefore he obtains a reward if he begets issue.
2	9	16	11	Therefore he should sedulously beget offspring,
2	9	16	12	Through the application of medicines and sacred texts.
2	9	16	13	The advice to him (who is intent on the procreation of children) is given in agreement with the revealed texts.
2	9	16	14	For it produces results in the case of all the castes.
2	10	17	1	Now we will explain the rule for entering the order of ascetics (samnyâsa).
2	10	17	2	Some (teachers say), 'He who has finished his studentship may become an ascetic immediately on (the completion of) that.'
2	10	17	3	But (according to others, asceticism is befitting) for Sâlînas and Yâyâvaras who are childless;
2	10	17	4	Or a widower (may become an ascetic).
2	10	17	5	(In general) they prescribe the profession of asceticism after the completion of the seventieth year and after the children have been firmly settled in (the performance of) their sacred duties.
2	10	17	6	Or a hermit in the woods (may become an ascetic) on finishing the (special) ceremonies (prescribed for him).
2	10	17	7	'That eternal greatness of the Brâhmana is neither increased nor diminished by works. The soul knows the nature of that (greatness). He who knows that, is not stained by evil deeds.'
2	10	17	8	'It leads to the cessation of births.'
2	10	17	9	'The eternal one leads (him) to glory.' The greatness (of asceticism is declared by these passages).
2	10	17	10	After having caused the hair of his head, his beard, the hair on his body, and his nails to be cut, he prepares
2	10	17	11	Sticks, a rope, a cloth for straining water, a water vessel, and an alms-bowl.
2	10	17	12	Taking these (implements, let him go) to the extremity of the village, or to- the extremity of the boundary (of the village), or to the house where the sacred fires are kept, partake of a threefold (mixture of) clarified butter, milk, (and) sour milk, and (afterwards) fast;
2	10	17	13	Or (he may partake of) water.
2	10	17	14	(Saying), 'Om, Bhûh, I enter the Sâvitrî, tat savitur varenyam; Om, Bhuvah, I enter the Sâvitrî, bhargo devasya dhîmahi; Om, I enter the Sâvitrî, dhiyo yo nah pr.akodayât;' (he shall recite the Sâvitrî) foot by foot, half-verse by half-verse, (and finish by repeating) the whole or the parts (of the verse).
2	10	17	15	It is declared in the Veda, 'Entering order after order, (man) becomes (one with) Brahman.'
2	10	17	16	Now they quote also (the following verse) 'He who has passed from order to order, has offered burnt oblations and kept his organs in subjection, becomes afterwards, tired with (giving) alms and (making) offerings, an ascetic.'
2	10	17	17	Such an ascetic (becomes one with) the infinite (Brahman).
2	10	17	18	Before the sun sets, he heaps fuel on the Gârhapatya fire, brings the Anvâhâryapakana fire (to the spot), takes the flaming Âhavanîya. fire out (of the Gârhapatya), melts butter on the Gârhapatya fire, cleanses it (with Kusa grass), takes four times (portions of it) in the sacrificial spoon (called Sruk), and offers in the Âhavanîya fire on which sacred fuel has been heaped, (four times) a full oblation, (saying), 'Om, Svâhâ!'
2	10	17	19	It is declared in the Veda that this (offering is) the Brahmânvâdhâna (putting fuel on the sacred fires for the sake of the universal soul).
2	10	17	20	Now in the evening, after the Agnihotra has been offered, he scatters grass to the north of the Gârhapatya fire, places the sacrificial vessels in pairs, the upper part turned downwards, on it, strews Darbha grass to the south of the Âhavanîya fire on the seat destined for the Brahman priest, coversit with the skin of a black antelope, and remains awake during that night.
2	10	17	21	A Brâhmana who, knowing this, dies after fasting during the night of Brahman and repositing within himself the sacred fires, conquers all guilt, even (that of) killing a Brâhmana.
2	10	17	22	Then he rises in the muhûrta sacred to Brahman, and offers the early Agnihotra just at the (appointed) time.
2	10	17	23	Next, after covering the (part of the altar called) Prishthyâ and bringing water, he prepares (an offering) to (Agni) Vaisvânara (which is cooked) in twelve potsherds. That (well-)known Ishti is the last (which he performs).
2	10	17	24	Afterwards he throws the sacrificial vessels, which are neither made of earth nor of stone, into the Âhavanîya fire,
2	10	17	25	(And) throwing the two Aranis into the Gârhapatya fire (with the words), 'May ye be of one mind with us,' he reposits the sacred fires in himself.
2	10	17	26	(Reciting the sacred text), 'O Fire, that body of thine, which is fit for the sacrifice,' he inhales the smell of (the smoke of) each fire thrice three times.
2	10	17	27	Then, standing within the sacrificial enclosure, (he says) thrice in a low voice and thrice aloud, 'Om, Bhûh, Bhuvah, Svah, I have entered the order of ascetics, I have entered the order of ascetics, I have entered the order of ascetics,'
2	10	17	28	It is declared in the Veda, 'The gods are trebly true.'
2	10	17	29	(Finally) he pours out as much water as will fill his joined hands, (saying), 'I promise not to injure any living being.'
2	10	17	30	Now they quote also (the following verse) An ascetic who roams about after having given a promise of safety to all living beings, is not threatened with danger by any creature.'
2	10	17	31	(Henceforth) he must restrain his speech.
2	10	17	32	He grasps his staff, (saying), '(Thou art my) friend, protect me.'
2	10	17	33	He takes the rope, (reciting the verse), 'The brilliant light,' &c.
2	10	17	34	He takes the cloth for straining water, (reciting the text), 'With which means of purification the gods,' &c.
2	10	17	35	He takes the waterpot, (reciting the verse), Through that light, by which the gods rose on high,' &c.
2	10	17	36	He takes the alms-bowl, (reciting the Vyâhritis).
