Prapathaka	Kandika_no	Text_no	Hymn
3	6	5	If he is desirous of thriving (in his cattle), he makes, when the cows have calved, with a sword of Udumbara wood, marks on a male and on a female calf, first on the male, then on the female, with (the Mantra), 'The world art thou, thousandfold' ,
3	6	6	And after he has done so, he should recite (over the two calves the Mantra), 'With metal, with the butcher's knife' .
3	6	7	When the rope (to which the calves are bound) is spread out, and (again) when the calves have been bound to it, he should recite over it (the verse), 'This rope, the mother of the cows' .
3	6	8	Here now the following (rites) have to be performed day by day, (viz.)
3	6	9	(The rites at) the driving out (of the cows), at the coming back (of the cows), and at the setting into motion of the rope (with the calves).
3	6	10	At the cow-sacrifice (i.e. the sacrifice by which a thriving condition for the cows is obtained), boiled rice-grains with milk (are offered).
3	6	11	Let him sacrifice to Agni, Pûshan, Indra, and Îsvara.
3	6	12	To the bull honour is done (by adorning it, by lavish food, &c.).
3	6	13	By the cow-sacrifice also the horse-sacrifice (i.e. the sacrifice by which thriving horses are obtained) has been explained.
3	6	14	Of deities Yama and Varuna are added here (to the deities stated above) (Sûtra II).
3	6	15	(After the cow-sacrifice) the cows are besprinkled with scented water; the cows are besprinkled with scented water.
3	7	1	Now (follows) the Sravanâ ceremony.
3	7	2	It has to be performed on the full-moon day (of the month Srâvana).
3	7	3	Having besmeared (a surface) to the east of the house (with cow-dung), they carry forward (to that place) fire taken from the (sacred) domestic fire.
3	7	4	He besmears four spots to the four sides (of the fire),
3	7	5	Towards the (four) directions,
3	7	6	(To the extent) of more than one prakrama (i.e. step).
3	7	7	He puts a dish on the fire and fries (in thatdish) one handful of barley-grains, without burning them.
3	7	8	To the west of the fire he places a mortar so that it stands firmly, and husks (the grains), separating (the husked and the unhusked grains?).
3	7	9	After he has carefully ground them to flour, and has thrown (that) into a wooden cup (kamasa), and covered it with a winnowing-basket, he puts it up (in the house).
3	7	10	Between (the besmeared surface) towards the south, and that towards the east (there should be) a passage.
3	7	11	After sunset he takes the wooden cup, (the spoon called) Darvi, and the winnowing-basket, and goes to (the fire) which has been carried forward .
3	7	12	He throws the flour into the winnowing-basket and fills the wooden cup with water.
3	7	13	He takes once a quantity of flour with the Darvi spoon, pours out water on the besmeared place to the east (of the fire), and offers (there) a Bali with (the words), 'O king of Serpents, dwelling towards the east, this is thy Bali!' .
3	7	14	He pours the rest of the water over (that Bali, taking care) that it does not carry away the Bali.
3	7	15	Turning round from right to left, he besprinkles the wooden cup and the Darvi spoon, warms them, and (repeats the offering of a Bali) in the same way towards the south, towards the west, and towards the north, as the Mantra  runs, without turning away (between the single Bali-offerings).
3	7	16	After he has thrown the remnants (of flour) out of the basket into the fire, he goes to that fire which has not been carried forward.
3	7	17	To the west of that fire he touches the earth with his two hands turned downwards, and murmurs the Mantra, 'Adoration to the Earth’s'—.
3	7	18	In the evening boiled rice-grains with milk (are prepared).
3	7	19	Of that (milk-rice) he should make oblations with (the formulas), 'To Sravana, to Vishnu, to Agni, to Pragâpati, to the Visve devâs Svâhâ!'
3	7	20	The rest (should be performed) according to the Sthâlîpâka rite.
3	7	21	To the north of the fire he places a bunch of Darbha grass with roots, and murmurs the Mantra, 'Soma the king' , and, 'The agreement which you have made' .
3	7	22	On the following day he has flour of fried barley-grains prepared, and in a new pot, covering (it with another pot), he puts it up (in his house).
3	7	23	(Of that flour) he should silently offer Balis day by day in the evening, before the sacrifice, until the Âgrahâyanî day.
3	8	1	On the full-moon day of (the month) Âsvayuga, at the Prishâtaka ceremony, a mess of boiled rice-grains with milk, sacred to Rudra, (is prepared).
3	8	2	Of that (milk-rice) let him sacrifice, the first oblation with (the verse), 'To us, O Mitra and Varuna' , the second with (the verse), 'Not in our offspring' ,
3	8	3	And (eight Âgya oblations) with the 'cow's names' (i.e. with the formulas), 'The lovely one art thou,' &c., with each (name) separately.
3	8	4	The rest (should be performed) according to the Sthâlîpâka rite.
3	8	5	Having carried the Prishâtaka around the fire, turning his right side towards (the fire), and having caused the Brâhmanas to look at it (i.e. at the Prishâtaka), he should look at it himself with (the verserepeated by the Brâhmanas and by the-sacrificer), 'That bright eye, created by the gods, which rises on the east—may we see it a hundred autumns; may we live a hundred autumns!'
3	8	6	After he has entertained the Brâhmanas with food and has eaten himself, (the sacrificer and his family) should tie (to their arms, necks, &c.) amulets made of lac together with all sorts of herbs, for the sake of prosperity.
3	8	7	In the evening he should feed the cows with the Prishâtaka, and should let the calves join them.
3	8	8	Thus (the cows) will thrive.
3	8	9	At the sacrifice of the first fruits a mess of boiled rice-grains with milk, sacred to Indra and Agni, (is prepared).
3	8	10	Having sacrificed first a Havis offering of that (milk-rice), he sacrifices over that (oblation) four Âgya oblations with (the verses), 'To him who bears a hundred weapons,' &c. .
3	8	11	The rest (should be performed) according to the Sthâlîpâka rite.
3	8	12	The rest of the remnants of the sacrificial food he should give to eat to all (persons present) who have received the initiation (Upanayana).
3	8	13	Having 'spread under' water once, he should cut off two portions of the boiled rice-grains.
3	8	14	Three (portions are cut off) by descendants of Bhrigu.
3	8	15	And over (these portions) water (is poured).
3	8	16	(After the food has been prepared in thisway), he should swallow it without chewing it, with (the Mantra), 'From the good to the better' .
3	8	17	In the same way three times.
3	8	18	Silently a fourth time.
3	8	19	After he has cut off a greater portion,
3	8	20	They may, if they like, chew that.
3	8	21	Having sipped water, they should touch their mouths, their heads, and their limbs from above downwards, with (the verse), 'This art thou' .
3	8	22	In the same way (sacrifices of the first fruits are performed) of Syâmâka (panicum frumentaceum) and of barley.
3	8	23	(At the sacrifice) of Syâmâka , 'May Agni eat as the first' .
3	8	24	(At the sacrifice) of barley, 'This barley, mixed with honey' .
3	9	1	On the Âgrahâyanî day (or the full-moon day of the month Mârgasîrsha) Bali-offerings (are made).
3	9	2	They have been explained by the Srâvana sacrifice.
3	9	3	He does not murmur (here) the Mantra, 'Adoration to the Earth’s.'
3	9	4	In the morning, after he has sacrificed the (regular) morning oblation, he should have the following (plants and branches of trees) fetched, viz. Darbha grass, a Sami (branch), Vîrina grass, a (Badarî branch) with fruits, Apâmârga, and Sirîsha. He then should silently throw (a portion) of flour of fried barley into the fire, should cause the Brâhmanas to pronounce auspicious wishes, and should circumambulate the house, turning his right side towards it, starting from the room for the (sacred) fire, striking the smoke (of the sacred fire) with those objects (i.e. with the plants and branches mentioned above).
3	9	5	He should throw away those objects, after he has made use of them.
3	9	6	On solid stones he places a water-barrel with the two (Sâmans belonging to the verse), 'Vâstoshpati'  and with (that) Rik (itself).
3	9	7	Let him pour two pots of water into that barrel with this verse, 'Some assemble' .
3	9	8	In the evening boiled rice-grains with milk (are prepared).
3	9	9	Of that (milk-rice) he should make an oblation with (the Mantra), 'She shone forth as the first' .
3	9	10	The rest (should be performed) according to the Sthâlîpâka rite.
3	9	11	To the west of the fire he touches the Barhis with his two hands turned downwards, and murmurs the Vyâhritis (i.e. the solemn utterances), 'In the Kshatra I establish myself' .
3	9	12	To the west of the fire he should have a layer spread out,
3	9	13	Of northward-pointed grass,
3	9	14	Inclined towards the north.
3	9	15	After they have spread out on that (grass) new rugs, the householder sits down (thereon) on the southern side.
3	9	16	Then without an interval the others according to their age,
3	9	17	And without an interval their wives, each with her children.
3	9	18	When they are seated, the householder touches the layer (of grass) with his two hands turned downwards, and murmurs the verse, 'Be soft to us, O Earth' .
3	9	19	When he has finished that (verse), they lie down on their right sides.
3	9	20	In the same way (they lie down on their right sides) three times, turning themselves towards themselves (i.e. turning round forwards, not backwards, and thus returning to their former position?).
3	9	21	They repeat the auspicious hymns as far as they know them;
3	9	22	The complex of Sâmans called Arishta, according to some (teachers).
3	9	23	Having touched water, they may do whatever they like.
3	10	1	The Ashtakâ (is a festival) sacred to the night.
3	10	2	It procures prosperity.
3	10	3	It is sacred to Agni, or to the Manes, or to Pragâpati, or to the Seasons, or to the Visve devâs—thus the deity (to which the Ashtakâ is sacred), is investigated (by different teachers).
3	10	4	There are four Ashtakâs in (the four months of) the winter;
3	10	5	These all he should endeavour to celebrate with (offerings of) meat;
3	10	6	Thus says Kautsa.
3	10	7	(There are only) three Ashtakâs (in the winter), says Audgâhamâni,
3	10	8	And so say (also) Gautama and Vârkakhandi.
3	10	9	The eighth day of the dark fortnight after the Âgrahâyanî is called Apûpâshtakâ (i.e. Ashtakâ of the cakes).
3	10	10	Having prepared grains in the way prescribedfor Sthâlîpâkas, he cooks (those grains and prepares thus) a karu.
3	10	11	And (besides he prepares) eight cakes, without turning them over in the dish (in which he bakes them);
3	10	12	(Each) in one dish;
3	10	13	Without Mantras, according to Audgâhamâni;
3	10	14	Of the size of the (cakes) sacred to Tryambaka.
3	10	15	After he has baked them, he should pour (Âgya) on them, should take them from the fire towards the north, and should pour (Âgya) on them again.
3	10	16	In the way prescribed for Sthâlîpâkas he cuts off (the prescribed portions) from the mess of boiled grains and from the cakes, and sacrifices with (the words), 'To the Ashtakâ Svâhâ!'
3	10	17	The rest (should be performed) according to the Sthâlîpâka rite.
3	10	18	(At the second Ashtakâ, on) the eighth day after the full-moon day of Taisha, a cow (is sacrificed).
3	10	19	Shortly before the time of junction (of day and night, i.e. before the morning twilight) he should place that (cow) to the east of the fire, and when (that time) has come, he should sacrifice (Âgya) with[paragraph continues] (the verse), 'What, O beasts, you think' .
3	10	20	And after having sacrificed, he should recite over (the cow the verse), 'May thy mother give leave to thee' .
3	10	21	Let him sprinkle (the cow) with water in which barley is, with (the words), 'Agreeable to the Ashtakâ I sprinkle thee.'
3	10	22	Let him carry a fire-brand round it with (the verse), 'The lord of goods, the sage (goes) round' .
3	10	23	Let him give it water to drink.
3	10	24	The remainder of what it has drunk he should pour out under (the feet of) the beast with (the formula), 'Away from the gods the Havis has been taken' .
3	10	25	They then walk in a northerly direction (from the fire) and kill (the cow),
3	10	26	The head of which is turned to the east, the feet to the north, if the rite is sacred to the gods,
3	10	27	The head to the south, the feet to the west, if the rite is sacred to the Manes.
3	10	28	After it has been killed, he should sacrifice (Âgya) with (the verse), 'If the beast has lowed' .
3	10	29	And (the sacrificer's) wife should get water and should wash all the apertures of the cow's body.
3	10	30	They lay two purifiers (i.e. grass-blades) on (the cow's body) near its navel, cut it up in the direction of its hairs, and draw the omentum out.
3	10	31	He should spit it on two pieces of wood, on one (simple) branch and on another forked branch, should besprinkle it (with water), and should roast it.
3	10	32	When it has ceased to drop, he should say, 'Hew the (cow) to pieces—
3	10	33	'So that the blood does not stain the ground to the east of the fire.'
3	10	34	After he has roasted (the omentum), he should pour (Âgya) on it, should take it from the fire towards the north, and should pour (Âgya) on it again.
3	10	35	After he has cut off (the prescribed portions from) the omentum in the way prescribed for Sthâlîpâkas, or in the way prescribed for the Svishtakrit (oblation), he sacrifices with (the words), 'To the Ashtakâ Svâhâ!'
3	10	36	The rest (should be performed) according to the Sthâlîpâka rite. The rest according to the Sthâlîpâka rite.End of the Third Prapâthaka.
4	1	1	He throws the two spits into the fire;
4	1	2	That which consists of one (simple) branch, towards the east, the other one towards the west.
4	1	3	They cut off the Avadâna portions from all its limbs,
4	1	4	With the exception of the left thigh and the lungs.
4	1	5	The left thigh he should keep for the Anvashtakya ceremony.
4	1	6	On the same fire he cooks one mess of rice-grains and one of meat, stirring up the one and the other separately, from left to right, with two pot-ladles.
4	1	7	After he has cooked them, he should pour (Âgya) on them, should take them from the fire towards the north, and should pour (Âgya) on them again.
4	1	8	Having poured the juice (of the Avadânas) into a brazen vessel,
4	1	9	And having placed the Avadânas on a layer (of grass) on which branches of the Plaksha (tree) have been spread,
4	1	10	He cuts off (the prescribed portions) from the[paragraph continues] Avadânas in the way prescribed for Sthâlîpâkas, (and puts those portions) into (another) brazen vessel;
4	1	11	And (the portion) for the Svishtakrit oblation separately.
4	1	12	Taking of the mess of boiled rice-grains  a portion of the size of a Bilva fruit, he should mix that, together with the Avadânas , with the juice .
4	1	13	Taking a fourfold portion of Âgya he should sacrifice it with the first of the eight Rikas, 'Entering into fire, the fire' .
4	1	14	Of the mixture  he cuts off the third part and sacrifices it with the second and third (verse).
4	1	15	He places the word Svâhâ after the second (of those verses, i.e. after the third verse of the whole Mantra).
4	1	16	In the same way he sacrifices the other two-thirds (of that mixture, the one) with the fourth and fifth (verse), and (the other) with the sixth and seventh (verse).
4	1	17	Having cut off the rest, he should sacrifice the oblation to (Agni) Svishtakrit with the eighth (verse).
4	1	18	Even if he be very deficient in wealth, he should celebrate (the Ashtakâ) with (the sacrifice of) an animal.
4	1	19	Or he should sacrifice a Sthâlîpâka.
4	1	20	Or he should offer food to a cow.
4	1	21	Or he should burn down brushwood in the forest and should say, 'This is my Ashtakâ.'
4	1	22	But let him not neglect to do (one of these things). But let him not neglect to do (one of these things).
4	2	1	On the following day the Anvashtakya (ceremony is performed),
4	2	2	Or on the day which follows after that.
4	2	3	To the south-east (of the house), in the intermediate direction (between south and east), they partition off (a place with mats or the like).
4	2	4	The long-side (of that place should lie) in the same (direction).
4	2	5	They should perform (the ceremonies) turning their faces towards the same (direction).
4	2	6	(It should measure) at least four prakramas (i.e. steps).
4	2	7	(It should have) its entrance from the west.
4	2	8	In the northern part of that enclosure they make the Lakshana and carry the fire (to that place).
4	2	9	To the west of the fire he places a mortar so that it stands firmly, and husks, holding his left hand uppermost, one handful of rice-grains which he has seized with one grasp.
4	2	10	When (the rice) has been husked,
4	2	11	He should once carefully remove the husks.
4	2	12	And then he should cut off a lump of flesh from that thigh and should cut it in small pieces on a new slaughtering-bench,
4	2	13	(With the intention) that the Pindas (or lumps of food offered to the Manes) should be thoroughly mixed up with flesh.
4	2	14	On the same fire he cooks one mess of rice-grains and one of meat, stirring up the one and the other separately, from right to left, with the two pot-ladles.
4	2	15	After he has cooked them, he should pour (Âgya) on them, should take them from the fire towards the south, and should not pour (Âgya) on them again.
4	2	16	In the southern part of the enclosure  he should have three pits dug, so that the eastern (pit is dug) first,
4	2	17	One span in length, four inches in breadth and in depth.
4	2	18	Having made the Lakshana to the east of the eastern pit, they carry the fire (to that place).
4	2	19	Having carried the fire round the pits on their west side, he should put it down on the Lakshana.
4	2	20	He strews (round the fire) one handful of Darbha grass which he has cut off in one portion.
4	2	21	And (he strews it into) the pits,
4	2	22	Beginning with the eastern (pit).
4	2	23	To the west of the pits he should have a layer spread out,
4	2	24	Of southward-pointed Kusa grass,
4	2	25	Inclined towards the south.
4	2	26	And he should put a mat on it.
4	2	27	To that (layer of grass) they fetch for him (the following sacrificial implements), one by one, from right to left:
4	2	28	The two pots in which sacrificial food has been cooked , the two pot-ladles , one brazen vessel, one Darvî (spoon), and water.
4	2	29	(The sacrificer's) wife places a stone on the Barhis and pounds (on that stone the fragrant substance called) Sthagara.
4	2	30	And on the same (stone) she grinds some collyrium, and anoints therewith three Darbha blades, including the interstices (between the single blades?).
4	2	31	He should also get some oil made from sesamum seeds,
4	2	32	And a piece of linen tape.
4	2	33	After he has invited an odd number of blameless Brâhmanas, whose faces should be turned towards the north, to sit down on a pure spot,
4	2	34	And has given them Darbha grass (in order that they may sit down thereon),
4	2	35	He gives them (pure) water and afterwards sesamum-water, pronouncing his father's name, 'N.N.! To thee this sesamum-water, and to those who follow thee here, and to those whom thou followest. To thee Svadhâ!'
4	2	36	After he has touched water, (he does) the same for the other two.
4	2	37	In the same way (he gives them) perfumes.
4	2	38	The words in which he addresses (the Brâhmanas) when going to sacrifice, are, 'I shall offer it into the fire.'
4	2	39	After they have replied, 'Offer it,' he should cut off (the prescribed portions) from the two messes of cooked food , (and should put those portions) into the brazen vessel. He then should sacrifice, picking out (portions of the Havis) with the pot-ladle, the first (oblation) with (the words), 'Svâhâ to Soma Pitrimat,' the second with (the words), 'Svâhâ to Agni Kavyavâhana' .
4	3	1	From now onwards he has to perform (the rites) wearing his sacrificial cord over his right shoulder and keeping silence.
4	3	2	With his left hand he should seize a Darbha blade and should (therewith) draw (in the middle of the three pits) a line from north to south, with (the formula), 'The Asuras have been driven away' , 'They who assuming (manifold) shapes' .
4	3	4	He then calls the Fathers (to his sacrifice) with (the verse), 'Come hither, ye Fathers, who have drunk Soma' .
4	3	5	He then should place pâtra vessels of water near the pits.
4	3	6	Seizing, again with his left hand, (the first) vessel, he should pour it out from right to left on the Darbha grass in the eastern pit, pronouncing his father's name, 'N.N.! Wash thyself, and (may) those who follow thee here, and those whom thou followest, (wash themselves). To thee Svadhâ!'
4	3	7	After he leas touched water, (he does) the same for the other two.
4	3	8	Seizing, again with his left hand, the Darvî spoon, he should cut off one-third of the mixture (ofthe different kinds of sacrificial food) and should put down (that Pinda), from right to left, on the Darbha grass in the eastern pit, pronouncing his father's name, 'N.N.! This Pinda is thine, and of those who follow thee here, and of those whom thou followest. To thee Svadhâ!'
4	3	9	After he has touched water, (he does) the same for the other two.
4	3	10	If he does not know their names, he should put down the first Pinda with (the formula), Svadhâ to the Fathers dwelling on the earth,' the second with (the formula), 'Svadhâ to the Fathers dwelling in the air,' the third with (the formula), 'Svadhâ to the Fathers dwelling in heaven.'
4	3	11	After he has put down (the three Pindas), he murmurs, 'Here, O Fathers, enjoy yourselves; show your manly vigour each for his part' .
4	3	12	He should turn away, (should hold his breath,) and turning back before he emits his breath, he should murmur, 'The Fathers have enjoyed themselves; they have shown their manly vigour each for his part' .
4	3	13	Seizing, again with his left hand, a Darbha blade , he should put it down, from right to left, on the Pinda in the eastern pit, pronouncing his father's name, 'N.N.! This collyrium is thine, and is that of those who follow thee here, and of those whom thou followest. To thee Svadhâ!'
4	3	14	After he has touched water, (he does) the same for the other two.
4	3	15	In the same way (he offers) the oil (to the fathers);
4	3	16	In the same way the perfume.
4	3	17	Then he performs the deprecation (in the following way):
4	3	18	On the eastern pit he lays his hands, turning the inside of the right hand upwards, with (the formula), 'Adoration to you, O Fathers, for the sake of life! Adoration to you, O Fathers, for the sake of vital breath!' ;
4	3	19	On the middle (pit), turning the inside of the left hand upwards, with (the formula), 'Adoration to you, O Fathers, for the sake of terror! Adoration to you, O Fathers, for the sake of sap!' (MB., loc. cit.);
4	3	20	On the last (pit), turning the inside of the right hand upwards, with (the formula), 'Adoration to you, O Fathers, for the sake of comfort! Adoration to you, O Fathers, for the sake of wrath!' .
4	3	21	Then joining his hands he murmurs, 'Adoration to you, O Fathers! O Fathers! Adoration to you!' (MB., loc. cit.).
4	3	22	He looks at his house with (the words), 'Give us a house, O Fathers!' .
4	3	23	He looks at the Pindas with (the words), 'May we give you an abode, O Fathers!' .
4	3	24	Seizing, again with his left hand, the linen thread, he should put it down, from right to left, on the Pinda in the eastern pit, pronouncing his father'sname, 'N.N.! This garment is thine, and is that of those who follow thee here, and of those whom thou followest. To thee Svadhâ!' .
4	3	25	After he has touched water, (he does) the same for the other two.
4	3	26	Seizing, again with his left hand, the vessel of water , he should sprinkle (water) round the Pindas from right to left, with (the verse), 'Bringing sap' .
4	3	27	The middle Pinda (offered to the grandfather) the wife (of the sacrificer) should eat, if she is desirous of a son, with (the verse), 'Give fruit to the womb, O Fathers' .
4	3	28	Or of those Brâhmanas (that person) who receives the remnants (of the sacrificial food, should eat that Pinda).
4	3	29	Having besprinkled (and thus extinguished) the fire-brand  with water, with (the verse), 'Gâtavedas has been our messenger for what we have offered' —
4	3	30	(The sacrificer) should besprinkle the sacrificial vessels, and should have them taken back, two by two.
4	3	31	The Pindas he should throw into water,
4	3	32	Or into the fire which has been carried forward ,
4	3	33	Or he should give them to a Brâhmana to eat,
4	3	34	Or he should give them to a cow.
4	3	35	On the occasion of a lucky event (such as the birth of a son, &c.) or of a meritorious work (such as the dedication of a pond or of a garden) he should give food to an even number (of Brâhmanas).
4	3	36	The rite (is performed) from left to right.
4	3	37	Barley is used instead of sesamum.
4	4	1	By (the description of) the Sthâlîpâka offered at the Anvashtakya ceremony the Pindapitriyagña has been declared;
4	4	2	This is a Srâddha offered on the day of the new moon.
4	4	3	Another (Srâddha) is the Anvâhârya.
4	4	4	(It is performed) monthly.
4	4	5	The Havis is prepared (by one who has set up the sacred Srauta fires) in the Dakshinâgni (i.e. in that of the three fires which is situated towards the south).
4	4	6	And from the same (fire the fire is taken which)is carried forward (in order to be used at the ceremonies).
4	4	7	In the domestic fire (the Havis is prepared) by one who has not set up the (Srauta) fires.
4	4	8	One pit (only is made);
4	4	9	To the south of it the fire has its place.
4	4	10	Here the laying down of the fire-brand is omitted,
4	4	11	And (the spreading out of) the layer (of grass),
4	4	12	And the anointing (of the bunches of Darbha grass), and the anointing (of the Fathers),
4	4	13	And the (offering of) perfume,
4	4	14	And the ceremony of deprecation.
4	4	15	(The ceremony performed with) the vessel of water forms the conclusion (of the Pindapitriyagña).
4	4	16	He should, however, put down one garment (for the Fathers in common).
4	4	17	On the eighth day after the full moon of Mâgha a Sthâlîpâka (is prepared).
4	4	18	He should sacrifice of that (Sthâlîpâka).
4	4	19	'To the Ashtakâ Svâhâ!'—with (these words) he sacrifices.
4	4	20	The rest (should be performed) according to the Sthâlîpâka rite.
4	4	21	Vegetables (are taken instead of meat) as ingredient to the Anvâhârya(-rice).
4	4	22	At animal sacrifices offered to the Fathers let—him sacrifice the omentum with (the verse), 'Carry the omentum, O Gâtavedas, to the Fathers' ;
4	4	23	At (such sacrifices) offered to the gods, with (the verse), 'Gâtavedas, go to the gods with the omentum' .
4	4	24	If no (god to whom the sacrifice should be offered, and no Mantra with which the oblation should be made) is known, he sacrifices, assigning (his offering to the personified rite which he is performing), thus as (for instance), 'To the Ashtakâ Svâhâ!'
4	4	25	The rest (should be performed) according to the Sthâlîpâka rite.
4	4	26	If a debt turns up (which he cannot pay), he should sacrifice with the middle leaf of Golakas, with (the verse), 'The debt which' .
4	4	27	Now (follows) the putting into motion of the plough.
4	4	28	Under an auspicious Nakshatra he should cook a mess of sacrificial food and should sacrifice to the following deities, namely, to Indra, to the Maruts, to Parganya, to Asani, to Bhaga.
4	4	29	And he should offer (Âgya) to Sîtâ, Âsâ, Aradâ, Anaghâ.
4	4	30	The same deities (receive offerings) at thefurrow-sacrifice, at the thrashing-floor-sacrifice, at the sowing, at the reaping of the crop, and at the putting of the crop into the barn.
4	4	31	And at mole hills he should sacrifice to the king of moles.
4	4	32	To Indrânî a Sthâlîpâka (is prepared).
4	4	33	Of that he should make an offering with (the verse), 'The Ekâshtakâ, performing austerities' .
4	4	34	The rest (should be performed) according to the Sthâlîpâka ritual. The rest according to the Sthâlîpâka ritual.
4	5	1	At (the sacrifices) for the obtainment of special wishes, which will be henceforth described,
4	5	2	And, according to some (teachers), also at (the sacrifices) described above (the following rites should be performed).
4	5	3	He should touch the earth, to the west of the fire, with his two hands turned downwards, with (the verse), 'We partake of the earth’s' .
4	5	4	In the night-time (he pronounces that Mantra so that it ends with the word) 'goods' (vasu), in the day-time (so that it ends) with 'wealth' (dhanam).
4	5	5	With the three verses, 'This praise'  he should wipe along (with his hands) around (the fire).
4	5	6	Before sacrifices the Virûpâksha formula  (should be recited).
4	5	7	And at (ceremonies) which are connected with special wishes, the Prapada formula —(in the following way):
4	5	8	He should murmur (the Prapada formula), 'Austerities and splendour,' should perform one suppression of breath, and should, fixing his thoughts on the object (of his wish), emit his breath, when beginning the Virûpâksha formula.
4	5	9	When undertaking ceremonies for the obtainment of special wishes, let him fast during three (days and) nights,
4	5	10	Or (let him omit) three meals.
4	5	11	At such ceremonies, however, as are repeated regularly, (let him do so only) before their first performance.
4	5	12	He should (simply) fast, however, before such ceremonies as are performed on sacrificial days (i.e. on the first day of the fortnight).
4	5	13	(At a ceremony) which ought to be performed immediately (after the occurrence by which it has been caused), the consecration follows after (the ceremony itself).
4	5	14	Let him recite the Prapada formula , sitting in the forest on Darbha grass,
4	5	15	Of which the panicles are turned towards the east, if he is desirous of holy lustre,
4	5	16	To the north, if desirous of sons and of cattle,
4	5	17	To both directions, if desirous of both.
4	5	18	One who desires that his stock of cattle may increase, should offer a sacrifice of rice and barleywith (the verse), 'He who has a thousand arms, the protector of cow-keepers' .
4	5	19	Having murmured the Kautomata verse  over fruits of a big tree, he should give them—
4	5	20	To a person whose favour he wishes to gain.
4	5	21	One (fruit) more (than he gives to that person), an even number (of fruits), he should keep himself.
4	5	22	There are the five verses, 'Like a tree' .
4	5	23	With these firstly a ceremony (is performed) for (obtaining property on) the earth.
4	5	24	He should fast one fortnight,
4	5	25	Or, if he is not able (to do so, he may drink) once a day rice-water,
4	5	26	In which he can see his image.
4	5	27	This observance (forms part) of (all) fortnightly observances.
4	5	28	He then should in the full-moon night plunge up to his navel into a pool which does not dry up, and should sacrifice at the end of (each of those five) verses fried grains with his mouth into the water, with the word Svâhâ.
4	5	29	Now (follows) another (ceremony with the same five verses).
4	5	30	With the first (verse) one who is desirous of the enjoyment (of riches), should worship the sun, within sight of (that) person rich in wealth (fromwhom he hopes to obtain wealth); then he will obtain wealth.
4	5	31	With the second (verse) one who desires that his stock of horses and elephants may increase, should sacrifice fried grains, while the sun has a halo.
4	5	32	With the third (verse) one who desires that his flocks may increase, (should sacrifice) sesamum seeds, while the moon (has a halo).
4	5	33	Having worshipped the sun with the fourth (verse), let him acquire wealth; then he will come back safe and wealthy.
4	5	34	Having worshipped the sun with the fifth (verse) let him return to his house. He will safely return home; he will safely return home.
4	6	1	Let him daily repeat (the formula), 'Bhûh!'  in order to avert involuntary death.
4	6	2	(He who does so) has nothing to fear from serious diseases or from sorcery.
4	6	3	(The ceremony for) driving away misfortune (is as follows).
4	6	4	It is performed on the sacrificial day (i.e. on the first day of the fortnight).
4	6	5	(Oblations are made with the six verses), 'From the head' , verse by verse.
4	6	6	The seventh (verse is), 'She who athwart' .
4	6	7	(Then follow) the verses of the Vâmadevya,
4	6	8	(And) the Mahâvyâhritis.
4	6	9	The last (verse) is, 'Pragâpati' .
4	6	10	With the formula, 'I am glory'  one who is desirous of glory should worship the sun in the forenoon, at noon, and in the afternoon,
4	6	11	Changing (the words), 'of the forenoon' (into 'of the noon,' and 'of the afternoon,' accordingly).
4	6	12	Worshipping (the sun) at the time of the morning twilight and of the evening twilight procures happiness, (both times) with (the formula), 'O sun! the ship' , and (after that) in the morning with (the formula), 'When thou risest, O sun, I shall rise with thee' ; in the evening with (the formula), 'When thou goest to rest, O sun, I shall go to rest with thee' .
4	6	13	One who desires to gain a hundred cart-loads (of gold), should keep the vow (of fasting) through one fortnight and should on the first day of a dark fortnight feed the Brâhmanas with boiled milk-rice prepared of one Kâmsa of rice.
4	6	14	At the evening twilight (of every day of that fortnight), having left the village in a westerly direction, and having put wood on the fire at a place wherefour roads meet, he should sacrifice the small grains (of that rice), turning his face towards the sun, with (the words), 'To Bhala Svâhâ! To Bhala Svâhâ!' .
4	6	15	(He should repeat those rites) in the same way the two next dark fortnights.
4	6	16	During the time between those dark fortnights he should observe chastity till the end (of the rite), till the end (of the rite).
4	7	1	Let him select the site for building his house—
4	7	2	On even ground, which is covered with grass, which cannot be destroyed (by inundations, &c.),
4	7	3	On which the waters flow off to the east or to the north,
4	7	4	On which plants grow which have no milky juice or thorns, and which are not acrid.
4	7	5	The earth should be white, if he is a Brâhmana,
4	7	6	Red, if he is a Kshatriya,
4	7	7	Black, if he is a Vaisya.
4	7	8	(The soil should be) compact, one-coloured, not dry, not salinous, not surrounded by sandy desert, not swampy.
4	7	9	(Soil) on which Darbha grass grows, (should be chosen) by one who is desirous of holy lustre,
4	7	10	(Soil covered) with big sorts of grass, by one who is desirous of strength,
4	7	11	(Soil covered) with tender grass, by one who is desirous of cattle.
4	7	12	(The site of the house) should have the form of a brick,
4	7	13	Or it should have the form of a round island.
4	7	14	Or there should be natural holes (in the ground) in all directions.
4	7	15	On such (ground) one who is desirous of fame or strength, should build his house with its door to the east;
4	7	16	One who is desirous of children or of cattle, (should build it) with its door to the north;
4	7	17	One who is desirous of all (those things), (should build it) with its door to the south.
4	7	18	Let him not build it with its door to the west.
4	7	19	And a back-door.
4	7	20	The house-door.
4	7	21	So that (he?) may not be exposed to looks (?).
