Adhyaya_no	Khanda_no	Text_no	Hymn
3	4	9	Taking with himself his eldest son and his wife, carrying grain, let him enter (the house with the words),'Indra's house is blessed, wealthy, protecting; that I enter with my wife, with offspring, with cattle, with increase of wealth, with everything that is mine.'
3	5	1	'To every able one, to every blissful one, to you I turn for the sake of safety, of peace. Free from danger may we be. May the village give me in charge to the forest. All! give me in charge to the great one,'—thus (he speaks) when leaving the village.
3	5	2	'May the forest give me in charge to the village. Great one! give me in charge to the all'—thus (he speaks) when entering the village, not without (carrying) something (with himself, such as fuel, flowers, &c.)
3	5	3	. I enter the blessed, joyful house, which does not bring death to men; manly (I enter) that which is rich in men. Bringing refreshment, dropping ghee (we enter the house) in which I shall joyfully rest'—this verse is constantly to be pronounced (when he enters the house).
3	6	1	One who has not set up the (sacred Srauta) fires, when setting out on a journey, looks at his house.
3	6	2	(He murmurs the text,) 'Do ye both, Mitra and Varuna, protect this house for me; unscathed, undisturbed, may Pûshan guard it till our return;'
3	6	3	And murmurs (the verse), 'Upon the path we have entered' .
3	7	1	When he then returns from his journey, he looks at his house (and says),
3	7	2	. 'House, do not fear, do not tremble; bringing strength we come back. Bringing strength, joyful and wise, I come back to thee, to the house, rejoicing in my mind.'That of which the traveller thinks, that in which dwells much joy, that I call the house. May it know us as we know it.'Hither are called the cows; hither are called goats and sheep; and the sweet essence (?) of food is called hither to our house.'
3	7	3	Having approached the (sacred) domestic fire with the verse, 'This Agni is glorious to us, this is highly glorious. Worshipping him (?) may we suffer no harm; may he bring us to supremity'—
3	7	4	Let him pronounce auspicious words.
3	7	5	. When accepting the water for washing the feet he says, 'The milk of Virâg art thou; may I obtainthe milk of Virâg; in me (may) the milk of Padyâ Virâg (dwell)!'
3	8	1	. When one who has not set up the (sacred Srauta) fires, is going to partake of the first-fruits (of the harvest), let him sacrifice to the Âgrayana deities with (Agni) Svishtakrit as the fourth, and with the word SVÂHÂ, on his (sacred) domestic fire.
3	8	2	Having recited over (the food) which he is going to eat (the formula), 'To Pragâpati I draw thee, the proper portion, for luck to me, for glory to me, for food to me!'—
3	8	3	. He thrice eats of it, sprinkling it with water, with (the verse), 'From the good you have led us to the better, ye gods! Through thee, the nourishment, may we obtain thee. Thus enter into us, O potion, bringing refreshment; be a saviour to us, to men and animals!'
3	8	4	With (the verse), 'This art thou, breath; the truth I speak This art thou; from all directions thou hast entered (into all beings). Thou driving away old age and sickness from my body be at home with me. Do not forsake us, Indra!'—he touches the place of the heart;
3	8	5	With (the words), 'The navel art thou; do not fear; the knot of the breathing powers art thou; do not loosen thyself,' (he touches) the navel;
3	8	6	With the verse, 'Bliss with our ears' , (lie touches) the limbs as stated (in that verse);
3	8	7	Worshipping the sun with the verse, 'Yonder eye' .
3	9	1	. 'May the noisy (goddesses) keep you away from slaughtering hosts. May the entire share, O cows, that belongs to this lord of cows, suffer no harm among you—(and)'May Pûshan go after our cows' —this he shall speak over the cows when they go away (to their pasture-grounds).
3	9	2	'May Pûshan hold' , when they run about.
3	9	3	'May they whose udder with its four holes is full of sweet and ghee, be milk-givers to us; (may they be) many in our stable, rich in ghee'—and, 'The cows have come' , when they have come back.
3	9	4	The last (verse) when he puts them in (into the stable).
3	9	5	The hymn, 'Refreshing wind' , (he recites over the cows), when they are gone into the stable.
3	10	1	The new moon that follows after the Phâlgunafull moon, falls under (the Nakshatra) Revatî: on that (new moon day) he shall have the marks made (on his cattle),
3	10	2	. With (the words), 'Thou art the world, thousandfold prospering. To Indra may exertion (?) give thee. Inviolate art thou, unhurt, sap, food, protection. For as many (cows) I shall do this now, for more (than these) may I do it in the latest year.'
3	10	3	Of that (cow) that calves first let him sacrifice the biestings with the two verses, 'Yearly the milk of the cow' .
3	10	4	If she brings forth twin-calves, let him sacrifice with the Mahâvyâhritis, and give the mother of the twins (to the Brâhmanas).
3	11	1	. Now (follows) the Vrishotsarga (i.e. setting a bull at liberty).
3	11	2	On the Kârttika full moon day or on that day of the Âsvayuga (month) that falls under (the Nakshatra) Revatî—
3	11	3	He sacrifices, after having kindled amid the cows a well-inflamed fire, Âgya oblations (with the words),
3	11	4	Here is delight; take delight here. Svâhâ![paragraph continues] Here is still-standing; here is (your) own still-standing. Svâhâ!'I have let the calf join its mother. May the calf, sucking its mother's breast, support increase of wealth among us. Svâhâ!'
3	11	5	With the verse, 'May Pûshan go after our cows'  he sacrifices from (a mess of sacrificial food) belonging to Pûshan.
3	11	6	. Having murmured the Rudra-(hymns),
3	11	7	(He takes) a one-coloured, two-coloured, or three-coloured (bull),
3	11	8	Or one that protects the herd,
3	11	9	Or that is protected by the herd,
3	11	10	Or it may also be red.
3	11	11	It should have all its limbs complete, and be the finest (bull) in the herd.
3	11	12	Having adorned that (bull),
3	11	13	And the four best young cows of the herd, having adorned those too,
3	11	14	. (He says,) 'This young (bull) I give you as your husband; sporting with him, your lover, walk about. Do not desert us (?), being joined (with us) from your birth. In increase of wealth, in food may we rejoice. Svâhâ!'
3	11	15	When (the bull) is in the midst (of the cows), he recites over (them), 'Refreshing,' &c.  down to the end of the Anuvâka.
3	11	16	With the milk of all of them he shall cook milk-rice and feed Brâhmanas with it.
3	12	1	. After the Âgrahâyanî (or the full moon day of the month Mârgasîrsha) (follow) the three Ashtakâs in the second fortnight (of the Mârgasîrsha and of the two following months).
3	12	2	At the first of these he sacrifices vegetables,
3	12	3	. With (the verse), 'She who shone forth first is this (earth); she walks, having entered into this (earth). The wife has brought forth (children), the new-creating mother. May the three powers follow her. Svâhâ!'
3	12	4	Now (the oblation for Agni) Svishtakrit,
3	12	5	. With (the verses), 'She in whom Yama, the son of Vivasvat, and all gods are contained, the Ashtakâ whose face is turned to all sides, she has satiated my desires.'They call thy teeth "the pressing-stones;" thyudder is (Soma) Pavamâna; . . . . are the months and half-months. Adoration to thee, O glad-faced one! Svâhâ!'
3	13	1	. At the middle (Ashtakâ) and in the middle of the rainy season,
3	13	2	The four Mahâvyâhritis (and) the four (verses), They who have thirsted' : having quickly recited (these verses) he shall sacrifice the omentum;
3	13	3	Or (he shall do so) with the verse, 'Carry the omentum, Gâtavedas, to the Manes, where thou knowest them in the world of virtue. May streams of fat flow to them; may the wishes of the sacrificer be fulfilled. Svâhâ!'
3	13	4	(Then follow) the four Mahâvyâhritis (and) the four (verses), 'They who have thirsted' : (thus is offered) an eightfold oblation of cooked food, together with the cut-off portions.
3	13	5	. Or, 'Interposed are the mountains; interposed is the wide earth to me. With the sky and all the points of the horizon I interpose another one instead of the father. To N.N. svâhâ!'Interposed to me are the seasons, and days and nights, the twilight's children. With the months and half-months I interpose another one instead of the father. To N.N. svâhâ!'With the standing ones, with the streaming ones. with the small ones that flow about: with the waters, the supporters of all I interpose another one instead of the father. To N.N. svâhâ!'Wherein my mother has done amiss, going astray, faithless to her husband, that sperm may my father take as his own; may another one fall off from the mother. To N.N. svâhâ!'—these four (verses) instead of the Mahâvyâhritis, if (the sacrificer) is an illegitimate child.
3	13	6	Or milk-rice (should be offered).
3	13	7	. On the next day the Anvashtakya ceremony (i.e. ceremony following the Ashtakâ) in accordance with the rite of the Pindapitriyagña.
3	14	1	On the last (Ashtakâ) he sacrifices cakes,
3	14	2	With the words, 'The Ukthya and the Atirâtra. the Sadyahkrî together with the metre—Ashtakâ![paragraph continues] Preparer of cakes! Adoration to thee, O glad-faced one. Svâhâ!
3	14	3	. A cow or a goat is the animal (to be sacrificed), or a mess of cooked food (should be offered).
3	14	4	Or he may optionally offer food to a cow.
3	14	5	. Or he may optionally burn down brushwood in the forest and say, 'This is my Ashtakâ.'
3	14	6	But let him not neglect to do (one of these things). But let him not neglect to do (one of these things).Here ends the Third Adhyâya.
4	1	1	. Let him offer (Srâddha oblations) every month to the fathers.
4	1	2	. Having invited an uneven number of Brâhmanas, versed in the Veda, at least three, to sit down as (representing) the fathers,
4	1	3	And having strewn sesamum into an uneven number of water-pots,
4	1	4	He shall pour them out over the hands of the Brâhmanas, assigning (this gift) to them with the words, 'N.N.! This to thee!'
4	1	5	. After this they should be adorned;
4	1	6	And after he has (respectfully) spoken to them, and has put food into the fire,
4	1	7	Assigning (the food) to them with the words, 'N.N.! This to thee!' he shall cause them to eat.
4	1	8	While they are eating, he shall murmur the Mahâvyâhritis, the Sâvitrî, the Madhuvâtîya-verses , and verses addressed to the Manes and to (Soma) Pavamâna.
4	1	9	. When they have finished with eating, he shall offer the lumps (of flour).
4	1	10	. Before (their dinner he shall offer) the lumps, according to some (teachers).
4	1	11	Behind (these he places the lumps) for their wives, putting something between (these and the preceding ones).
4	1	12	To the Brâhmanas he shall announce the remnants.
4	1	13	. The rites of the putting (of food) into the fire , &c. have been declared (in the Srauta-sûtra) by the Pindapitriyagña.
4	2	1	Now (follows) the Ekoddishta (i.e. the Srâddha ceremony directed to a single dead person),
4	2	2	With one strainer,
4	2	3	. One (pot of) Argha-water,
4	2	4	One lump (of flour).
4	2	5	. No inviting (takes place here), nor the putting(of food) into the fire, nor (do) the Visve devâs (take part in this ceremony). 'Relished?'—thus are they to be asked whether they are satiated. 'May it approach (the fathers),' instead of 'imperishable.'
4	2	6	'Be satisfied,' when sending them away.
4	2	7	Thus through one year, when one has died.
4	2	8	. And (then) omission of the fourth one.
4	3	1	. Now (follows) the Sapindîkarana (i.e. reception of a dead person into the community of Pinda-offerings with the other Manes).
4	3	2	. When one year has elapsed, or three half-months,
4	3	3	Or on a day when something good happens,
4	3	4	He fills four water-pots with sesamum, scents, and water,
4	3	5	Three for the fathers, one for the (newly) dead person,
4	3	6	And pours the pot that belongs to the (newly) dead person out into the pots of the fathers with the two verses, 'They who commonly' .
4	3	7	Thus also the lump (of flour).
4	3	8	This is the Sapindîkarana.
4	4	1	. Now (follows) the Âbhyudayika (i.e. the Srâddha ceremony referring to good luck).
4	4	2	In the fortnight of the increasing moon, on an auspicious day,
4	4	3	. After the sacrifice to the mothers has been performed,
4	4	4	And an even number of (Brâhmanas) versed in the Veda have been invited to sit down;
4	4	5	In the forenoon;
4	4	6	. The rite is performed from left to right.
4	4	7	. The murmuring with the omission of the verses belonging to the Manes.
4	4	8	The Darbha blades are straight.
4	4	9	. Barley is to be used instead of sesamum.
4	4	10	The lumps are mixed with curds, jujube fruits, fried grain.
4	4	11	. On inviting (the Manes, he should say), 'The Nândîmukha (glad-faced?) Manes will I invite.'
4	4	12	. 'May the Nândîmukha Manes be rejoiced,' instead of 'imperishable.'
4	4	13	. 'The Nândîmukha Manes will I make speak,' when he makes (the Brâhmanas) speak.
4	4	14	. '(Was it) well done?'—thus are they to be asked whether they are satiated.
4	4	15	The rest is the same (as in the other kinds of Srâddha rites), as far as it is not  (by contrary rules).
4	5	1	. Now (follows) the Upâkarana (i.e. the ceremony by which the annual course of study is opened).
4	5	2	. When the herbs appear, under the Nakshatra Hasta or Sravana,
4	5	3	Let him make oblations of the flour of fried barley and of grains, mixed with curds and ghee, with the (whole) Veda, verse by verse: thus say some (teachers).
4	5	4	. Or with the first verses of the Sûktas and Anuvâkas.
4	5	5	With the first verses of the Adhyâyas and of the sections belonging to the (different) Rishis, according to Mândûkeya.
4	5	6	But Kaushîtaki has said:
4	5	7	'I praise Agni the Purohita' , this one verse,
4	5	8	'The Kushumbhaka (mungoose?) has said it;' 'If thou criest, O bird, announce luck to us;' 'Sung by Gamadagni;' 'In thy abode the whole world rests;'[paragraph continues] 'Come to our sacrifice, O you that are worthy of sacrifice, with care;' 'Whosoever, be he ours, be he alien;' 'Look on, look about;' 'Come here, Agni, the Maruts’ friend;' 'The oblation, O king, cooked for thee:' each time two verses,
4	5	9	. 'That blessing and bliss we choose'—this one verse (the first and last verse of each Mandala).
4	5	10	(Taking something) of the remnants of the sacrificed (food) they partake of that sacrificial food with this (verse), 'I praised Dadhikrâvan' .
4	5	11	They sip water, sit down,
4	5	12	Murmur the Mahâvyâhritis, the Sâvitrî, and the auspicious hymns commencing from the beginning of the Veda,
4	5	13	And cause the teacher to pronounce auspicious wishes.
4	5	14	Of this (ceremony) it is also said,
4	5	15	'Desirous (of acquiring) for the hymns inexhaustible vigour, reverence, and also soundness, the Rishis, by the power of their austerities, have discovered the Upâkarman.
4	5	16	. 'Therefore a constant performer of the six kinds of works should, in order that his Mantras might be successful, perform the Upâkarman—so they say—if he wishes for success of his (holy) works.
4	5	17	. 'At the time of the Upâkarman and of the Utsarga an interruption (of the Veda-study) shall take place for (three days and) three nights, likewise at the Ashtakâs for one day and one night, and so on the last night of each season.'
4	6	1	. On the first day of the bright fortnight of Mâgha,
4	6	2	To the north-east,
4	6	3	In a place covered with herbs,
4	6	4	Having murmured the hymns sacred to the Sun, 'Upwards that Gâtavedas' , 'The bright face of the gods' , Adoration to Mitra's (eye)' , 'From the sky (where he dwells) may Sûrya protect us' ,
4	6	5	And having thrown clods of earth (on the ground) to the different quarters (of the horizon), from the left to the right, with the hymn, 'A ruler indeed' , verse by verse,
4	6	6	. And having satiated (with water) the Rishis, the metres, the deities, faith and insight, and the fathers man by man,
4	6	7	They interrupt (the study of) the hymns for six months and a half,
4	6	8	Or for five and a half.
4	6	9	But if they (wish to) recite them (nevertheless), let the recitation go on after a pause of one day and one night.
4	7	1	Now the interruption (of the Veda recitation):—
4	7	2	. In the case of prodigies until the same time (next day),
4	7	3	And in the case of other miracles;
4	7	4	In the case of lightning, thunder, and rains (the recitation shall be interrupted) till the twilight has thrice passed;
4	7	5	At a Srâddha-dinner for one day;
4	7	6	. If a death (of relations) or birth has happened, for ten days;
4	7	7	. On the fourteenth days (of the fortnights), the new moon days, and the Ashtakâ days,
4	7	8	. And on misty days.
4	7	9	And when the teacher has died, for ten days;
4	7	10	When he has heard of it, for three days;
4	7	11	. And (on the death) of those whose family-head he is.
4	7	12	On receiving (gifts) as at the Srâddha.
4	7	13	On (the death of) a fellow-student;
4	7	14	When he has followed (the funeral of) a dead person,
4	7	15	And when he has laid down the lumps of flour to the fathers.
4	7	16	At night;
4	7	17	During twilight;
4	7	18	On the full and change of the moon;
4	7	19	After sunset;
4	7	20	In the neighbourhood of a Sûdra;
4	7	21	. When the sound of a Sâman is heard;
4	7	22	On a burial ground;
4	7	23	. In a wilderness which belongs to the village;
4	7	24	In a village where a corpse is;
4	7	25	On seeing forbidden sights;
4	7	26	On hearing what is forbidden;
4	7	27	On smelling a foul smell;
4	7	28	If a high wind blows;
4	7	29	. If a cloud emits (heavy) rain;
4	7	30	On a carriage road;
4	7	31	And while the sound of a lute is heard;
4	7	32	While being on a chariot;
4	7	33	(In the neighbourhood) of a dog as (in that) of a Sûdra;
4	7	34	Having climbed up a tree;
4	7	35	Having descended into a pit;
4	7	36	(Immersed) in water;
4	7	37	While anybody cries;
4	7	38	While suffering bodily pain;
4	7	39	While he is naked;
4	7	40	Whilst impure with the remnants of food
4	7	41	On a bridge;
4	7	42	On the occasion of the shaving of the hair and the beard until the bath;
4	7	43	While being rubbed;
4	7	44	While bathing;
4	7	45	. When having sexual intercourse;
4	7	46	While being anointed;
4	7	47	(In the neighbourhood) of a man who has to touch corpses (a corpse-bearer, &c.), of a woman that has recently been confined, or that has her courses, as (in the neighbourhood) of a Sûdra;
4	7	48	With veiled hands;
4	7	49	In an army;
4	7	50	In presence of a Brâhmana who has not had his meal, and of cows (that have eaten nothing);
4	7	51	When (these impediments) have passed, let them (continue to) recite (the Veda).
4	7	52	Should any of these cases arise against his will, let him (continue to) recite after having held his breath and looked at the sun.
4	7	53	. (The same rules hold good,) except (those regarding) lightning, thunder, and rain, for (the study of) the Kalpa. During the five months and a half (they have to behave) as while it rains.
4	7	54	Thereof it is also said,
4	7	55	. 'Food, water, roots and fruits, and whatsoever else Srâddha-food there may be: even when he has (only) accepted thereof, the study should be interrupted; the Brâhmana's hand is his mouth; so it is taught.'
4	8	1	. And to (students) who have been duly initiated he shall set forth (the Veda);
4	8	2	The teacher sitting to the east or to the north, the other one to the south, with his face turned to the north.
4	8	3	Or two (students shall be so seated).
4	8	4	But more (than two) as there is room (for them).
4	8	5	He should not sit on a high seat in presence of a Guru,
4	8	6	Nor on the same seat (with him),
4	8	7	Nor with outstretched feet,
4	8	8	Nor stretching his arms under his knees,
4	8	9	Nor leaning his body (against a support), to. Nor forming with his feet a lap,
4	8	11	. Nor holding his feet like an axe.
4	8	12	. After (the student) has said, Recite, sir!' the teacher shall cause him to pronounce the syllable OM.
4	8	13	'OM,' replies the other.
4	8	14	Thereafter let him recite uninterruptedly.
4	8	15	When he has recited, he embraces (his teacher's feet),
4	8	16	Says, 'We have finished, sir!' and (goes away) according to his business.
4	8	17	(He shall say,) 'Leave! Pause meanwhile!' according to some (teachers).
4	8	18	Let no one step between (a teacher and students) who study.
4	8	19	. Let no one change his place during the recitation.
4	8	20	Should any fault be committed, let him fast three days, or one day and one night, repeat the Sâvitrî as long as he can, and give something to the Brâhmanas; then after an interruption of one day and one night the study should go on.
4	9	1	. Having bathed,
4	9	2	And having submerged himself at the time prescribed for the bath, he satiates the deities:
4	9	3	. 'Agni may satiate himself; Vâyu may satiate himself; Sûrya may satiate himself; Vishnu may satiate himself; Pragâpati may satiate himself; Virûpâksha may satiate himself; Sahasrâksha may satiate himself; Soma, Brahman, the Vedas, the gods, the Rishis, and all the metres, the word Om, the word VASHAT, the Mahâvyâhritis, the Sâvitrî, the sacrifices, heaven and earth, the Nakshatras, the air, days and nights, the numbers, the twilights, the oceans, the rivers, the mountains, fields, herbs, trees, Gandharvas and Apsaras, the serpents, the birds, the Siddhas, the Sâdhyas, the Vipras, the Yakshas, the Rakshas, the beings that have these (Rakshas, &c.) at their end, may satiate themselves.'I satiate the Sruti; I satiate the Smriti; I satiate the firmness; I satiate the delight; I satiatethe success; I satiate the thought; I satiate belief and insight, and the memory, cows and Brâhmanas, movable and immovable things. All beings may satiate themselves!'—so far with the sacrificial cord suspended over the left shoulder.
4	10	1	Now with the sacrificial cord suspended over the right shoulder,
4	10	2	Looking in the direction that belongs to the Manes (i.e. the south):
4	10	3	'The (Rishis) of the hundred (Rikas), the (Rishis) of the middle (Mandalas), Gritsamada, Visvâmitra, Gamadagni, Vâmadeva, Atri, Bharadvâga, Vasishtha, the Pragâthas, the (Rishis) of the Pavamâna hymns, the (Rishis) of the short hymns and of the long hymns, Sumantu, Gaimini, Vaisampâyana, Paila, the Sûtras, the Bhâshyas, Gârgya, Babhru, Bâbhravya, Mandu, Mândavya, Gârgî Vâkaknavî,[paragraph continues] Vadavâ Prâtitheyî, Sulabhâ Maitreyî (may satiate themselves).'(I satiate) Kahola Kaushîtaki, Mahâkaushîtaki, Suyagña Sâṅkhâyana, Âsvalâyana, Aitareya, Mahaitareya, Bhâradvâga, Gâtûkarnya, Paiṅgya, Mahâpaṅgya, Bâshkala, Gârgya, Sâkalya, Mândûkeya, Mahâdamatra, Audavâhi, Mahaudavâhi, Sauyâmi, Saunaki, Sâkapûni, Gautami; and whatsoever other teachers there are, may they all satiate themselves.
4	10	4	'The fathers man by man.
4	10	5	'The ancestry of the father may satiate itself.
4	10	6	'The ancestry of the mother may satiate itself.'
4	11	1	. Let him not look at a naked woman, except during sexual intercourse,
4	11	2	Nor (look) at the sun while it rises or sets,
4	11	3	At an enemy,
4	11	4	At an evil-doer,
4	11	5	At a person that has to touch dead bodies.
4	11	6	Let him not talk with a woman who has recently been confined or who has her courses,
4	11	7	. Nor with those (mentioned before).
4	11	8	Let him not eat food from which its strength is taken away.
4	11	9	Let him not do his work with implements wasted by use.
4	11	10	. Let him not eat together (with his wife),
4	11	11	. Nor remnants (of food).
4	11	12	Remnants of (food belonging to the) Manes, gods, guests, and servants he may eat.
4	11	13	Gleaning ears of corn, receiving alms unasked for, or for which he has asked the good, performing sacrifices for others, are the means of livelihood;
4	11	14	(Of these) each preceding one is the more respectable.
4	11	15	. Or if (his livelihood) cannot be gained (in one of the ways mentioned), let him follow the occupation of a Vaisya.
4	11	16	(He shall be) careful about his duties towards Manes and gods.
4	11	17	In due time (he shall) have intercourse with his wife.
4	11	18	He shall not lie down (to sleep) in the day-time,
4	11	19	. Nor during the first or the last watch of the night.
4	11	20	Let him not sit on the bare ground.
4	11	21	He shall constantly perform the prescribed duties regarding the use of water.
4	11	22	(And constantly) have his sacrificial cord suspended over his left shoulder.
4	11	23	Let him not abandon his teacher,
4	11	24	Except on (his teacher's) command,
4	11	25	Or with (his) permission.
4	12	1	Every day he shall respectfully salute his teacher,
4	12	2	And his Gurus,
4	12	3	A Srotriya when meeting him,
4	12	4	When he returns from a journey, (also) one who is not a Srotriya.
4	12	5	. In the words, 'I am N.N., sir!' pronouncing his own name, crossing his hands (so as to seize with his right hand the right foot, and with his left hand the left of the other person).
4	12	6	. (The person who has been thus saluted, in reply addressing him with his name,) 'N.N.!' and seizing his hands, pronounces a wish to him.
4	12	7	Let him not go to a sacrifice without being chosen (thereto).
4	12	8	And let him beware of (doing) wrong.
4	12	9	Let him not go to assemblies of people.
4	12	10	. If he has come upon (such assemblies), let him not point out (anything evil) against (anybody).
4	12	11	He shall not be a reviler, nor slanderous, nor a wanderer from house to house, nor a prattler.
4	12	12	He shall not walk alone,
4	12	13	Nor naked,
4	12	14	Nor with veiled hands.
4	12	15	Gods’-houses (he shall walk round) keeping the right side turned to them.
4	12	16	. Let him not run.
4	12	17	Let him not spit.
4	12	18	Let him not scratch himself.
4	12	19	Let him not look on urine and excrements.
4	12	20	Let him sit with veiled head,
4	12	21	Not on the bare (ground),
4	12	22	If he has only one garment, suspending his sacrificial cord on his ear,
4	12	23	Not turning his face to the sun,
4	12	24	Nor his rump,
4	12	25	In the day-time with his face to the north, at night to the south.
4	12	26	He shall not (eject) phlegm into water, nor in the neighbourhood (of water).
4	12	27	He shall not climb up a tree.
4	12	28	He shall not look down into a well.
4	12	29	He shall not go to an execution-place,
4	12	30	And in no case to a cemetery.
4	12	31	Let him bathe day by day with his clothes on.
4	12	32	When he has bathed, let him put on another garment before he is dry.
4	13	1	Under (the Nakshatra) Rohinî he shall have the ploughing done.
4	13	2	Before it is done, he shall offer at the eastern boundary of his field a Bali to Heaven and Earth.
4	13	3	With a verse sacred to Heaven and Earth and with the words, 'Adoration to Heaven and Earth!' (he performs his) worship (to Heaven and Earth).
4	13	4	When the plough is being put into motion first, let a Brâhmana touch the plough reciting this (verse), 'For luck may us the plough-shares' .
4	13	5	'Through the lord of the field'—with (this hymn) , verse by verse, to the different directions (of the sky), from left to right, worship is done.
4	14	1	When going to cross water, he performs the Svastyayana (ceremony for lucky progress).
4	14	2	He sacrifices thrice with his joined hands full of water into the waters, with the words, 'Adoration to the Sea, the child of the reed! Adoration to Varuna, the lord of righteousness! Adoration to all rivers!'—
4	14	3	Murmuring, 'May Visvakarman, the father of them all, relish the food offered.'
4	14	4	Against the stream for flowing (waters); up into the air for standing ones.
4	14	5	Should he while crossing apprehend any danger, let him murmur the hymn of Vasishtha, 'The eldest of which is the sea' ; this (will serve to him as) a boat.
4	15	1	The Sravana (oblation) he offers on the full moon day that falls under (the Nakshatra) Sravishthâs, of the flour of fried barley, or of cooked food,
4	15	2	With (the words), 'To Vishnu svâhâ! To (the Nakshatra) Sravana svâhâ! To the full moon of Srâvana svâhâ! To the rainy season svâhâ!'
4	15	3	Having established the (sacred) domestic fire outside, and having mixed together fried grain and the flour of fried barley with butter, he sacrifices—
4	15	4	With (the words), 'To the Lord of the celestial Serpents svâhâ! To the celestial Serpents svâhâ!'
4	15	5	Having placed to the north of the fire a new water-pot on eastward-pointed, fresh Kusa grass,
4	15	6	With (the words), 'May the Lord of the celestial Serpents wash himself! May the celestial Serpents wash themselves!'—he pours water into it.
4	15	7	. With (the words), 'May the Lord of the celestial Serpents comb himself! May the celestial Serpents comb themselves!'—he makes movements with a comb.
4	15	8	With (the words), 'May the Lord of the celestial Serpents paint himself! May the celestial Serpents paint themselves!'—he pours out portions of paint.
4	15	9	With (the words), 'May the Lord of the celestial Serpents tie (this) to (himself)! May the celestial Serpents tie (this) to themselves!'—he offers flowers.
4	15	10	With (the words), 'May the Lord of the celestial Serpents clothe himself! May the celestial Serpents clothe themselves!'—he offers a thread.
4	15	11	With (the words), 'May the Lord of the celestial Serpents anoint (his eyelashes)! May the celestial Serpents anoint (their eyelashes)!'—he spirts out (small portions of collyrium) with a young Kusa shoot.
4	15	12	With (the words), 'May the Lori of the celestial Serpents look (at himself)! May the celestial Serpents look (at themselves)!'—he makes them look in a mirror.
4	15	13	With (the words), 'Lord of the celestial Serpents, this is thy Bali! Celestial Serpents, this is your Bali!'—he makes a Bali-offering.
4	15	14	In the same way for the aërial (Serpents).
4	15	15	For those dwelling in the directions (of the horizon).
4	15	16	For the terrestrial ones.
4	15	17	. (He repeats these Mantras) thrice each time, the first (part) with higher voice each time,
4	15	18	The second (part) with lower voice each time.
4	15	19	. In this way he shall offer day by day with the spoon, in small portions, a Bali of the flour of fried barley with water, down to the Pratyavarohana (or the ceremony of the 'redescent'), at night, keeping silence.
4	15	20	. And (his wife) shall put (it) down silently.
4	15	21	The close of the ceremony is the same as the beginning.
4	15	22	. With (the verse), 'The good protectress' , let him ascend the (high) couch.
4	16	1	On the full moon day of Âsvayuga a milk-rice oblation to Indra.
4	16	2	Having sacrificed Âgya with (the words), 'To the two Asvins svâhâ! To the two Asvayug svâhâ! To the full moon of Âsvayuga svâhâ! To the autumn svâhâ! To Pasupati svâhâ! To the tawny one svâhâ!'—
4	16	3	. He shall sacrifice a mixture of curds and butter with this hymn, 'The cows came hither' , verse by verse.
4	16	4	That night they let the calves join their mothers.
4	16	5	Then feeding of the Brâhmanas.
4	17	1	. On the Âgrahâyanî full moon day he shall redescend,
4	17	2	(Or) under (the Nakshatra) Rohinî, or under the Proshthapadâs.
4	17	3	In the morning, having taken a handfull of Samî leaves, Madhûka flowers, reeds, Apâmârga plants, and of Sirîsha, Udumbara, Kusa shoots, and jujube fruits, and an earth-clod (taken) out of a furrow,
4	17	4	Having put (all that) into a water-pot,
4	17	5	. And, after he has quickly repeated the Mahâvyâhritis and the Sâvitrî, having repeatedly immersed (it) therein with this hymn, 'May he burn away from us pain' , he shall drive away the evil from the persons standing under his protection, from left to right, and pour out (the water) to the north.
4	17	6	A Madhuparka is the fee for the sacrifice.
4	18	1	. 'May summer, winter and spring, autumn and rainy season be well-ordered to us. May we be under the safe protection of these seasons, and may they last (to us) through a hundred years. Svâhâ!Beat away, O white one, with thy foot, with the forefoot and with the hind-foot, these seven daughters of Varuna and all that belong to the king's tribe. Svâhâ!'To the white one, the son of Vidârva svâhâ! To Vidârva svâhâ! To Takshaka Vaisâleya svâhâ! To Visâla svâhâ!'—with (these words) he sacrifices (oblations) of Âgya.
4	18	2	'May a good winter, a good spring, a good summer be bestowed (on us). May the rains be to us happy rains; may the autumns be blessed to us.'
4	18	3	With (the verse), 'Blessing on us, Mitra' , he sweeps (the floor) with a Palâsa branch,
4	18	4	Sprinkles (it with water) with (the verse), 'From the sea the wave' ,
4	18	5	And spreads out a layer (of straw) with (the verse), 'Be soft, O earth' .
4	18	6	They then lie down on their sides, the eldest one to the right hand—
4	18	7	With (the words), 'In the Brahman I establish myself, in the Kshatra,' on (their) right (sides);
4	18	8	With (the words), 'Among the horses I establish myself, among the cows,' on (their) left (sides);
4	18	9	With (the words), 'Among the cattle I establish myself, in prosperity,' on (their) right (sides);
4	18	10	With (the words), 'Among offspring I establish myself, in food,' on (their) left (sides).
4	18	11	With (the verse), 'Arise, the living' , they arise.
4	18	12	During that night they lie on that layer.
4	18	13	Afterwards where they like.
4	19	1	On the full moon day of Kaitra,
4	19	2	. (Taking) jujube leaves, and making of meal (images) of couples of animals as it happens.
4	19	3	A figure with prominent navel to Indra and Agni.
4	19	4	Balls to Rudra.
4	19	5	According to custom the Nakshatras and (their?) images (?). According to custom the Nakshatras and (their?) images (?).Here ends the Fourth Adhyâya.
