Aranyaka	Adhyaya	Khanda	Text_no	Hymn
  in each hymn. This, is the first round. He then sings the three middle verses in each hymn. This is the second round. He lastly sings the last three verses in each hymn. This is the third round. This song is called Udyatî.The Pañkadasa stoma is formed out of one Sûkta only, consisting of three verses. In the first round he sings the first verse  three times, the second and third once. In the second round he sings the middle verse three times, in the third round he sings the last verse three times. This song is called Vishtuti.The Saptadasa stoma is formed in the same manner, only that in the first round he sings the first verse three times, in the second the middle verse three times, in the third round the middle and last verses three times. This song is called Dasasapta.The Ekavimsa stoma is formed in the same manner, only that in the first round he sings the last verse once, in the second the first verse once, in the third the middle verse once, while the other verses are each repeated three times. This song is called Saptasaptinî.The Pañkavimsa stoma is formed in the same manner, only that in the first round he sings the first verse three times, the second four times, the last once; in the second round the first once, the second three times, the third four times; in the third round the first five times, the second once, the last three times; or he sings in the third round the first verse four times, the second twice, the last three times.Sâyana in his commentary on the Ait. Âr. takes the Trivrit stoma to be formed out of three hymns, each consisting of three verses, while he says that the other stomas are formed out of one hymn only. B. and R., sv. trivrit, state that this stoma consists of verses
2	3	4	1	,
2	3	4	4	,
2	3	4	7	;
2	3	4	2	,
2	3	4	5	,
2	3	4	8	; and
2	3	4	3	,
2	3	4	6	,
2	3	4	9	of the Rig-veda hymn IX,
2	3	4	11	, but, according to Sâyana, the stoma consists  of the first verses of the three Sûktas, upâsmai gâyata, davidyutatyâ, and pavamânasya at the beginning of the Sâma-veda-Uttarârkika,  of the second,  Of the third verses of the same three hymns. Mahîdhâra  takes the same view, though the MSS. seem to have left out the description of the second paryâya, while Sâyana in his commentary to the Tândya-brâhmana seems to support the opinion of B. and R. There is an omission, however, in the printed text of the commentary, which makes it difficult to see the exact meaning of Sâyana.The Pañkadasa stoma is well described by Sâyana, Tândya Br. II,
2	3	4	4	Taking the Sûkta agna â yâhi , he shows the stoma to consist of  verse
2	3	4	1	×
2	3	4	3	,
2	3	4	2	,
2	3	4	3	verse
2	3	4	1	,
2	3	4	2	×
2	3	4	3	,
2	3	4	3	;  verse
2	3	4	1	,
2	3	4	2	,
2	3	4	3	×
2	3	4	3	The five Sâmans are explained by the commentator. The  Gâyatra is formed out of the Rik  tat savitur varenyam. The Rathantara is formed out of the Rik  abhi tvâ sûra nonuma. The Brihat is formed out of the Rik  tvâm id dhi havâmahe. The Bhadra is formed out of the Rik  imâ nu kam. The Râgana is formed out of the Rik  indram naro nemadhitâ.The metres require no explanation.In identifying certain portions of the Nishkevalya hymn with a bird, the head of the bird corresponds to the hymns indram id gâthinah, &c.; the right wing to the hymns abhi tvâ sûra, &c.; the left wing to the hymns tvâm id dhi, &c.; the tail to the hymns imâ nu kam, &c.; the body to the hymns tad id âsa, &c. All this was explained in the first Âranyaka.
2	3	4	3	He performs the Prastâva in five ways, he performs the Udgîtha in five ways, he performs the[paragraph continues] Pratihâra in five ways, he performs the Upadrava in five ways, he performs the Nidhana in five ways . All this together forms one thousand Stobhas, or musical syllables .
2	3	4	4	Thus also are the Rik verses, contained in the Nishkevalya, recited (by the Hotri) in five orders. What precedes the eighty trikas, that is one order, then follow the three sets of eighty trikas each, and what comes after is the fifth order .
2	3	4	5	This (the hymns of this Sastra) as a whole (if properly counted with the Stobha syllables) comes to one thousand (of Brihatî verses). That (thousand) is the whole, and ten, ten is called the whole. For number is such (measured by ten). Ten tens are a hundred, ten hundreds are a thousand, and that is the whole. These are the three metres (the tens, pervading everything). And this food also (the three sets of hymns being represented as food) is threefold, eating, drinking, and chewing. He obtains that food by those (three numbers, ten, hundred, and thousand, or by the three sets of eighty trikas).
2	3	5	1	This (nishkevalya-sastra) becomes perfect as a thousand of Brihatî verses.
2	3	5	2	Some teachers (belonging to a different Sâkhâ) recognise a thousand of different metres (not of Brihatîs only). They say: 'Is another thousand (a thousand of other verses) good? Let us say it is good.'
2	3	5	3	Some say, a thousand of Trishtubh verses, others a thousand of Gagatî verses, others a thousand of Anushtubh verses.
2	3	5	4	This has been said by a Rishi :--
2	3	5	5	'Poets through their understanding discovered Indra dancing an Anushtubh.' This is meant to say: They discovered (and meditated) in speech (called Anushtubh)--at that time (when they worshippedthe uktha)--the Prâna (breath) connected with Indra.
2	3	5	6	He (who takes the recited verses as Anushtubhs) is able to become celebrated and of good report.
2	3	5	7	No! he says; rather is such a man liable to die before his time. For that self (consisting of Anushtubhs) is incomplete. For if a man confines himself to speech, not to breath, then driven by his mind, he does not succeed with speech .
2	3	5	8	Let him work towards the Brihatî, for the Brihatî (breath) is the complete self.
2	3	5	9	That self (gîvâtman) is surrounded on all sides by members. And as that self is on all sides surrounded by members, the Brihatî also is on all sides surrounded by metres .
2	3	5	10	For the self (in the heart) is the middle of these members, and the Brihatî is the middle of the metres.
2	3	5	11	'He is able to become celebrated and of goodreport, but (the other) able to die before his time,' thus he said. For the Brihatî is the complete self, therefore let him work towards the Brihatî (let him reckon the sastra recitation as a thousand Brihatîs).
2	3	6	1	This (nishkevalya-sastra) becomes perfect as a thousand of Brihatî verses. In this thousand of Brihatîs there are one thousand one hundred and twenty-five Anushtubhs. For the smaller is contained in the larger.
2	3	6	2	This has been said by a Rishi :--
2	3	6	3	'A speech of eight feet;'--because there are eight feet of four syllables each in the Anushtubh.
2	3	6	4	'Of nine corners;'--because the Brihatî becomes nine-cornered (having nine feet of four syllables each).
2	3	6	5	'Touching the truth;'--because speech (Anushtubh) is truth, touched by the verse (Brihatî) .
2	3	6	6	'He (the Hotri) makes the body out of Indra;--'for out of this thousand of Brihatî verses turned into Anushtubhs, and therefore out of Prâna as connected with Indra , and out of the Brihatî (which is Prâna), he makes speech, that is Anushtubh, as a body .
2	3	6	7	This Mahaduktha is the highest developmentof speech, and it is fivefold, viz. measured, not measured, music, true, and untrue.
2	3	6	8	A Rik verse, a gâthâ , a kumbyâ  are measured (metrical). A Yagus line, an invocation, and general remarks , these are not measured (they are in prose). A Sâman, or any portion (parvan) of it, is music. Om is true, Na is untrue.
2	3	6	9	What is true (Om) is the flower and fruit of speech. He is able to become celebrated and of good report, for he speaks the true (Om), the flower and fruit of speech.
2	3	6	10	Now the untrue is the root  of speech, and as a tree whose root is exposed dries up and perishes, thus a man who says what is untrue exposes his root, dries up and perishes. Therefore one should not say what is untrue, but guard oneself from it.
2	3	6	11	That syllable Om (yes) goes forward (to the first cause of the world) and is empty. Therefore if a man says Om (yes) to everything, then that (which he gives away) is wanting to him here . If he says Om (yes) to everything, then he would empty himself, and would not be capable of any enjoyments.
2	3	6	12	That syllable Na (no) is full for oneself . If a man says No to everything, then his reputationwould become evil, and that would ruin him even here.
2	3	6	13	Therefore let a man give at the proper time only, not at the wrong time. Thus he unites the true and the untrue, and from the union of those two he grows, and becomes greater and greater.
2	3	6	14	He who knows this speech of which this (the mahaduktha) is a development, he is clever. A is the whole of speech, and manifested through different kinds of contact (mutes) and of wind (sibilants), it becomes manifold and different.
2	3	6	15	Speech if uttered in a whisper is breath, if spoken aloud, it is body. Therefore (if whispered) it is almost hidden, for what is incorporeal is almost hidden, and breath is incorporeal. But if spoken aloud, it is body, and therefore it is perceptible, for body is perceptible.
2	3	7	1	This (nishkevalya-sastra) becomes perfect as a thousand of Brihatîs. It is glory (the glorious Brahman, not the absolute Brahman), it is Indra. Indra is the lord of all beings. He who thus knows Indra as the lord of all beings, departs from this world by loosening the bonds of life --so said Mahidâsa Aitareya. Having departed he becomes Indra (or Hiranyagarbha) and shines in those worlds .
2	3	7	2	And with regard to this they say: 'If a man obtains the other world in this form (by meditating on the prâna, breath, which is the uktha, the hymn of the mahâvrata), then in what form does he obtain this world ?'
2	3	7	3	Here the blood of the woman is a form of Agni (fire); therefore no one should despise it. And the seed of the man is a form of Âditya (sun); therefore no one should despise it. This self (the woman) gives her self (skin, blood, and flesh) to that self (fat, bone, and marrow), and that self (man) gives his self (fat, bone, and marrow) to this self (skin, blood, and flesh). Thus  these two grow together. In this form (belonging to the woman and to fire) he goes to that world (belonging to the man and the sun), and in that form (belonging to man and the sun) he goes to this world (belonging to the woman and to fire ).
2	3	8	1	Here (with regard to obtaining Hiranyagarbha) there are these Slokas:
2	3	8	2	The fivefold body into which the indestructible (prâna, breath) enters, that body which the harnessed horses (the senses) draw about, that body where the true of the true (the highest Brahman) follows after, in that body (of the worshipper) all gods  become one.
2	3	8	3	That body into which goes the indestructible (the breath) which we have joined (in meditation), proceeding from the indestructible (the highest Brahman), that body which the harnessed horses (the senses) draw about, that body where the true of the true follows after, in that body all gods become one.
2	3	8	4	After separating themselves from the Yes and No of language, and of all that is hard and cruel, poets have discovered (what they sought for); dependent on names they rejoiced in what had been revealed .
2	3	8	5	That in which the poets rejoiced (the revealed nature of prâna, breath), in it the gods exist all joined together. Having driven away evil by means of that Brahman (which is hidden in prâna), the enlightened man goes to the Svarga world (becomes one with Hiranyagarbha , the universal spirit).
2	3	8	6	No one wishing to describe him (prâna, breath) by speech, describes him by calling him 'woman,' 'neither woman nor man,' or 'man' (all such names applying only to the material body, and not to prâna or breath).
2	3	8	7	Brahman (as hidden beneath prâna) is called the A; and the I (ego) is gone there (the worshipper should know that he is uktha and prâna).
2	3	8	8	This becomes perfect as a thousand of Brihatî verses, and of that hymn, perfect with a thousand Brihad verses, there are
2	3	8	36	,
2	3	8	000	syllables. So many are also the thousands of days of human life . By means of the syllable of life (the a) alone (which is contained in that thousand of hymns) does a man obtain the day of life (the mahâvrata day, which completes the number of the days in the Gavâmayana, sacrifice), and by means of the day of life (he obtains) the syllable of life.
2	3	8	9	Now there is a chariot of the god (prâna) destroying all desires (for the worlds of Indra, the moon, the earth, all of which lie below the place of Hiranyagarbha). Its front part (the point of the two shafts of the carriage where the yoke is fastened) is speech, its wheels the cars, the horses the eyes, the driver the mind. Prâna (breath) mounts that chariot (and on it, i. e. by means of meditating on Prâna, he reaches Hiranyagarbha).
2	3	8	10	This has been said by a Rishi :--
2	3	8	11	'Come hither on that which is quicker than mind,' and  'Come hither on that which is quicker than the twinkling of an eye,' yea, the twinkling of an eye .
2	4	2	1	Those deities (devatâ), Agni and the rest, after they had been sent forth, fell into this great ocean .Then he (the Self) besieged him, (the person) with hunger and thirst.
2	4	2	2	The deities then (tormented by hunger and thirst) spoke to him (the Self): 'Allow us a place in which we may rest and eat food .' He led a cow towards them (the deities). They said: 'This is not enough.' He led a horse towards them. They said: 'This is not enough.' He led man  towards them. Then they said: 'Well done , indeed.' Therefore man is well done.
2	4	2	3	He said to them: 'Enter, each according to his place.'
2	4	2	4	Then Agni (fire), having become speech, entered the mouth. Vâyu (air), having become scent, entered the nostrils. Âditya (sun), having become sight, entered the eyes. The Dis (regions), having become hearing, entered the ears. The shrubs and trees, having become hairs, entered the skin. Kandramas (the moon), having become mind, enteredthe heart. Death, having become down-breathing, entered the navel. The waters, having become seed, entered the generative organ.
2	4	2	5	Then Hunger and Thirst spoke to him (the Self): 'Allow us two (a place).' He said to them: 'I assign you to those very deities there, I make you co-partners with them.' Therefore to whatever deity an oblation is offered, hunger and thirst are co-partners in it.
2	4	3	1	He thought: 'There are these worlds and the guardians of the worlds. Let me send forth food for them.' He brooded over the water . From the water thus brooded on, matter  (mûrti) was born. And that matter which was born, that verily was food .
2	4	3	2	When this food (the object matter) had thus been sent forth, it wished to flee , crying and turning away. He (the subject) tried to grasp it by speech. He could not grasp it by speech. If he had grasped it by speech, man would be satisfied by naming food. He tried to grasp it by scent (breath). He could not grasp it by scent. If he had grasped it by scent, man would be satisfied by smelling food. He tried to grasp it by the eye. He could notgrasp it by the eye. If he had grasped it by the eye, man would be satisfied by seeing food. He tried to grasp it by the ear. He could not grasp it by the ear. If he had grasped it by the ear, man would be satisfied by hearing food. He tried to grasp it by the skin. He could not grasp it by the skin. If he had grasped it by the skin, man would be satisfied by touching food. He tried to grasp it by the mind. He could not grasp it by the mind. If he had grasped it by the mind, man would be satisfied by thinking food. He tried to grasp it by the generative organ. He could not grasp it by the organ. If he had grasped it by the organ, man would be satisfied by sending forth food. He tried to grasp it by the down-breathing (the breath which helps to swallow food through the mouth and to carry it off through the rectum, the pâyvindriya). He got it.
2	4	3	3	Thus it is Vâyu (the getter ) who lays hold of food, and the Vâyu is verily Annâyu (he who gives life or who lives by food).
2	4	3	4	He thought: 'How can all this be without me?'
2	4	3	5	And then he thought: 'By what way shall I get there ?'
2	4	3	6	And then he thought: 'If speech names, if scent smells, if the eye sees, if the ear hears, if the skin feels, if the mind thinks, if the off-breathing digests, if the organ sends forth, then what am I?'
2	4	3	7	Then opening the suture of the skull, he got in by that door.
2	4	3	8	That door is called the Vidriti (tearing asunder), the Nândana (the place of bliss).
2	4	3	9	There are three dwelling-places for him, three dreams; this dwelling-place (the eye), this dwelling-place (the throat), this dwelling-place (the heart) .
2	4	3	10	When born (when the Highest Self had entered the body) he looked through all things, in order to see whether anything wished to proclaim here another (Self). He saw this person only (himself) as the widely spread Brahman. 'I saw it,' thus he said ; Therefore he was Idam-dra (seeing this).
2	4	3	11	Being Idamdra by name, they call him Indra mysteriously. For the Devas love mystery, yea, they love mystery.
2	5	1	1	Let the women who are with child move away !
2	5	1	2	Verily, from the beginning he (the self) is in man as a germ, which is called seed.
2	5	1	3	This (seed), which is strength gathered from all the limbs of the body, he (the man) bears as self in his self (body). When he commits the seed to the woman, then he (the father) causes it to be born. That is his first birth.
2	5	1	4	That seed becomes the self of the woman, asif one of her own limbs. Therefore it does not injure her.
2	5	1	5	She nourishes his (her husband's) self (the son) within her.  She who nourishes, is to be nourished.
2	5	1	6	The woman bears the germ. He (the father) elevates the child even before the birth, and immediately after .
2	5	1	7	When he thus elevates the child both before and after his birth, he really elevates his own self,
2	5	1	8	For the continuation of these worlds (men). For thus are these worlds continued.
2	5	1	9	This is his second birth.
2	5	1	10	He (the son), being his self, is then placed in his stead for (the performance of) all good works.
2	5	1	11	But his other self (the father), having done all he has to do, and having reached the full measure of his life, departs.
2	5	1	12	And departing from hence he is born again. That is his third birth.
2	5	1	13	And this has been declared by a Rishi :
2	5	1	14	'While dwelling in the womb, I discovered all the births of these Devas. A hundred iron strongholds kept me, but I escaped quickly down like a falcon.'
2	5	1	15	Vâmadeva, lying in the womb, has thus declared this. And having this knowledge he stepped forth, after this dissolution of the body, and having obtained all his desires in that heavenly world, became immortal, yea, he became immortal.
2	6	1	1	Let the women go back to their place.
2	6	1	2	Who is he whom  we meditate on as the Self? Which  is the Self?
2	6	1	3	That by which we see (form), that by which we hear (sound), that by which we perceive smells, that by which we utter speech, that by which we distinguish sweet and not sweet,  and what comes from the heart and the mind, namely, perception, command, understanding, knowledge, wisdom, seeing, holding, thinking, considering, readiness (or suffering), remembering, conceiving, willing, breathing, loving, desiring?
2	6	1	4	No, all these are various names only of knowledge (the true Self).
2	6	1	5	And that Self, consisting of (knowledge), is Brahman (m.) , it is Indra, it is Pragâpati . All these Devas, these five great elements, earth, air, ether, water, fire, these and those which are, as it were, small and mixed , and seeds of this kind and that kind, born from eggs, born from the womb., born from heat, born from germs , horses, cows, men, elephants, and whatsoever breathes, whether walking or flying, and what is immoveable--all that is led (produced) by knowledge (the Self).
2	6	1	6	It rests on knowledge (the Self). The worldis led (produced) by knowledge (the Self). Knowledge is its cause .
2	6	1	7	Knowledge is Brahman.
2	6	1	8	He (Vâmadeva), having by this conscious self stepped forth from this world, and having obtained all desires in that heavenly world, became immortal, yea, he became immortal. Thus it is, Om.
2	7	1	1	My speech rests in the mind, my mind rests in speech . Appear to me (thou, the Highest Self)! You (speech and mind) are the two pins  (that hold the wheels) of the Veda. May what I have learnt not forsake me . I join day and night with what I have learnt . I shall speak of the real, I shall speak the true. May this protect me, may this protect the teacher! May it protect me, may it protect the teacher, yea, the teacher!
3	1	1	1	Next follows the Upanishad of the Samhitâ .
3	1	1	2	The former half is the earth, the latter half the heaven, their union the air , thus says Mândukeya; their union is the ether, thus did Mâkshavya teach it.
3	1	1	3	That air is not considered  independent , therefore I do not agree with his (Mandûka's) son.
3	1	1	4	Verily, the two are the same, therefore air isconsidered independent, thus says Âgastya. For it is the same, whether they say air or ether .
3	1	1	5	So far with reference to deities (mythologically); now with reference to the body (physiologically):
3	1	1	6	The former half is speech, the latter half is mind, their union breath (prâna), thus says Sûravîra  Mândukeya.
3	1	1	7	But his eldest son said: The former half is mind, the latter half speech. For we first conceive with the mind indeed , and then we utter with speech. Therefore the former half is indeed mind, the latter half speech, but their union is really breath.
3	1	1	8	Verily, it is the same with both, the father (Mândukeya) and the son .
3	1	1	9	This (meditation as here described), joined  with mind, speech, and breath, is (like) a chariot drawn by two horses and one horse between them (prashtivâhana).
3	1	1	10	And he who thus knows this union, becomes united with offspring, cattle, fame, glory of countenance, and the world of Svarga. He lives his full age.
3	1	1	11	Now all this comes from the Mândukeyas.
3	1	2	1	Next comes the meditation as taught by Sâkalya.
3	1	2	2	The first half is the earth, the second half heaven, their uniting the rain, the uniter Parganya .
3	1	2	3	And so it is when he (Parganya) rains thus strongly, without ceasing, day and night ,
3	1	2	4	Then they say also (in ordinary language), 'Heaven and earth have come together.'
3	1	2	5	So much with regard to the deities; now with regard to the body:--
3	1	2	6	Every man is indeed like an egg . There are two halves  (of him), thus they say: 'This half is the earth, that half heaven.' And there between them is the ether (the space of the mouth), like the ether between heaven and earth. In this ether there (in the mouth) the breath is fixed, as in that other ether the air is fixed. And as there are those three luminaries (in heaven), there are these three luminaries in man.
3	1	2	7	As there is that sun in heaven, there is this eye in the head. As there is that lightning in the sky, there is this heart in the body; as there is that fire on earth, there is this seed in the member.
3	1	2	8	Having thus represented the self (body) as the whole world, Sâkalya said: This half is the earth, that half heaven.
3	1	2	9	He who thus knows this union, becomes united with offspring, cattle, fame, glory of countenance,and the world of Svarga. He lives his full age.
3	1	4	1	Next follow the imprecations .
3	1	4	2	Let him know that breath  is the beam (on which the whole house of the body rests).
3	1	4	3	If any one (a Brâhmana or another man) should chide him, who by meditation has become that breath as beam , then, if he thinks himself strong, he says: 'I grasped the breath, the beam, well; thou dost not prevail against me who have grasped the breath as the beam.' Let him say to him: 'Breath, the beam, will forsake thee.'
3	1	4	4	But if he thinks himself not strong, let him say to him: 'Thou couldst not grasp him who wishes to grasp the breath as the beam. Breath, the beam, will forsake thee.'
3	1	4	5	And whatever the reciter shall say to one who speaks to him or does not speak to him, depend upon it, it will come to pass. But to a Brâhmana let him not say anything except what is auspicious. Only he may curse a Brâhmana in excessive wealth. Nay, not even in excessive wealth should he curse a Brâhmana, but he should say, 'I bow before Brâhmanas,'--thus says Sûravîra Mândûkeya.
3	1	5	1	Now those who repeat the Nirbhuga say:
3	1	5	2	'The former half  is the first syllable, the latter half the second syllable, and the space between the first and second halves is the Samhitâ (union).'
3	1	5	3	He who thus knows this Samhitâ (union), becomes united with offspring, cattle, fame, glory of countenance, and the world of Svarga. He lives his full age.
3	1	5	4	Now Hrasva Mândûkeya says: 'We reciters of Nirbhuga say, "Yes, the former half is the first syllable, and the latter half the second syllable, but the Samhitâ is the space between the first and second halves in so far as by it one turns out the union (sandhi), and knows what is the accent and what is not , and distinguishes what is the mora and what is not."'
3	1	5	5	He who thus knows this Samhitâ (union), becomes united with offspring, cattle, fame, glory of countenance, and the world of Svarga. He lives his full age.
3	1	5	6	Now his middle son, the child of his mother Prâtibodhî , says: 'One pronounces these two syllables letter by letter, without entirely separatingthem, and without entirely uniting them . Then that mora between the first and second halves, which indicates the union, that is the Sâman (evenness, sliding). I therefore hold Sâman only to be the Samhitâ (union).
3	1	5	7	This has also been declared by a Rishi :--
3	1	5	8	'O Brihaspati, they know nothing higher than Sâman.'
3	1	5	9	He who thus knows this Samhitâ (union), becomes united with offspring, cattle, fame, glory of countenance, and the world of Svarga. He lives his full age.
3	1	6	1	Târukshya  said: 'The Samhitâ (union) is formed by means of the Brihat and Rathantara  Sâmans.'
3	1	6	2	Verily, the Rathantara Sâman is speech, the Brihat Sâman is breath. By both, by speech and breath, the Samhitâ is formed .
3	1	6	3	For this Upanishad (for acquiring from his teacher the knowledge of this Samhitâ of speech and breath) Târukshya guards (his teacher's) cows a whole year.
3	1	6	4	For it alone Târukshya guards the cows a whole year.
3	1	6	5	This has also been declared by a Rishi :--
3	1	6	6	'Vasishtha carried hither the Rathantara; 'Bharadvâga brought hither the Brihat of Agni.'
3	1	6	7	He who thus knows this Samhitâ (union), becomes united with offspring, cattle, fame, glory of countenance, and the world of Svarga. He lives his full age.
3	1	6	8	Kauntharavya said: 'Speech is united with breath, breath with the blowing air, the blowing air with the Visvedevas, the Visvedevas with the heavenly world, the heavenly world with Brahman. That Samhitâ is called the gradual Samhitâ.'
3	1	6	9	He who knows this gradual Samhitâ (union), becomes united with offspring, cattle, fame, glory of countenance, and the world of Svarga, in exactly the same manner as this Samhitâ, i.e. gradually.
3	1	6	10	If that worshipper, whether for his own sake or for that of another, recites (the Samhitâ), let him know when he is going to recite, that this Samhitâ went up to heaven, and that it will be even so with those who by knowing it become Devas. May it always be so!
3	1	6	11	He who thus knows this Samhitâ (union), becomes united with offspring, cattle, fame, glory of countenance, and the world of Svarga. He lives his full age.
3	1	6	12	Pañkâlakanda said: 'The Samhitâ (union, composition) is speech.'
3	1	6	13	Verily, by speech the Vedas, by speech the metres are composed. Friends unite through speech, all beings unite through speech; therefore speech is everything here .
3	1	6	14	With regard to this (view of speech being more than breath), it should be borne in mind that when we thus repeat (the Veda) or speak, breath is (absorbed) in speech; speech swallows breath. And when we are silent or sleep, speech is (absorbed) in breath; breath swallows speech. The two swallow each other. Verily, speech is the mother, breath the son.
3	1	6	15	This has been declared also by a Rishi :--
3	1	6	16	'There is one bird; (as wind) he has entered the sky; (as breath or living soul) he saw this whole world. With my ripe mind I saw him close to me (in the heart); the mother (licks or) absorbs him (breath), and he absorbs the mother (speech).'
3	1	6	17	He who thus knows this Samhitâ (union), becomes united with offspring, cattle, fame, glory of countenance, and the world of Svarga. He lives his full age.
3	1	6	18	Next follows the Pragâpati-Samhitâ.
3	1	6	19	The former half is the wife, the latter half the man; the result of their union the son; the act of their union the begetting; that Samhitâ is Aditi (indestructible).
3	1	6	20	For Aditi (indestructible) is all this whatever there is, father, mother, son, and begetting.
3	1	6	21	This has also been declared by a Rishi --
3	1	6	22	'Aditi is mother, is father, is son.'
3	1	6	23	He who thus knows this Samhitâ (union), becomes united with offspring, cattle, fame, glory of countenance, and the world of Svarga. He lives his full age.
3	2	1	1	Sthavira Sâkalya said that breath is the beam , and as the other beams rest on the house-beam, thus the eye, the ear, the mind, the speech, the senses, the body, the whole self rests on this  breath.
3	2	1	2	Of that self the breathing is like the sibilants, the bones like the mutes, the marrow like the vowels, and the fourth part, flesh, blood, and the rest, like the semivowels ,--so said Hrasva Mândûkeya.
3	2	1	3	To us it was said to be a triad only .
3	2	1	4	Of that triad, viz. bones, marrow, and joints, there are
3	2	1	360	(parts) on this side (the right), and
3	2	1	360	on that side (the left). They make
3	2	1	720	together, and
3	2	1	720	are the days and nights of the year. Thus that self which consists of sight, hearing, metre, mind, and speech is like unto the days.
3	2	1	5	He who thus knows this self, which consists of sight, hearing, metre, mind, and speech, as like unto the days, obtains union, likeness, or nearness with the days, has sons and cattle, and lives his full age.
3	2	2	1	Next comes Kauntharavya:
3	2	2	2	There are
3	2	2	360	syllables (vowels),
3	2	2	360	sibilants (consonants),
3	2	2	360	, groups.
3	2	2	3	What we called syllables are the days, what we called sibilants are the nights, what we called groups are the junctions of days and nights. So far with regard to the gods (the days).
3	2	2	4	Now with regard to the body. The syllables which we explained mythologically, are physiologically the bones; the sibilants which we explained mythologically, are physiologically the marrow.
3	2	2	5	Marrow is the real breath (life), for marrow is seed, and without breath (life) seed is not sown. Or when it is sown without breath (life), it will decay, it will not grow.
3	2	2	6	The groups which we explained mythologically, are physiologically the joints.
3	2	2	7	Of that triad, viz. bones, marrow, and joints, there are
3	2	2	540	(parts) on this side (the right), and
3	2	2	540	on that side (the left). They make
3	2	2	1080	together, and
3	2	2	1080	are the rays of the sun. They make the Brihatî verses and the day (of the Mahâvrata) .
3	2	2	8	Thus that self which consists of sight, hearing, metre, mind, and speech is like unto the syllables.
3	2	2	9	He who knows this self which consists of sight, hearing, metre, mind, and speech, as like unto syllables, obtains union, likeness, or nearness with the syllables, has sons and cattle, and lives his full age.
3	2	3	1	Bâdhva  says, there are four persons (to be meditated on and worshipped).
3	2	3	2	The person of the body, the person of the metres, the person of the Veda, and the Great person.
3	2	3	3	What we call the person of the body is this corporeal self. Its essence is the incorporeal conscious self.
3	2	3	4	What we call the person of the metres is this collection of letters (the Veda). Its essence is the vowel a.
3	2	3	5	What we call the person of the Veda is (the mind) by which we know the Vedas, the Rig-veda, Yagur-veda, and Sâma-veda. Its essence is Brahman (m.)
3	2	3	6	Therefore let one chose a Brahman-priest who is full of Brahman (the Veda), and is able to see any flaw in the sacrifice.
3	2	3	7	What we call the Great person is the year, which causes some beings to fall together, and causes others to grow up. Its essence is yonder sun.
3	2	3	8	One should know that the incorporeal conscious self and yonder sun are both one and the same. Therefore the sun appears to every man singly (and differently).
3	2	3	9	This has also been declared by a Rishi :--
3	2	3	10	'The bright face of the gods arose, the eye of Mitra, Varuna, and Agni; it filled heaven and earthand the sky,--the sun is the self of all that rests and moves.'
3	2	3	11	'This I think to be the regular Samhitâ as conceived by me,' thus said Bâdhva.
3	2	3	12	For the Bahvrikas consider him (the self) in the great hymn (mahad uktha), the Adhvaryus in the sacrificial fire, the Khandogas in the Mahâvrata ceremony. Him they see in this earth, in heaven, in the air, in the ether, in the water, in herbs, in trees, in the moon, in the stars, in all beings. Him alone they call Brahman.
3	2	3	13	That self which consists of sight, hearing, metre, mind, and speech is like unto the year.
3	2	3	14	He who recites to another that self which consists of sight, hearing, metre, mind, and speech, and is like unto the year,
3	2	4	1	To him the Vedas yield no more milk, he has no luck in what he has learnt (from his Guru); he does not know the path of virtue.
3	2	4	2	This has also been declared by a Rishi :--
3	2	4	3	'He who has forsaken the friend (the Veda), that knows his friends, in his speech there is no luck. Though he hears, he hears in vain, for he does not know the path of virtue.'
3	2	4	4	Here it is clearly said that he has no luck in what he has learnt, and that he does not know the path of virtue.
3	2	4	5	Therefore let no one who knows this, lay the sacrificial fire (belonging to the Mahâvrata) for another, let him not sing the Sâmans of the Mahâvratafor another, let him not recite the Sastras of that day for another.
3	2	4	6	However, let him willingly do this for a father or for an Âkârya; for that is done really for himself.
3	2	4	7	We have said that the incorporeal conscious self and the sun are one . When these two become separated , the sun is seen as if it were the moon ; no rays spring from it; the sky is red like madder; the patient cannot retain the wind, his head smells bad like a raven's nest:--let him know then that his self (in the body) is gone, and that he will not live very long .
3	2	4	8	Then whatever he thinks he has to do,. let him do it, and let him recite the following hymns: Yad anti yak ka dûrake ; Ad it pratnasya retasah ; Yatra brahmâ pavamâna ; Ud vayam tamasas pari .
3	2	4	9	Next, when the sun is seen pierced, and seems like the nave of a cart-wheel, when he sees his own shadow pierced, let him know then that it is so (as stated before, i. e. that he is going to die soon).
3	2	4	10	Next, when he sees himself in a mirror or in the water with a crooked head, or without a head , or when his pupils are seen inverted  or not straight, let him know then that it is so.
3	2	4	11	Next, let him cover his eyes and watch, then threads are seen as if falling together . But if he does not see them, let him know then that it is so.
3	2	4	12	Next, let him cover his ears and listen, and there will be a sound as if of a burning fire or of a carriage . But if he does not hear it, let him know then that it is so.
3	2	4	13	Next, when fire looks blue like the neck of a peacock , or when he sees lightning in a cloudless sky, or no lightning in a clouded sky, or when he sees as it were bright rays in a dark cloud, let him know then that it is so.
3	2	4	14	Next, when he sees the ground as if it were burning, let him know that it is so.
3	2	4	15	These are the visible signs .
3	2	4	16	Next come the dreams .
