Pransa_no	Patala_no	Khanda_no	Text_no	Hymn
1	8	22	8	He who meditates on him, and everywhere and always lives according to his (commandments), and who, full of devotion, sees him who is difficult to be seen and subtle, will rejoice in (his) heaven.
1	8	23	1	That Brâhmana, who is wise and recognises all creatures to be in the Âtman, who pondering (thereon) does not become bewildered, and who recognises the Âtman in every (created) thing, shines, indeed, in heaven.
1	8	23	2	He, who is intelligence itself and subtler than the thread of the lotus-fibre, pervades the universe, and who, unchangeable and larger than the earth, contains the universe; he, who is different from the knowledge of this world, obtained by the senses and identical with its objects, possesses the highest (form consisting of absolute knowledge). From him, who divides himself, spring all (created) bodies. He is the primary cause, he is eternal, he is unchangeable.
1	8	23	3	But the eradication of the faults is brought about in this life by the means (called Yoga). A wise man who has eradicated the (faults) which destroy the creatures, obtains salvation.
1	8	23	4	Now we will enumerate the faults which tend to destroy the creatures.
1	8	23	5	(These are) anger, exultation, grumbling, covetousness, perplexity, doing injury, hypocrisy, lying, gluttony, calumny, envy, lust, secret hatred, neglect to keep the senses in subjection, neglect to concentrate the mind. The eradication of these (faults) takes place through the means of (salvation called) Yoga.
1	8	23	6	Freedom from anger, from exultation, from grumbling, from covetousness, from perplexity, from hypocrisy (and) hurtfulness; truthfulness, moderation in eating, silencing a slander, freedom from envy, self-denying liberality, avoiding to accept gifts, uprightness, affability, extinction of the passions, subjection of the senses, peace with all created beings, concentration (of the mind on the contemplation of the Âtman), regulation of one's conduct according to that of the Âryas, peacefulness and contentedness;--these (good qualities) have been settled by the agreement (of the wise) for all (the four) orders; he who, according to the precepts of the sacred law, practises these, enters the universal soul.
1	9	24	1	He who has killed a Kshatriya shall give a thousand cows (to Brâhmanas) for the expiation of his sin.
1	9	24	2	(He shall give) a hundred cows for a Vaisya,
1	9	24	3	Ten for a Sûdra,
1	9	24	4	And in every one (of these cases) one bull (must be given) in excess (of the number of cows) for the sake of expiation.
1	9	24	5	And if women of the (three castes mentioned have been slain) the same (composition must be paid).
1	9	24	6	He who has slain a man belonging to the two (first-mentioned castes) who has studied the Veda, or had been initiated for the performance of a Soma-sacrifice, becomes an Abhisasta.
1	9	24	7	And (he is called an Abhisasta) who has slain a man belonging merely to the Brâhmana caste (though he has not studied the Veda or been initiated for a Soma-sacrifice),
1	9	24	8	Likewise he who has destroyed an embryo of a (Brâhmana, even though its sex be) undistinguishable,
1	9	24	9	Or a woman (of the Brâhmana caste) during her courses.
1	9	24	10	(Now follows) the penance for him (who is an Abhisasta).
1	9	24	11	He (himself) shall erect a hut in the forest, restrain his speech, carry (on his stick) the skull (of the person slain) like a flag, and cover the space from his navel to his knees with a quarter of a piece of hempen cloth.
1	9	24	12	The path for him when he goes to a village, is the space between the tracks (of the wheels).
1	9	24	13	And if he sees another (Ârya), he shall step out of the road (to the distance of two yards).
1	9	24	14	He shall go to the village, carrying a broken tray of metal of an inferior quality.
1	9	24	15	He may go to seven houses only, (crying,) 'Who will give alms to an Abhisasta?'
1	9	24	16	That is (the way in which he must gain) his livelihood.
1	9	24	17	If he does not obtain anything (at the seven houses), he must fast.
1	9	24	18	And (whilst performing this penance) he must tend cows.
1	9	24	19	When they leave and enter the village, that is the second occasion (on which he may enter) the village.
1	9	24	20	After having performed (this penance) for twelve years, he must perform) the ceremony known (by custom), through which he is re-admitted into the society of the good.
1	9	24	21	Or (after having performed the twelve years' penance), he may build a hut on the path of robbers, and live there, trying to take from them the cows of Brâhmanas. He is free (from his sin), when thrice he has been defeated by them, or when he has vanquished them.
1	9	24	22	Or he is freed (from his sin), if (after the twelve years' penance) he bathes (with the priests) at the end of a horse-sacrifice.
1	9	24	23	This very same (penance is ordained) for him who, when his duty and love of gain come into conflict, chooses the gain.
1	9	24	24	If he has slain a Guru or a Brâhmana, who has studied the Veda and finished the ceremonies of a Soma-sacrifice, he shall live according to this very same rule until his last breath.
1	9	24	25	He cannot be purified in this life. But his sin is removed (after death).
1	9	25	1	He who has had connection with a Guru's wife shall cut off his organ together with the testicles, take them into his joined hands and walk towards the south without stopping, until he falls down dead.
1	9	25	2	Or he may die embracing a heated metal image of a woman.
1	9	25	3	A drinker of spirituous liquor shall drink exceedingly hot liquor so that he dies.
1	9	25	4	A thief shall go to the king with flying hair, carrying a club on his shoulder, and tell him his deed. He (the king) shall give him a blow with that (club). If the thief dies, his sin is expiated.
1	9	25	5	If he is forgiven (by the king), the guilt falls upon him who forgives him,
1	9	25	6	Or he may throw himself into the fire, or perform repeatedly severe austerities,
1	9	25	7	Or he may kill himself by diminishing daily his portion of food,
1	9	25	8	Or he may perform Krikkhra penances (uninterruptedly) for one year.
1	9	25	9	Now they quote also (the following verse):
1	9	25	10	Those who have committed a theft (of gold), drunk spirituous liquor, or had connection with a Guru's wife, but not those who have slain a Brâhmana, shall eat every fourth meal-time a little food, bathe at the times of the three libations (morning, noon, and evening), passing the day standing and the night sitting. After the lapse of three years they throw off their guilt.
1	9	25	11	(A man of any caste) excepting the first, who has slain a man of the first caste, shall go on a battle-field and place himself (between the two hostile armies). There they shall kill him (and thereby he becomes pure).
1	9	25	12	Or such a sinner may tear from his body and make the priest offer as a burnt-offering his hair, skin, flesh, and the rest, and then throw himself into the fire.
1	9	25	13	If a crow, a chameleon, a peacock, a Brâhmanî duck, a swan, the vulture called Bhâsa, a frog, an ichneumon, a musk-rat, or a dog has been killed, then the same penance as for a Sûdra must be performed.
1	9	26	1	(The same penance must be performed), if a milch-cow or a full-grown ox (has been slain), without a reason.
1	9	26	2	And for other animals (which have no bones), if an ox-load of them has been killed.
1	9	26	3	He who abuses a person who (on account of his venerability) ought not to be abused, or speaks an untruth (regarding any small matter) must abstain for three days from milk, pungent condiments, and salt.
1	9	26	4	(If the same sins have been committed) by a Sûdra, he must fast for seven days.
1	9	26	5	And the same (penances must also be performed) by women, (but not those which follow).
1	9	26	6	He who cuts off a limb of a person for whose murder he would become an Abhisasta (must perform the penance prescribed for killing a Sûdra), if the life (of the person injured) has not been endangered.
1	9	26	7	He who has been guilty of conduct unworthy of an Aryan, of calumniating others, of actions contrary to the rule of conduct, of eating or drinking things forbidden, of connection with a woman of the Sûdra caste, of an unnatural crime, of performing; magic rites with intent (to harm his enemies) or (of hurting others) unintentionally, shall bathe and sprinkle himself with water, reciting the (seven) verses addressed to the Waters, or the verses addressed to Varuna, or (other verses chosen from the Anuvâka, called) Pavitra, in proportion to the frequency with which the crime has been committed.
1	9	26	8	A (student) who has broken the vow of chastity, shall offer to Nirriti an ass, according to the manner of the Pâkayagña-rites.
1	9	26	9	A Sûdra shall eat (the remainder) of that (offering).
1	9	26	10	(Now follows) the penance for him who transgresses the rules of studentship.
1	9	26	11	He shall for a year serve his teacher silently, emitting speech only during the daily study (of the Veda, in announcing necessary business to) his teacher or his teacher's wife, and whilst collecting alms.
1	9	26	12	The following penances) which we are going to proclaim, may be performed for the same sin, and also for other sinful acts, which do not cause loss of caste.
1	9	26	13	He may either offer oblations to Kâma and Manyu (with the following two Mantras), 'Kâma (passion) has done it; Manyu (anger) has done it.' Or he may mutter (these Mantras).
1	9	26	14	Or, after having eaten sesamum or fasted on the days of the full and new moon he may, on the following day bathe, and stopping his breath, repeat the Gâyatrî one thousand times, or he may do so without stopping his breath.
1	9	27	1	After having eaten sesamum or having fasted on the full moon day of the month Srâvana July-August), he may on the following day bathe in the water of a great river and offer (a burnt-oblation of) one thousand pieces of sacred fuel, whilst. reciting the Gâyatrî, or he may mutter (the Gâyatrî) as many times.
1	9	27	2	Or he may perform Ishtis and Soma-sacrifices for the sake of purifying himself (from his sins),
1	9	27	3	After having eaten forbidden food, he must fast, until his entrails are empty.
1	9	27	4	That is (generally) attained after seven days.
1	9	27	5	Or he may during winter and during the dewyseason (November-March) bathe in cold water both morning and evening.
1	9	27	6	Or he may perform a Krikkhra penance, which lasts twelve days.
1	9	27	7	The rule for the Krikkhra penance of twelve days (is the following): For three days he must not eat in the evening, and then for three days not in the morning; for three days he must live on food which has been given unasked, and three days he must not eat anything.
1	9	27	8	If he repeats this for a year, that is called a Krikkhra penance, which lasts for a year.
1	9	27	9	Now follows another penance. He who has committed even a great many sins which do not cause him to fall, becomes free from guilt, if, fasting, he recites the entire Sâkhâ of his Veda three times consecutively.
1	9	27	10	He who cohabits with a non-Aryan woman, he who lends money at interest, he who drinks (other) spirituous liquors (than Surâ), he who praises everybody in a manner unworthy of a Brâhmana, shall sit on grass, allowing his back to be scorched (by the sun).
1	9	27	11	A Brâhmana removes the sin which he committed by serving one day and night (a man of) the black race, if he bathes for three years, eating at every fourth meal-time.
1	10	28	1	He who, under any conditions whatsoever, covets (and takes) another man's possessions is a thief; thus (teach) Kautsa and Hârita as well as Kanva and Pushkarasâdi.
1	10	28	2	Vârshyâyani declares, that there are exceptions to this law, in regard to some possessions.
1	10	28	3	(E.g.) seeds ripening in the pod, food for a draught-ox; (if these are taken), the owners (ought) not (to) forbid it.
1	10	28	4	To take even these things in too great a quantity is sinful.
1	10	28	5	Hârita declares, that in every case the permission (of the owner must be obtained) first.
1	10	28	6	He shall not go to visit a fallen teacher or blood relation.
1	10	28	7	Nor shall he accept the (means for procuring) enjoyments from such a person.
1	10	28	8	If he meets them accidentally he shall silently embrace (their feet) and pass on.
1	10	28	9	A mother does very many acts for her son, therefore he must constantly serve her, though she be fallen.
1	10	28	10	But (there shall be) no communion (with a fallen mother) in acts performed for the acquisition of spiritual merit.
1	10	28	11	Enjoyments taken unrighteously he shall give up; he shall say, 'I and sin (do not dwell together).' Clothing himself with a garment reaching from the navel down to the knee, bathing daily, morn, noon, and evening, eating food which contains neither milk nor pungent condiments, nor salt, he shall not enter a house for twelve years.
1	10	28	12	After that he (may be) purified.
1	10	28	13	Then he may have intercourse with Aryans.
1	10	28	14	This penance may also be employed in the case of the other crimes which cause loss of caste (for which no penance has been ordained above).
1	10	28	15	But the violator of a Guru's bed shall enter a hollow iron image and, having caused a fire to be lit on both sides, he shall burn himself.
1	10	28	16	According to Hârita, this (last-mentioned penance must) not (be performed).
1	10	28	17	For he who takes his own or another's life becomes an Abhisasta.
1	10	28	18	He (the violator of a Guru's bed) shall perform to his last breath (the penance) prescribed by that rule . He cannot be purified in this world. But (after death) his sin is taken away.
1	10	28	19	He who has unjustly forsaken his wife shall put on an ass's skin, with the hair turned outside, and beg in seven houses, saying, 'Give alms to him who forsook his wife.' That shall be his livelihood for six months.
1	10	28	20	But if a wife forsakes her husband, she shallperform the twelve-night Krikkhra penance for as long a time.
1	10	28	21	He who has killed a Bhrûna (a man learned in the Vedas and Vedâṅgas and skilled in the performance of the rites) shall put on the skin of a dog or of an ass, with the hair turned outside, and take a human skull for his drinking-vessel,
1	10	29	1	And he shall take the foot of a bed instead of a staff and, proclaiming the name of his deed, he shall go about (saying), 'Who (gives) alms to the murderer of a Bhrûna?' Obtaining thus his livelihood in the village, he shall dwell in an empty house or under a tree, (knowing that) he is not allowed to have intercourse with Aryans. According to this rule he shall act until his last breath. He cannot be purified in this world. But (after death) his sin is taken away.
1	10	29	2	He even who slays unintentionally, reaps nevertheless the result of his sin.
1	10	29	3	(His guilt is) greater, (if he slays) intentionally.
1	10	29	4	The same (principle applies) also to other sinful actions,
1	10	29	5	And also to good works.
1	10	29	6	A Brâhmana shall not take a weapon into his hand, though he be only desirous of examining it.
1	10	29	7	In a Purâna (it has been declared), that he whoslays an assailant does not sin, for (in that case) wrath meets wrath.
1	10	29	8	But Abhisastas shall live together in dwellings (outside the village); considering this their lawful (mode of life), they shall sacrifice for each other, teach each other, and marry amongst each other.
1	10	29	9	If they have begot sons, let them. say to them: 'Go out from amongst us, for thus the Âryas, (throwing the guilt) upon us, will receive you (amongst their number).'
1	10	29	10	For the organs do not become impure together with the man.
1	10	29	11	(The truth of) that may be learned from this (parallel case); a man deficient in limbs begets a son who possesses the full number of limbs.
1	10	29	12	Hârita declares that this is wrong.
1	10	29	13	A wife is similar to the vessel which contains the curds (for the sacrifice).
1	10	29	14	For if one makes impure milk curdle (by mixing it with whey and water) in a milk-vessel and stirs it, no sacrificial rite can be performed with (the curds produced from) that. Just so no intercoursecan be allowed with the impure seed which comes (from an Abhisasta).
1	10	29	15	Sorcery and curses (employed against a Brâhmana) cause a man to become impure, but not loss of caste.
1	10	29	16	Hârita declares that they cause loss of caste.
1	10	29	17	But crimes causing impurity must be expiated, (when no particular penance is prescribed,) by performing the penance enjoined for crimes causing loss of caste during twelve months, or twelve half months, or twelve twelve-nights, or twelve se’nnights, or twelve times three days, or twelve days, or seven days, or three days, or one day.
1	10	29	18	Thus acts causing impurity must be expiated according to the manner in which the (sinful) act has been committed (whether intentionally or unintentionally).
1	11	30	1	Some declare, that a student shall bathe after (having acquired) the knowledge of the Veda, (however long or short the time of his studentship may have been).
1	11	30	2	(He may) also (bathe) after having kept the student's vow for forty-eight, (thirty-six or twenty-four) years, (though he may not have mastered the Veda).Some declare, that the student (shall bathe) after (having acquired) the knowledge of the Veda and after (the expiration of) his vow.
1	11	30	4	To all those persons who have bathed (In accordance with any of the above rules must be shown) the honour clue to a Snâtaka.
1	11	30	5	The reverence (shown to a Snâtaka) brings, however, different rewards according to the degree of devotion or of learning (possessed by the person honoured).
1	11	30	6	Now follow the observances (chiefly to be kept) by a Snâtaka.
1	11	30	7	He shall usually enter the village and leave it by the eastern or the northern gate.
1	11	30	8	During the morning and evening twilights, he shall sit outside the village, and not speak anything (referring to worldly matters).
1	11	30	9	(But an Agnihotrî, who is occupied at home by oblations in the morning and evening, must not go out; for) in the case of a conflict (of duties), that enjoined by the Veda is the more important.
1	11	30	10	He shall avoid all dyed dresses,
1	11	30	11	And all naturally black cloth.
1	11	30	12	He shall wear a dress that is neither shining,
1	11	30	13	Nor despicable, if he is able (to afford it).
1	11	30	14	And in the day-time he shall avoid to wrap up his head, except when voiding excrements.
1	11	30	15	But when voiding excrements, he shall envelop his head and place some (grass or the like) on the ground.
1	11	30	16	He shall not void excrements in the shade (of a tree, where travellers rest).
1	11	30	17	But he may discharge urine on his own shadow.
1	11	30	18	He shall not void excrements with his shoes on, nor on a ploughed field, nor on a path, nor in water.
1	11	30	19	He shall also avoid to spit into, or to have connection with a woman in water.
1	11	30	20	He shall not void excrements facing the fire, the sun, water, a Brâhmana, cows, or (images of) the gods.
1	11	30	21	He shall avoid to clean his body from excrements with a stone, a clod of earth, or with (boughs of) herbs or trees which he has broken off, whilst they were on the tree and full of sap.
1	11	30	22	If possible, he shall not stretch out his feet towards a fire, water, a Brâhmana, a cow, (iniages of) the gods, a door, or against the wind.
1	11	30	23	Now they quote also (the following verse):
1	11	31	1	He shall eat facing the east, void fæces facing, the south, discharge urine facing the north, and wash his feet turned towards the west.
1	11	31	2	He shall void excrements far from his house, having gone towards the south or south-west.
1	11	31	3	But after sunset he must not void excrements outside the village or far from his house.
1	11	31	4	And as long as he is impure he (shall avoid) to pronounce the names of the gods.
1	11	31	5	And he shall not speak evil of the gods or of the king.
1	11	31	6	He shall not touch with his foot a Brâhmana, a cow, nor any other (venerable beings).
1	11	31	7	(Nor shall he touch them) with his hand, except for particular reasons.
1	11	31	8	He shall not mention the blemishes of a cow, of sacrificial presents, or of a girl.
1	11	31	9	And he shall not announce it (to the owner) if a cow does damage (by eating corn or grass in a field).
1	11	31	10	(Nor shall he call attention to it) if a cow is together with her calf, except for a particular reason.
1	11	31	11	And of a cow which is not a milch-cow he shall not say, 'She is not a milch-cow.' He must say, 'This is a cow which will become a milch-cow.'
1	11	31	12	He shall not call 'lucky' that which is lucky. He shall call it 'a mercy, a blessing.'
1	11	31	13	He shall not step over a rope to which a calf (or cow) is tied.
1	11	31	14	He shall not pass between the posts from which a swing is suspended.
1	11	31	15	(In company) he shall not say, 'This personis my enemy.' If he says, 'This person is my enemy,' he will raise for himself an enemy, who will show his hatred.
1	11	31	16	If he sees a rainbow, he must not say to others, 'Here is Indra's bow.'
1	11	31	17	He shall not count (a flock of) birds.
1	11	31	18	He shall avoid to look at the sun when he rises or sets.
1	11	31	19	During the day the sun protects the creatures, during the night the moon. Therefore let him eagerly strive to protect himself on the night of the new moon by purity, continence, and rites adapted for the season.
1	11	31	20	For during that night the sun and the moon dwell together.
1	11	31	21	He shall not enter the village by a by path. If he enters it thus, he shall mutter this Rik-verse, 'Praise be to Rudra, the lord of the dwelling,' or some other (verse) addressed to Rudra.
1	11	31	22	He shall not (ordinarily) give the residue of his food to a person who is not a Brâhmana. When he gives it (to such a one), he shall clean his teeth and give (the food) after having placed in it (the dirt from his teeth).
1	11	31	23	And let him avoid the faults that destroy the creatures, such as anger and the like.
1	11	32	1	Let him who teaches, avoid connubial intercourse during the rainy season and in autumn.
1	11	32	2	And if he has had connection (with his wife), he shall not lie with her during the whole night
1	11	32	3	He shall not teach whilst he is lying on a bed.
1	11	32	4	Nor shall he teach (sitting) on that couch on which he lies (at night with his wife).
1	11	32	5	He shall not show himself adorned with a garland, or anointed with ointments.
1	11	32	6	At night he shall always adorn himself for his wife.
1	11	32	7	Let him not submerge his head together with his body (in bathing),
1	11	32	8	And (let him avoid) to bathe after sunset.
1	11	32	9	Let him avoid to use a seat, clogs, sticks for cleaning the teeth, (and other utensils) made of Palâsa-wood.
1	11	32	10	Let him avoid to praise (himself) before his teacher, saying, 'I have properly bathed or the like.'
1	11	32	11	Let him be awake from midnight.
1	11	32	12	Let him not study (or teach) in the middle of the night; but (he may point out) their duties to his pupils.
1	11	32	13	Or (he may) by himself mentally (repeat the sacred texts).
1	11	32	14	After midnight he may teach.
1	11	32	15	When he has risen (at midnight, and taught) during the third watch of the night, let him not lie down again (saying), 'Studying is forbidden.'
1	11	32	16	At his pleasure he may (sleep) leaning (against a post or the like).
1	11	32	17	Or he may mentally repeat (the sacred texts).
1	11	32	18	Let him not visit inferior men (such as Nishâdas), nor countries which are inhabited by them,
1	11	32	19	Nor assemblies and crowds.
1	11	32	20	If he has entered a crowd, he shall leave it, turning his right hand towards the crowd.
1	11	32	21	Nor shall he enter towns frequently.
1	11	32	22	Let him not answer directly a question (that is difficult to decide).
1	11	32	23	Now they quote also (the following verse):
1	11	32	24	(The foolish decision) of a person who decides wrongly destroys his ancestors and his future happiness, it harms his children, cattle, and house. 'Oh Dharmaprahrâda, (this deed belongs) not to Kumâlana!' thus decided Death, weeping, the question (addressed to him by the Rishi).
1	11	32	25	Let him not ascend a carriage yoked with asses; and let him avoid to ascend or to descend from vehicles in difficult places.
1	11	32	26	And (let him avoid) to cross a river swimming.
1	11	32	27	And (let him avoid) ships of doubtful (solidity).
1	11	32	28	He shall avoid cutting grass, crushing clods of earth, and spitting, without a particular reason,
1	11	32	29	And whatever else they forbid.
2	1	1	1	After marriage the rites prescribed for a householder and his wife (must be performed).
2	1	1	2	He shall eat at the two (appointed) times, (morning and evening)
2	1	1	3	And he shall not eat to repletion.
2	1	1	4	And both (the householder and his wife) shall fast on (the days of) the new, and full moon,
2	1	1	5	To eat once (on those days in the morning) that also is called fasting.
2	1	1	6	And they may eat (at that meal) until they are quite satisfied.
2	1	1	7	And on (the anniversary of) that (wedding)-day they may eat that food of which they are fond.
2	1	1	8	And (on the night of that day) they shall sleep on the ground (on a raised heap of earth).
2	1	1	9	And they shall avoid connubial intercourse.
2	1	1	10	And on the day after (that day) a Sthâlîpâka must be offered.
2	1	1	11	The manner in which that offering must be performed has been declared by (the description of the Sthâlîpâka) to be performed on the days of the new and full moon (the Pârvana).
2	1	1	12	And they declare (that this rite which is known) amongst the people (must be performed) every (year).
2	1	1	13	At every (burnt-offering), when he wishes to place the fire on the altar (called Sthandila), let him draw on that (altar) three lines from west to east and three lines from south to north, and sprinkle (the altar) with water, turning the palm of the hand downwards, and let him then make the fire burn brightly by adding (fuel).
2	1	1	14	He shall pour out (the remainder of) this water used for sprinkling, to the north or to the east (of the altar), and take other (water into the vessel).
2	1	1	15	The water-vessels in the house shall never be empty; that is the duty to be observed by the householder and his wife.
2	1	1	16	Let him not have connubial intercourse (with his wife) in the day-time.
2	1	1	17	But let him have connection with his wife at the proper time, according to the rules (of the law).
2	1	1	18	Let him have connubial intercourse in the interval also, if his wife (desires it, observing the restrictions imposed by the law).
2	1	1	19	(The duty of) connubial intercourse (follows from) the passage of a Brâhmana, ('Let us dwell together until a son be born.')
2	1	1	20	But during intercourse he shall be dressed in a particular dress kept for this purpose.
2	1	1	21	And during intercourse only they shall lie together,
2	1	1	22	Afterwards separate.
2	1	1	23	Then they both shall bathe;
2	1	2	1	Or they shall remove the stains with earth or water, sip water, and sprinkle the body with water.
2	1	2	2	Men of all castes, if they fulfil their (assigned) duties, enjoy (in heaven) the highest, imperishable bliss.
2	1	2	3	Afterwards when (a man who has fulfilled his duties) returns to this world, he obtains, by virtue ofa remainder of merit, birth in a distinguished family, beauty of form, beauty of complexion, strength, aptitude for learning, wisdom, wealth, and the gift of fulfilling the laws of his (caste and order). Therefore in both worlds he dwells in happiness, (rolling) like a wheel (from the one to the other).
2	1	2	4	As the seed of herbs (and) trees, (sown) in good and well-cultivated soil, gives manifold returns of fruit (even so it is with men who have received the various sacraments).
2	1	2	5	The increase of the results of sins has been explained hereby.
2	1	2	6	Thus after having undergone a long punishment in the next world, a person who has stolen (the gold of a Brâhmana) or killed a (Brâhmana) is born again, in case he was a Brâhmana as a Kândâla, in case he was a Kshatriya as a Paulkasa, in case he was a Vaisya as a Vaina.
2	1	2	7	In the same manner other (sinners) who have become outcasts in consequence of their sinful actions are born again, on account of (these) sins, losing their caste, in the wombs (of various animals).
2	1	2	8	As it is sinful to touch a Kândâla, (so it is also sinful) to speak to him or to look at him. The penance for these (offences will be declared).
2	1	2	9	(The penance) for touching him is to bathe, submerging the whole body; for speaking to him to speak to a Brâhmana; for looking at him to look at the lights (of heaven).
2	2	3	1	Pure men of the first three castes shall prepare the food (of a householder which is used) at the Vaisvadeva ceremony.
2	2	3	2	The (cook) shall not speak, nor cough, nor sneeze, while his face is turned towards the food.
2	2	3	3	He shall purify himself by touching water if he has touched his hair, his limbs, or his garment.
2	2	3	4	Or Sûdras may prepare the food, under the superintendence of men of the first three castes.
2	2	3	5	For them is prescribed the same rule of sipping water (as for their masters).
2	2	3	6	Besides, the (Sûdra cooks) daily shall cause to be cut the hair of their heads, their beards, the hair on their bodies, and their nails.
2	2	3	7	And they shall bathe, keeping their clothes on.
2	2	3	8	Or they may trim (their hair and nails) on the eighth day (of each half-month), or on the days of the full and. new moon.
2	2	3	9	He (the householder himself) shall place on the fire that food which has been prepared (by Sûdras) without supervision, and shall sprinkle it with water. Such food also they state to be fit for the gods.
2	2	3	10	When the food is ready, (the cook) shall placehimself before his master and announce it to him (saying), 'It is ready.'
2	2	3	11	The answer (of the master) shall be, 'That well-prepared food is the means to obtain splendour; may it never fail!'
2	2	3	12	The burnt-oblations and Bali-offerings made with the food which the husband and his wife are to eat, bring (as their reward) prosperity, (and the enjoyment of) heaven.
2	2	3	13	Whilst learning the sacred formulas (to be recited during the performance) of those (burnt oblations and Bali-offerings, a householder) shall sleep on the ground, abstain from connubial intercourse and from eating pungent condiments and salt, during twelve days.
2	2	3	14	(When he studies the Mantras) for the last (Bali offered to the goblins), he shall fast for one (day and) night.
2	2	3	15	For each Bali-offering the ground must be prepared separately. (The performer) sweeps (the ground) with his (right) hand, sprinkles it with water, turning, the palm downwards, throws down (the offering), and afterwards sprinkles water around it.
2	2	3	16	(At the Vaisvadeva sacrifice) he shall offer the oblations with his hand, (throwing them) into the kitchen-fire or into the sacred (Grihya)-fire, and reciting (each time one of) the first six Mantras (prescribed in the Nârâyanî Upanishad).
2	2	3	17	He shall sprinkle water all around both times (before and after the oblations), as (has been declared) above.
2	2	3	18	In like manner water is sprinkled around once only after the performance of those Bali-offerings that are performed in one place.
2	2	3	19	(If a seasoning) has been prepared, (the Bali-offering should consist of rice) mixed with that seasoning.
2	2	3	20	With the seventh and eighth Mantras (Balis must be offered to Dharma and Adharma) behind the fire, and must be placed the one to the north of the other.
2	2	3	21	With the ninth (Mantra a Bali offered to the waters must be placed) near the water-vessel (in which the water for domestic purposes is kept).
2	2	3	22	With the tenth and eleventh (Mantras, Balis, offered to the herbs and trees and to Rakshodevagana, must be placed) in the centre of the house, and the one to the east of the other.
2	2	3	23	With the following four (Mantras, Balis must be placed) in the north-eastern part of the house (and the one to the east of the other).
2	2	4	1	Near the bed (a Bali must be offered) with (a Mantra) addressed to Kâma (Cupid).
2	2	4	2	On the door-sill (a Bali must be placed) with (a Mantra) addressed to Antariksha (the air).
2	2	4	3	With (the Mantra) that follows (in the Upanishad, he offers a Bali) near the door.
2	2	4	4	With the following (ten Mantras, addressed to Earth, Air, Heaven, Sun, Moon, the Constellations, Indra, Brihaspati, Pragâpati, and Brahman, he offers ten Balis, each following one to the east of the preceding one), in (the part of the house called) the seat of Brahma.
2	2	4	5	He shall offer to the south (of the Balis offered before, a Bali) with a Mantra addressed to the Manes; his sacrificial cord shall be suspended over the right shoulder, and the (palm of his right hand shall be turned upwards and) inclined to the right.
2	2	4	6	To the north (of the Bali given to the Manes, a Bali shall be offered) to Rudra, in the same manner as to the (other) gods.
2	2	4	7	The sprinkling with water (which precedes and follows the oblation) of these two (Balis, takes place) separately, on account of the difference of the rule (for each case).
2	2	4	8	At night only he shall offer (the Bali to the Goblins), throwing it in he air and reciting the last (Mantra).
2	2	4	9	He who devoutly offers those (above-described), to the rules, (obtains) Balis and Homas), according eternal bliss in heaven and prosperity.
2	2	4	10	And (after the Balis have been performed, a portion of the food) must first be given as alms.
2	2	4	11	He shall give food to his guests first,
2	2	4	12	And to infants, old or sick people, female (relations, and) pregnant women.
2	2	4	13	The master (of the house) and his wife shall not refuse a man who asks for food at the time (when the Vaisvadeva offering has been performed).
2	2	4	14	If there is no food, earth, water, grass, and a kind word, indeed, never fall in the house of a good man. Thus (say those who know the law).
2	2	4	15	Endless worlds are the portion (of those householders and wives) who act thus.
2	2	4	16	To a Brâhmana who has not studied the Veda, a seat, water, and food must be given. But (the giver) shall not rise (to do him honour).
2	2	4	17	But if (such a man) is worthy of a salutation (for other reasons), he shall rise to salute him.
2	2	4	18	Nor (shall a Brâhmana rise to receive) a Kshatriya or Vaisya (though they may be learned).
2	2	4	19	If a Sûdra comes as a guest (to a Brâhmana), he shall give him some work to do. He may feed him, after (that has been performed).
2	2	4	20	Or the slaves (of the Brâhmana householder) shall fetch (rice) from the royal stores, and honour the Sûdra as a guest.
2	2	4	21	(A householder) must always wear his garment over (his left shoulder and under his right arm).
2	2	4	22	Or he may use a cord only, slung over his left shoulder and passed under his right arm, instead of the garment.
2	2	4	23	He shall sweep together (the crumbs) on the place where he has eaten, and take them away. He shall sprinkle water on that place, turning the palm downwards, and remove the stains (of food from the cooking-vessels with a stick), wash them with water, and take their contents to a clean place to the north (of the house, offering them) to Rudra. In this manner his house will become prosperous.
2	2	4	24	It is declared in the Smritis that a Brâhmana alone should be chosen as teacher (or spiritual guide).
2	2	4	25	In times of distress a Brâhmana may study under a Kshatriya or Vaisya.
2	2	4	26	And (during his pupilship) he must walk behind (such a teacher).
2	2	4	27	Afterwards the Brâhmana shall take precedence before (his Kshatriya or Vaisya teacher).
2	2	5	1	On the day on which, beginning the study of the whole sacred science, the Upanishads (and the rest, he performs the Upâkarma in the morning) he shall not study (at night).
2	2	5	2	And he shall not leave his teacher at once after having studied (the Veda and having returned home)
2	2	5	3	If he is in a hurry to go, he shall perform the daily recitation of the Veda in the presence of his teacher, and then go at his pleasure. In this manner good fortune will attend both of them.
2	2	5	4	If the (former) teacher visits him after he has returned home, he shall go out to meet him, embrace his (feet), and he shall not wash himself (after that act), showing disgust. He then shall let him pass first into the house, fetch (the materials necessary for a hospitable reception), and honour him according to the rule.
