Adhyaya	Brahmana	Text_no	Hymn
3	9	1	Then Vidagdha Sâkalya asked him : 'How many gods are there, O Yâgñavalkya?' He replied with this very Nivid : 'As many as are mentioned in the Nivid of the hymn of praise addressed to the Visvedevas, viz. three and three hundred, three and three thousand .''Yes,' he said, and asked again: 'How many gods are there really, O Yâgñavalkya?''Thirty-three,' he said.'Yes,' he said, and asked again: 'How many gods are there really, O Yâgñavalkya?''Six,' he said.'Yes,' he said, and asked again: 'How many gods are there really, O Yâgñavalkya?''Three,' he said.'Yes,' he said, and asked again: 'How many gods are there really, O Yâgñavalkya?''Two,' he said.'Yes,' he said, and asked again: 'How many gods are there really, O Yâgñavalkya?''One and a half (adhyardha),' he said.'Yes,' he said, and asked again: 'How many gods are there really, O Yâgñavalkya?''One,' he said.'Yes,' he said, and asked: 'Who are these three and three hundred, three and three thousand?'
3	9	2	Yâgñavalkya replied: 'They are only the various powers of them, in reality there are only thirty-three gods .'He asked: 'Who are those thirty-three?'Yâgñavalkya replied: 'The eight Vasus, the eleven Rudras, the twelve Âdityas. They make thirty-one, and Indra and Pragâpati make the thirty-three .'
3	9	3	He asked: 'Who are the Vasus.'Yâgñavalkya replied: 'Agni (fire), Prithivî (earth), Vâyu (air), Antariksha (sky), Âditya (sun), Dyu (heaven), Kandramas (moon), the Nakshatras (stars), these are the Vasus, for in them all that dwells (this world)  rests; and therefore they are called Vasus.'
3	9	4	He asked: 'Who are the Rudras?'Yâgñavalkya replied: 'These ten vital breaths (prânas, the senses, i.e. the five gñânendriyas, and the five karmendriyas), and Âtman , as the eleventh. When they depart from this mortal body, they make us cry (rodayanti), and because they make us cry, they are called Rudras.'
3	9	5	He asked: 'Who are the Âdityas?'Yâgñavalkya replied: 'The twelve months of the year, and they are Âdityas, because they move along (yanti), taking up everything  (âdadânâh). Because they move along, taking up everything, therefore they are called Âdityas.'
3	9	6	He asked: 'And who is Indra, and who is Pragâpati?'Yâgñavalkya replied: 'Indra is thunder, Pragâpati is the sacrifice.'He asked: 'And what is the thunder?'Yâgñavalkya replied: 'The thunderbolt.'He asked: 'And what is the sacrifice?'Yâgñavalkya replied: 'The (sacrificial) animals.'
3	9	7	He asked: 'Who are the six?'Yâgñavalkya replied: 'Agni (fire), Prithivî (earth), Vâyu (air), Antariksha (sky), Âditya (sun), Dyu (heaven), they are the six, for they are all  this, the six.'
3	9	8	He asked: 'Who are the three gods?'Yâgñavalkya replied: 'These three worlds, for in them all these gods exist.'He asked: 'Who are the two gods?'Yâgñavalkya replied: 'Food and breath.'He asked: 'Who is the one god and a half?'Yâgñavalkya replied: 'He that blows.'
3	9	9	Here they say: 'How is it that he who blows like one only, should be called one and a half (adhyardha)?' And the answer is: 'Because, when the wind was blowing, everything grew (adhyardhnot).'He asked: 'Who is the one god?'Yâgñavalkya replied: 'Breath (prâna), and he is Brahman (the Sûtrâtman), and they call him That (tyad).'
3	9	10	Sâkalya said : 'Whosoever knows that person (or god) whose dwelling (body) is the earth, whose sight (world) is fire , whose mind is light,--the principleof every (living) self, he indeed is a teacher, O Yâgñavalkya.'Yâgñavalkya said: 'I know that person, the principle of every self, of whom thou speakest. This corporeal (material, earthy) person, "he is he." But tell me , Sâkalya, who is his devatâ  (deity)?'Sâkalya replied: 'The Immortal .'
3	9	11	Sâkalya said: 'Whosoever knows that person whose dwelling is love (a body capable of sensual love), whose sight is the heart, whose mind is light.--the principle of every self, he indeed is a teacher, O Yâgñavalkya.'Yâgñavalkya replied: 'I know that person, the principle of every self, of whom thou speakest. This love-made (loving) person, he is he." But tell me, Sâkalya, who is his devatâ?'Sâkalya replied: 'The women .'
3	9	12	Sâkalya said: 'Whosoever knows that person whose dwelling are the colours, whose sight is the eye, whose mind is light,--the principle of every self, he indeed is a teacher, O Yâgñavalkya.'Yâgñavalkya replied: 'I know that person, the principle of every self, of whom thou speakest. That person in the sun, "he is he." But tell me, Sâkalya, who is his devatâ?'Sâkalya replied: 'The True .'
3	9	13	Sâkalya said: 'Whosoever knows that personwhose dwelling is ether, whose sight is the ear, whose mind is light,--the principle of every self, he indeed is a teacher, O Yâgñavalkya.'Yâgñavalkya replied: 'I know that person, the principle of every self, of whom thou speakest. The person who hears  and answers, "he is he." But tell me, Sâkalya, who is his devatâ?'Sâkalya replied: 'Space.'
3	9	14	Sâkalya said: 'Whosoever knows that person whose dwelling is darkness, whose sight is the heart, whose mind is light,--the principle of every self, he indeed is a teacher, O Yâgñavalkya.'Yâgñavalkya replied: 'I know that person, the principle of every self, of whom thou speakest. The shadowy  person, "he is he." But tell me, Sâkalya, who is his devatâ?'Sâkalya replied: 'Death.'
3	9	15	Sâkalya said: 'Whosoever knows that person whose dwelling are (bright) colours, whose sight is the eye, whose mind is light,--the principle of every self, he indeed is a teacher, O Yâgñavalkya.'Yâgñavalkya replied: 'I know that person, the principle of every self, of whom thou speakest. The person in the looking-glass, "he is he." But tell me, Sâkalya, who is his devatâ?'Sâkalya replied: 'Vital breath' (asu).
3	9	16	Sâkalya said: 'Whosoever knows that person whose dwelling is water, whose sight is the heart, whose mind is light,--the principle of every self, he indeed is a teacher, O Yâgñavalkya.'Yâgñavalkya replied: 'I know that person, the principle of every self, of whom thou speakest. The person in the water, "he is he." But tell me, Sâkalya, who is his devatâ?'Sâkalya replied: 'Varuna.'
3	9	17	Sâkalya said: 'Whosoever knows that person whose dwelling is seed, whose sight is the heart, whose mind is light,--the principle of every self, he indeed is a teacher, O Yâgñavalkya.'Yâgñavalkya replied: 'I know that person, the principle of every self, of whom thou speakest. The filial person, "he is he." But tell me, Sâkalya, who is his devatâ?'Sâkalya replied: 'Pragâpati.'
3	9	18	Yâgñavalkya said: 'Sâkalya, did those Brâhmanas (who themselves shrank from the contest) make thee the victim ?'Sâkalya said: 'Yâgñavalkya, because thou hast decried the Brâhmanas of the Kuru-Pañkâlas, what  Brahman dost thou know?'
3	9	19	Yâgñavalkya said: 'I know the quarters with their deities and their abodes.'Sâkalya said: 'If thou knowest the quarters with their deities and their abodes,
3	9	20	'Which is thy deity in the Eastern quarter?'Yâgñavalkya said: 'Âditya (the sun).'Sâkalya said: 'In what does that Âditya abide?'Yâgñavalkya said: 'In the eye.'Sâkalya said: 'In what does the eye abide?'Yâgñavalkya said: 'In the colours, for with the eye he sees the colours.'Sâkalya said: 'And in what then do the colours abide?'Yâgñavalkya said: 'In the heart , for we know colours by the heart, for colours abide in the heart .'Sâkalya said: 'So it is indeed, O Yâgñavalkya.'
3	9	21	Sâkalya said: 'Which is thy deity in the Southern quarter?'Yâgñavalkya said: 'Yama.'Sâkalya said: 'In what does that Yama abide?'Yâgñavalkya said: 'In the sacrifice.'Sâkalya said: 'In what does the sacrifice abide?'Yâgñavalkya said: 'In the Dakshinâ (the gifts to be given to the priests).'Sâkalya said: 'In what does the Dakshinâ abide?'Yâgñavalkya said: 'In Sraddhâ (faith), for if a man believes, then he gives Dakshinâ, and Dakshinâ truly abides in faith.'Sâkalya said: 'And in what then does faith abide?'Yâgñavalkya said: 'In the heart, for by the heart faith knows, and therefore faith abides in the heart.'Sâkalya said: 'So it is indeed, O Yâgñavalkya.'
3	9	22	Sâkalya said: 'Which is thy deity in the Western quarter?'Yâgñavalkya said: 'Varuna.'Sâkalya said: 'In what does that Varuna abide?'Yâgñavalkya said: 'In the water.'Sâkalya said: 'In what does the water abide?'Yâgñavalkya said: 'In the seed.'Sâkalya said: 'And in what does the seed abide?'Yâgñavalkya said: 'In the heart. And therefore also they say of a son who is like his father, that he seems as if slipt from his heart, or made from his heart; for the seed abides in the heart.'Sâkalya said: 'So it is indeed, O Yâgñavalkya.'
3	9	23	Sâkalya said: 'Which is thy deity in the Northern quarter?'Yâgñavalkya said: 'Soma.'Sâkalya said: 'In what does that Soma abide?'Yâgñavalkya said: 'In the Dîkshâ .'Sâkalya said: 'In what does the Dîkshâ abide?'Yâgñavalkya said: 'In the True; and therefore they say to one who has performed the Dîkshâ, Speak what is true, for in the True indeed the Dîkshâ abides.'Sâkalya said: 'And in what does the True abide?'Yâgñavalkya said: 'In the heart, for with the heart do we know what is true, and in the heart indeed the True abides.'Sâkalya said: 'So it is indeed, O Yâgñavalkya.'
3	9	24	Sâkalya said: 'Which is thy deity in the zenith?'Yâgñavalkya said: 'Agni.'Sâkalya said: 'In what does that Agni abide.'Yâgñavalkya said: 'In speech.'Sâkalya said: 'And in what does speech abideYâgñavalkya said: 'In the heart.'Sâkalya said: 'And in what does the heart abide?'2
3	9	25	Yâgñavalkya said: 'O Ahallika , when you think the heart could be anywhere else away from us, if it were away from us, the dogs might eat it, or the birds tear it.'
3	9	26	Sâkalya said: 'And in what dost thou (thy body) and the Self (thy heart) abide?'Yâgñavalkya said: 'In the Prâna (breath).'Sâkalya said: 'In what does the Prâna abide?'Yâgñavalkya said: In the Apâna (down-breathing) .'Sâkalya said: 'In what does the Apâna abide?'Yâgñavalkya said: 'In the Vyâna (back-breathing ) .'Sâkalya said: 'In what does the Vyâna-abide?'Yâgñavalkya said: 'In the Udâna (the out-breathing) .'Sâkalya said: 'In what does the Udâna abide?'Yâgñavalkya said: 'In the Samâna . That Self[paragraph continues] (âtman) is to be described by No, no ! He is incomprehensible, for he cannot be (is not) comprehended; he is imperishable, for he cannot perish; he is unattached, for he does not attach himself; unfettered, he does not suffer, he does not fail.''These are the eight abodes (the earth, &c.), the eight worlds (fire, &c.), the eight gods (the immortal food, &c.), the eight persons (the corporeal, &c.) He who after dividing and uniting these persons , went beyond (the Samâna), that person, taught in the Upanishads, I now ask thee (to teach me). If thou shalt not explain him to me, thy head will fall.'Sâkalya did not know him, and his head fell, nay, thieves took away his bones, mistaking them for something else.
3	9	27	Then Yâgñavalkya said: 'Reverend Brâhmanas, whosoever among you desires to do so, may now question me. Or question me, all of you. Or whosoever among you desires it, I shall question him, or I shall question all of you.But those Brâhmanas durst not (say anything).
3	9	28	Then Yâgñavalkya questioned them with these Slokas:
3	9	29	'As a mighty tree in the forest, so in truth is man, his hairs are the leaves, his outer skin is the bark.
3	9	30	'From his skin flows forth blood, sap from the skin (of the tree); and thus from the woundedman  comes forth blood, as from a tree that is struck.
3	9	31	'The lumps of his flesh are (in the tree) the layers of wood, the fibre is strong like the tendons  . The bones are the (hard) wood within, the marrow is made like the marrow of the tree.
3	9	32	'But, while the tree, when felled, grows up again more young from the root, from what root, tell me, does a mortal grow up, after he has been felled by death?
3	9	33	'Do not say, "from seed," for seed is produced from the living ; but a tree, springing from a grain, clearly  rises again after death .
3	9	34	'If a tree is pulled up with the root, it will not grow again; from what root then, tell me, does a mortal grow up, after he has been felled by death?
3	9	35	'Once born, he is not born (again); for who should create him again ?''Brahman, who is knowledge and bliss, he is the principle, both to him who gives gifts , and also to him who stands firm, and knows.'
4	1	1	When Ganaka Vaideha was sitting (to give audience), Yâgñavalkya approached, and Ganaka Vaideha said: 'Yâgñavalkya, for what object did you come, wishing for cattle, or for subtle questions ?'Yâgñavalkya replied: 'For both, Your Majesty;
4	1	2	'Let us hear what anybody may have told you.'Ganaka Vaideha replied: 'Gitvan Sailini told me that speech (vâk) is Brahman.'Yâgñavalkya said: 'As one who had (the benefit of a good) father, mother, and teacher might tell, so did Sailini  tell you, that speech is Brahman; for what is the use of a dumb person? But did he tell you the body (âyatana) and the resting-place (pratishthâ) of that Brahman?'Ganaka Vaideha said: 'He did not tell me.'Yâgñavalkya said: 'Your Majesty, this (Brahman) stands on one leg only .'Ganaka Vaideha said: 'Then tell me, Yâgñavalkya.'Yâgñavalkya said: 'The tongue is its body, ether its place, and one should worship it as knowledge.'Ganaka Vaideha said: 'What is the nature of that knowledge?'Yâgñavalkya replied: 'Your Majesty, speech itself (is knowledge). For through speech, Your Majesty, a friend is known (to be a friend), and likewise the Rig-Veda, Yagur-veda, Sâma-veda, the Atharvâṅgirasas, the Itihâsa (tradition), Purâna-vidyâ (knowledge of the past), the Upanishads, Slokas (verses), Sûtras (rules), Anuvyâkhyânas and Vyâkhyânas (commentaries , &c.); what is sacrificed, what is poured out, what is (to be) eaten and drunk, this world and the other world, and all creatures. By speech alone, Your Majesty, Brahman is known, speech indeed, O King, is the Highest Brahman. Speech does not desert him who worships that (Brahman) with such knowledge, all creatures approach him, and having become a god, he goes to the gods.'Ganaka Vaideha said: 'I shall give you (for this) a thousand cows with a bull as big as an elephant.'Yâgñavalkya said: 'My father was of opinion that one should not accept a reward without having fully instructed a pupil.'
4	1	3	Yâgñavalkya said: 'Let us hear what anybody may have told you.'Ganaka Vaideha replied: 'Udaṅka Saulbâyana told me that life (prâna)  is Brahman.'Yâgñavalkya said: 'As one who had (the benefit of a good) father, mother, and teacher might tell, so did[paragraph continues] Udaṅka Saulbâyana tell you that life is Brahman; for what is the use of a person without life? But did he tell you the body and the resting-place of that Brahman?'Ganaka Vaideha said: 'He did not tell me.'Yâgñavalkya said: 'Your Majesty, this (Brahman) stands on one leg only.'Ganaka Vaideha said: 'Then tell me, Yâgñavalkya.'Yâgñavalkya said: 'Breath is its body, ether its place, and one should worship it as what is dear.'Ganaka Vaideha said: 'What is the nature of that which is dear?'Yâgñavalkya replied: 'Your Majesty, life itself (is that which is dear);' because for the sake of life, Your Majesty, a man sacrifices even for him who is unworthy of sacrifice, he accepts presents from him who is not worthy to bestow presents, nay, he goes to a country, even when there is fear of being hurt , for the sake of life. Life, O King, is the Highest Brahman. Life does not desert him who worships that (Brahman) with such knowledge, all creatures approach him, and having become a god, he goes to the gods.'Ganaka Vaideha said: 'I shall give you (for this) a thousand cows with a bull as big as an elephant.'Yâgñavalkya said: 'My father was of opinion that one should not accept a reward without having fully instructed a pupil.'
4	1	4	Yâgñavalkya said: 'Let us hear what anybody may have told you.'Ganaka Vaideha replied: 'Barku Vârshna told me that sight (kakshus) is Brahman.'Yâgñavalkya said: 'As one who had (the benefit of a good) father, mother, and teacher might tell, so did Barku Vârshna tell you that sight is Brahman; for what is the use of a person who cannot see? But did he tell you the body and the resting-place of that Brahman?'Ganaka Vaideha said: 'He did not tell me.'Yâgñavalkya said: 'Your Majesty, this (Brahman) stands on one leg only.'Ganaka Vaideha said: 'Then tell me, Yâgñavalkya.'Yâgñavalkya said: 'The eye is its body, ether its place, and one should worship it as what is true.'Ganaka Vaideha said: 'What is the nature of that which is true?'Yâgñavalkya replied: 'Your Majesty, sight itself (is that which is true); for if they say to a man who sees with his eye, "Didst thou see?" and he says, "I saw," then it is true. Sight, O King, is the Highest Brahman. Sight does not desert him who worships that (Brahman) with such knowledge, all creatures approach him, and having become a god, he goes to the gods.'Ganaka Vaideha said: 'I shall give you (for this) a thousand cows with a bull as big as an elephant.'Yâgñavalkya said: 'My father was of opinion that one should not accept a reward without having fully instructed a pupil.'
4	1	5	Yâgñavalkya said: 'Let us hear what anybody may have told you.'Ganaka Vaideha replied: 'Gardabhîvibhîta Bhâradvâga told me that hearing (sruta) is Brahman.'Yâgñavalkya said: 'As one who had (the benefit of a good) father, mother, and teacher might tell, so did Gardabhîvibhîta Bhâradvâga tell you that hearing is Brahman; for what is the use of a person who cannot hear? But did he tell you the body and the resting-place of that Brahman?'Ganaka Vaideha said: 'He did not tell me.'Yâgñavalkya said: 'Your Majesty, this (Brahman) stands on one leg only.'Ganaka Vaideha said: 'Then tell me, Yâgñavalkya.'Yâgñavalkya said: 'The ear is its body, ether its place, and we should worship it as what is endless.'Ganaka Vaideha said: 'What is the nature of that which is endless?'Yâgñavalkya, replied: 'Your Majesty, space (disah) itself (is that which is endless), and therefore to whatever space (quarter) he goes, he never comes to the end of it. For space is endless. Space indeed, O King, is hearing , and hearing indeed, O King, is the Highest Brahman. Hearing does not desert him who worships that (Brahman) with such knowledge, all creatures approach him, and having become a god, he goes to the gods.'Ganaka Vaideha said: 'I shall give you (for this) a thousand cows with a bull as big as an elephant.'Yâgñavalkya said: 'My father was of opinion that one should not accept a reward without having fully instructed a pupil.'
4	1	6	Yâgñavalkya said: 'Let us hear what anybody may have told you.'Ganaka Vaideha replied: 'Satyakâma Gâbâla told me that mind  (manas) is Brahman.'Yâgñavalkya said: 'As one who had (the benefit of a good) father, mother, and teacher might tell, so did Satyakâma Gâbâla tell you that mind is Brahman; for what is the use of a person without mind? But did he tell you the body and the resting-place of that Brahman?'Ganaka Vaideha said: 'He did not tell me.'Yâgñavalkya said: 'Your Majesty, this (Brahman) stands on one leg only.'Ganaka Vaideha said: 'Then tell me, Yâgñavalkya.'Yâgñavalkya said: 'Mind itself is its body, ether its place, and we should worship it as bliss.'Ganaka Vaideha said: 'What is the nature of bliss?'Yâgñavalkya replied: 'Your Majesty, mind itself; for with the mind does a man desire a woman, and a like son is born of her, and he is bliss. Mind indeed, O King, is the Highest Brahman. Mind does not desert him who worships that (Brahman) with such knowledge, all creatures approach him, and having become a god, he goes to the gods.'Ganaka Vaideha said: 'I shall give you (for this) a thousand cows with a bull as big as an elephant.'Yâgñavalkya said: 'My father was of opinion that one should not accept a reward without having fully instructed a pupil.'
4	1	7	Yâgñavalkya said: 'Let us hear what anybody may have told you.'Ganaka Vaideha replied: 'Vidagdha Sâkalya told me that the heart (hridaya) is Brahman.'Yâgñavalkya said: 'As one who had (the benefitof a good) father, mother, and teacher might tell, so did Vidagdha Sâkalya tell you that the heart is Brahman; for what is the use of a person without a heart? But did he tell you the body and the resting-place of that Brahman?'Ganaka Vaideha said: 'He did not tell me.'Yâgñavalkya said: 'Your Majesty, this (Brahman) stands on one leg only.'Ganaka Vaideha said: 'Then tell me, Yâgñavalkya.'Yâgñavalkya said: 'The heart itself is its body, ether its place, and we should worship it as certainty (sthiti).'Ganaka Vaideha said: 'What is the nature of certainty?'Yâgñavalkya replied: 'Your Majesty, the heart itself; for the heart indeed, O King, is the body of all things, the heart is the resting-place of all things, for in the heart, O King, all things rest. The heart indeed, O King, is the Highest Brahman. The heart does not desert him who worships that (Brahman) with such knowledge, all creatures approach him, and having become a god, he goes to the gods.'Ganaka Vaideha said: 'I shall give you (for this) a thousand cows with a bull as big as an elephant.'Yâgñavalkya said: 'My father was of opinion that one should not accept a reward without having fully instructed a pupil.'
4	2	1	Ganaka Vaideha, descending from his throne, said: 'I bow to you, O Yâgñavalkya, teach me.'Yâgñavalkya said: 'Your Majesty, as a man who wishes to make a long journey, would furnish himself with a chariot or a ship, thus is your mind wellfurnished by these Upanishads . You are honourable, and wealthy, you have learnt the Vedas and been told the Upanishads. Whither then will you go when departing hence?'Ganaka Vaideha said: 'Sir, I do not know whither I shall go.'Yâgñavalkya said: 'Then I shall tell you this, whither you will go.'Ganaka Vaideha said: 'Tell it, Sir.'
4	2	2	Yâgñavalkya said: 'That person who is in the right eye , he is called Indha, and him who is Indha they call indeed  Indra mysteriously, for the gods love what is mysterious, and dislike what is evident.
4	2	3	'Now that which in the shape of a person is in the right eye, is his wife, Virâg . Their meeting-place  is the ether within the heart, and their food the red lump within the heart. Again, their covering  is that which is like net-work within the heart, and the road on which they move (from sleep to waking) is the artery that rises upwards from the heart. Like a hair divided into a thousand parts, so are the veins of it, which are called Hita , placedfirmly within the heart. Through these indeed that (food) flows on flowing, and he (the Taigasa) receives as it were purer food  than the corporeal Self (the Vaisvânara).
4	2	4	'His (the Taigasa's) Eastern quarter are the prânas (breath) which go to the East;'His Southern quarter are the prânas which go to the South;'His Western quarter are the prânas which go to the West;'His Northern quarter are the prânas which go to the North;'His Upper (Zenith) quarter are the prânas which go upward;'His Lower (Nadir) quarter are the prânas which go downward;'All the quarters are all the prânas. And he (the Âtman in that state) can only be described by No , no! He is incomprehensible, for he cannot be comprehended; he is undecaying, for he cannot decay; he is not attached, for he does not attach himself; he is unbound, he does not suffer, he does not perish. O Ganaka, you have indeed reached fearlessness,'--thus said Yâgñavalkya.Then Ganaka said: 'May that fearlessness come to you also who teachest us fearlessness. I bow to you. Here are the Videhas, and here am I (thy slave).'
4	3	1	Yâgñavalkya came to Ganaka Vaideha, and he did not mean to speak with him . But when formerly[paragraph continues] Ganaka Vaideha and Yâgñavalkya had a disputation on the Agnihotra, Yâgñavalkya had granted him a boon, and he chose (for a boon) that he might be free to ask him any question he liked. Yâgñavalkya granted it, and thus the King was the first to ask him a question.
4	3	2	'Yâgñavalkya,' he said, 'what is the light of man ?'Yâgñavalkya replied: 'The sun, O King; for, having the sun alone for his light, man sits, moves about, does his work, and returns.'Ganaka Vaideha said: 'So indeed it is, O Yâgñavalkya.'
4	3	3	Ganaka Vaideha said: 'When the sun has set, O Yâgñavalkya, what is then the light of man?'Yâgñavalkya replied: 'The moon indeed is his light; for, having the moon alone for his light, man sits, moves about, does his work, and returns.'Ganaka Vaideha said: 'So indeed it is, O Yâgñavalkya.'
4	3	4	Ganaka Vaideha said: 'When the sun has set, O Yâgñavalkya, and the moon has set, what is the light of man?'Yâgñavalkya replied: 'Fire indeed is his light;for, having fire alone for his light, man sits, moves about, does his work, and returns.'
4	3	5	Ganaka Vaideha said: 'When the sun has set, O Yâgñavalkya, and the moon has set, and the fire is gone out, what is then the light of man?'Yâgñavalkya replied: 'Sound indeed is his light; for, having sound alone for his light, man sits, moves about, does his work, and returns. Therefore, O King, when one cannot see even one's own hand, yet when a sound is raised, one goes towards it.'Ganaka Vaideha said: 'So indeed it is, O Yâgñavalkya.'
4	3	6	Ganaka Vaideha said: 'When the sun has set, O Yâgñavalkya, and the moon has set, and the fire is gone out, and the sound hushed, what is then the light of man?'Yâgñavalkya said: 'The Self indeed is his light; for, having the Self alone as his light, man sits, moves about, does his work, and returns.'
4	3	7	Ganaka Vaideha said: 'Who is that Self?'Yâgñavalkya replied: 'He who is within the heart, surrounded by the Prânas  (senses), the person of light, consisting of knowledge. He, remaining the same, wanders along the two worlds , as if  thinking, as if moving. During sleep (in dream) he transcends this world and all the forms of death (all that falls under the sway of death, all that is perishable).
4	3	8	'On being born that person, assuming his body,becomes united with all evils; when he departs and dies, he leaves all evils behind.
4	3	9	'And there are two states for that person, the one here in this world, the other in the other world, and as a third  an intermediate state, the state of sleep. When in that intermediate state, he sees both those states together, the one here in this world, and the other in the other world. Now whatever his admission to the other world may be, having gained that admission, he sees both the evils and the blessings .'And when he falls asleep, then after having taken away with him the material from the whole world, destroying  and building it up again, he sleeps (dreams) by his own light. In that state the person is self-illuminated.
4	3	10	'There are no (real) chariots in that state, no horses, no roads, but he himself sends forth (creates) chariots, horses, and roads. There are no blessings there, no happiness, no joys, but he himself sends forth (creates) blessings, happiness, and joys. Thereare no tanks there, no lakes, no rivers, but he himself sends forth (creates) tanks, lakes, and rivers. He indeed is the maker.
4	3	11	'On this there are these verses:'After having subdued by sleep all that belongs to the body, he, not asleep himself, looks down upon the sleeping (senses). Having assumed light, he goes again to his place, the golden person , the lonely bird. (1)
4	3	12	'Guarding with the breath (prâna, life) the lower nest, the immortal moves away from the nest; that immortal one goes wherever he likes, the golden person, the lonely bird. (2)
4	3	13	'Going up and down in his dream, the god makes manifold shapes for himself, either rejoicing together with women, or laughing (with his friends), or seeing terrible sights. (3)
4	3	14	'People may see his playground  but himself no one ever sees. Therefore they say, Let no one wake a man suddenly, for it is not easy to remedy, if he does not get back (rightly to his body)."'Here some people (object and) say: "No, this (sleep) is the same as the place of waking, for what he sees while awake, that only he sees when asleep ."No, here (in sleep) the person is self-illuminated (as we explained before).'Ganaka Vaideha said: 'I give you, Sir, a thousand. Speak on for the sake of (my) emancipation.'
4	3	15	Yâgñavalkya said: 'That (person) having enjoyed himself in that state of bliss (samprasâda, deep sleep), having moved about and seen both good and evil, hastens back again as he came, to the place from which he started (the place of sleep), to dream . And whatever he may have seen there, he is not followed (affected) by it, for that person is not attached to anything.'Ganaka Vaideha said: 'So it is indeed, Yâgñavalkya.[paragraph continues] I give you, Sir, a thousand. Speak on for the sake of emancipation.'
4	3	16	Yâgñavalkya said: 'That (person) having enjoyed himself in that sleep (dream), having moved about and seen both good and evil, hastens back again as he came, to the place from which he started, to be awake. And whatever he may have seen there, he is not followed (affected) by it, for that person is not attached to anything.'Ganaka Vaideha said: 'So it is indeed, Yâgñavalkya. I give you, Sir, a thousand. Speak on for the sake of emancipation.'
4	3	17	Yâgñavalkya said: 'That (person) having enjoyed himself in that state of waking, having moved about and seen both good and evil, hastens back again as he came, to the place from which he started, to the state of sleeping (dream).
4	3	18	'In fact, as a large fish moves along the two banks of a river, the right and the left, so does that person move along these two states, the state of sleeping and the state of waking.
4	3	19	'And as a falcon, or any other (swift) bird, after he has roamed about here in the air, becomes tired, and folding his wings is carried to his nest, so does that person hasten to that state where, when asleep, he desires no more desires, and dreams no more dreams.
4	3	20	'There are in his body the veins called Hitâ, which are as small as a hair divided a thousandfold, full of white, blue, yellow, green, and red . Nowwhen, as it were, they kill him, when, as it were they overcome him, when, as it were, an elephant chases him, when, as it were, he falls into a well, he fancies, through ignorance, that danger which he (commonly) sees in waking. But when he fancies that he is, as it were, a god, or that he is, as it were, a king , or "I am this altogether," that is his highest world .
4	3	21	'This indeed is his (true) form, free from desires, free from evil, free from fear . Now as a man, when embraced by a beloved wife, knows nothing that is without, nothing that is within, thus this person, when embraced by the intelligent (prâgña) Self, knows nothing that is without, nothing that is within. This indeed is his (true) form, in which his wishes are fulfilled, in which the Self (only) ishis wish, in which no wish is left,--free from any sorrow .
4	3	22	'Then a father is not a father, a mother not a mother, the worlds not worlds, the gods not gods, the Vedas not Vedas. Then a thief is not a thief, a murderer not a murderer , a Kândâla  not a Kândâla, a Paulkasa  not a Paulkasa, a Sramana  not a Sramana, a Tâpasa  not a Tâpasa. He is not followed by good, not followed by evil, for he has then overcome all the sorrows of the heart .
4	3	23	'And when (it is said that) there (in the Sushupti) he does not see, yet he is seeing, though he does not see . For sight is inseparable from theseer, because it cannot perish. But there is then no second, nothing else different from him that he could see.
4	3	24	'And when (it is said that) there (in the Sushupti) he does not smell, yet he is smelling, though he does not smell. For smelling is inseparable from the smeller, because it cannot perish. But there is then no second, nothing else different from him that he could smell.
4	3	25	'And when (it is said that) there (in the Sushupti) he does not taste, yet he is tasting, though he does not taste. For tasting is inseparable from the taster, because it cannot perish. But there is then no second, nothing else different from him that he could taste.
4	3	26	'And when (it is said that) there (in the Sushupti) he does not speak, yet he is speaking, though he does not speak. For speaking is inseparable from the speaker, because it cannot perish. But there is then no second, nothing else different from him that he could speak.
4	3	27	'And when (it is said that) there (in the Sushupti) he does not hear, yet he is hearing, though he does not hear. For hearing is inseparable from the hearer, because it cannot perish. But. there is then no second, nothing else different from him that he could hear.
4	3	28	'And when (it is said that) there (in the Sushupti) he does not think, yet he is thinking, though he does not think. For thinking is inseparable from the thinker, because it cannot perish.[paragraph continues] But there is then no second, nothing else different from him that he could think.
4	3	29	'And when (it is said that) there (in the Sushupti) he does not touch, yet he is touching, though he does not touch. For touching is inseparable from the toucher, because it cannot perish. But there is then no second, nothing else different from him that he could think.
4	3	30	'And when (it is said that) there (in the Sushupti) he does not know, yet he is knowing, though he does not know. For knowing is inseparable from the knower, because it cannot perish. But there is then no second, nothing else different from him that he could know.
4	3	31	'When (in waking and dreaming) there is, as it were, another, then can one see the other, then can one smell the other, then can one speak to the other, then can one hear the other, then can one think the other, then can one touch the other, then can one know the other.
4	3	32	'An ocean  is that one seer, without any duality; this is the Brahma-world , O King.' Thus did Yâgñavalkya teach him. This is his highest goal, this is his highest Success, this is his highest world, this is his highest bliss. All other creatures live on a small portion of that bliss.
