Title_of_Law_no	Text_no	Hymn
6	12	If such a cow meets with an accident, he shall struggle to protect her as best he may. If he is unable (to rescue her) he shall go in haste to announce it to his master.
6	13	Should he neither struggle to protect (the cow), nor raise a cry, nor announce it to his master, the herdsman must make good the value of the cow (to the owner), and (must pay) a fine to the king.
6	14	But the herdsman alone shall make good (the loss of an animal) which has strayed, or been destroyed by worms, or slain by dogs, or met its death (by tumbling) into a pit, if he did not duly exert himself (to prevent such accidents).
6	15	So if goats or sheep are surrounded by wolves, and the herdsman does not come (to their assistance), he shall be responsible for any (animal) which a wolf may attack and kill.
6	16	But for (an animal) seized by robbers, though he raised a cry, the herdsman shall not be bound to pay, provided he gives notice to his master at the proper place and time.
6	17	It is according to these principles that all disputes arising with herdsmen have to be settled. In case of the (natural) death (of an animal entrusted to his care the herdsman) is free from blame, if he can produce the tail, the horns, and the rest.
6	18	If a public woman declines to receive a man after having received her fee, she shall pay twice the amount (of the fee). The same (fine shall be imposed) on a man who does not pay the (stipulated) fee, after having had connexion with a woman (of this description).
6	19	Should a man unnaturally abuse the person (of a public woman) or cause her to be approached by many: he must pay eight times the amount (of the stipulated fee), and a fine to the same amount.
6	20	If a man has built a house on the ground of a stranger and lives in it, paying rent for it, he may take with him, when he leaves the house, the thatch, the timber, the bricks, and other (building materials).
6	21	But if he has been residing on the groundof a stranger, without paying rent and against that man's wish, he shall by no means take with him, on leaving it, the thatch and the timber.
6	22	Hired commodities shall be restored (by the hirer), when the fixed period has expired. The hirer must make good whatever may have been spoiled or destroyed except in the case of (inevitable) accident.
7	1	When property kept as a deposit, or the property of a stranger lost (by him) and found (by another man), or stolen articles, are sold in secret, it has to be considered as a 'Sale Effected by Another than the Rightful Owner.'
7	2	When a chattel, which had been sold by another person than the owner, has been recoveredby the owner, he may keep it. No blame attaches to a sale effected in public, but a clandestine sale is viewed in the same light as theft according to law.
7	3	If a man buys from a slave who has not been authorized (to sell) by his master, or from a rogue, or in secret, or at a very low price, or at an improper time, he is as guilty as the seller.
7	4	The purchaser must not make a secret of the way in which he came by a chattel (purchased by him). He becomes free from blame if he can point out the way in which the chattel was acquired by him. In any other case he is equally guilty with the vendor, and shall suffer the punishment of a thief.
7	5	The vendor shall restore his property to the rightful owner, and shall pay to the buyer the price for which it was sold to him; besides that he shall pay a fine to the king. Such is the rule in the caseof a sale effected by another than the rightful owner.
7	6	If any one finds a treasure, which had been deposited by a stranger, he shall take it to the king. Every treasure, found by members of any caste, belongs to the king, excepting (those treasures which have been found by) members of the Brahman caste.
7	7	A Brahman even, when he has found a treasure, must at once give notice to the king. If the king gives it to him he may enjoy it. If he does not give notice, he is (viewed as) a thief.
7	8	Of his own property also, which he had lost and found again afterwards, a man must give notice to the king. If he does so, he may keep it as his lawful property. It is not his lawful property otherwise.
8	1	When merchandise has been sold for a (certain) price and is not delivered to the purchaser, it is termed Non-delivery of a Sold Chattel, a title of law.
8	2	Property in this world is of two kinds, movable and immovable. All that is termed merchandise in the laws regarding purchase and sale.
8	3	The rule regarding the gift and receipt ofmerchandise is declared sixfold by the learned: (what is sold) by tale, by weight, by measure, according to work, according to its beauty, and according to its splendour.
8	4	If a man sells property for a certain price, and does not hand it over to the purchaser, he shall have to pay its produce, if it is immovable, and the profits arising on it, if it is movable property.
8	5	If there has been a fall in the market value of the article in question (in the interval, the purchaser) shall receive both the article itself, and together with it the difference (in point of value). This law applies to those who are inhabitants of the same place; but to those who travel abroad, theprofit arising from (dealing in) foreign countries shall be made over (as well).
8	6	If the article (sold) should have been injured, or destroyed by fire, or carried off, the loss shall be charged to the seller, because he did not deliver it after it had been sold by him.
8	7	When a man shows one thing, which is faultless (to the intending purchaser), and (afterwards) delivers another thing to him, which has a blemish, he shall be compelled to pay twice its value (to the purchaser), and an equal amount as a fine.
8	8	So when a man sells something to one person, and (afterwards) delivers it to another person, he shall be compelled to pay twice its value (to the purchaser), and a fine to the king.
8	9	When a purchaser does not accept an article purchased by himself, which is delivered to him (by the vendor), the vendor commits no wrong by selling it to a different person.
8	10	Thus has the rule been declared with regardto that merchandise for which the price has been tendered. When the price has not been tendered, there is no offence to be imputed to the vendor, except in the case of a special agreement.
8	11	It is for the sake of gain that merchants are in the habit of buying and selling merchandise of every sort. That gain is, in proportion to the price, either great or the reverse.
8	12	Therefore shall merchants fix a just price for their merchandise, according to the locality and season, and let them refrain from dishonest dealings. Thus (by adhering to these principles) traffic becomes an honest profession.
9	1	When a purchaser, after having purchased an article for a (certain) price, repents (of the purchase made by himself), it is termed Rescission of Purchase, a title of law.
9	2	When a purchaser, after having purchased an article for a (certain) price, thinks he has made a foolish bargain, he may return it to the vendor on the same day, in an undamaged condition.
9	3	When the purchaser returns it on the second day (after the purchase has been made), he shall lose a thirtieth part of the price. (He shall lose) twice as much on the third day. After that time, the purchaser is bound to keep it.
9	4	The (intending) purchaser shall first examine an article (before purchasing it), in order to find out its good and bad qualities. That which has been approved by the purchaser after close examination, cannot be returned to the vendor.
9	5	Milch cattle may be examined for three days; animals of burden, for five days; and in the case of precious stones, pearls, and coral, the period of examination may extend over seven days.
9	6	Bipeds shall be examined within half a month; a female, within twice the same (space of time); all sorts of grain, within ten days; iron and clothes, within a single day.
9	7	A worn gown, which is in a ragged condition and soiled with dirt, cannot be returned to the vendor, if it was in that blemished state at the time when the purchase was effected.
9	8	Wearing apparel loses the eighth part of its value on being washed for the first time; the fourthpart (on being washed) for the second time; the third part (on being washed) for the third time; and one half (on being washed) for the fourth time.
9	9	One half of the original value having been lost, a quarter (of the reduced value) shall be deducted henceforth, till the fringe is tattered and (the cloth) in rags. In the case of tattered cloth, there is no rule regarding the reduction of its value (through being washed).
9	10	There is no other way for preparing metallic apparatus of any sort than by forging it in fire according to the rules (of art). While they are being forged, (the weight of) the metals is diminished by exposure in fire.
9	11	Gold is not injured at all (by such treatment). On silver, the loss amounts to two Palas in the hundred. On tin and lead, the loss is eight Palas in the hundred.
9	12	On copper, as well as on utensils made of it, the loss should be known to be five Palas (in the hundred). As for iron, there is no fixed rule regarding the loss arising on it, because it is different in nature from the other metals.
9	13	The loss and gain arising from the preparation of cloth shall be stated (next). On yarns made of cotton or wool, the increase of value amounts to ten in the hundred.
9	14	(This rule has reference) to large tissue (only). In the case of (tissue of) middle size, five in the hundred (is gained). In the case of very fine tissue, the gain is said to amount to three Palas in the hundred.
9	15	In the case of cloth made of the hair of an animal, and of embroidered cloth, the loss amounts to one-thirtieth. In the case of silk stuff and of cloth prepared from the inner bark of trees, the gain is the same (as the loss in the preceding case). Nor is there any loss (in these cases).
9	16	A merchant who is acquainted with the qualities of the merchandise (he deals in) must notannul a purchase, after having once made it. He ought to know all about the profit and loss on merchandise, and its origin.
10	1	The aggregate of the rules settled amongst heretics, followers of the Veda (Naigamas) and others, is called Samaya (compact, or established usage). Thus arises a title of law, termed Transgression of a Compact.
10	2	Among heretics, followers of the Veda (Naigamas), guilds (of merchants), corporations (Pûgas), troops (of soldiers), assemblages (of kinsmen), and other (associations) the king must maintain the usages (settled among them), both in fortified towns and in the open country.
10	3	Whatever be their laws, their (religious) duties, (the rules regarding) their attendance, and the (particular mode of) livelihood prescribed for them, that the king shall approve of.
10	4	The king shall prevent them from undertaking such acts as would be either opposed (to the wishes of the king), or contemptible in their nature, or injurious to his interests.
10	5	Mixed assemblages, unlawful wearing of arms, and mutual attacks between those persons shall not be tolerated by the king.
10	6	Those who cause dissension among the members of an association, shall undergo punishment of a specially severe kind; because they would prove extremely dangerous, like an (epidemic) disease, if they were allowed to go free.
10	7	Whenever a criminal act, opposed to the dictates of morality, has been attempted, a king desirous of prosperity shall redress it.
11	1	Whenever (a decision has to be given) in regard to landed property, whether it be a dike (or bridge), a field, a boundary, a tilled piece of ground, or a waste, it is termed a Boundary Dispute.
11	2	In all quarrels regarding landed property or boundaries, the decision rests with the neighbours, the inhabitants of the same town or village, the (other) members of the same community, and the senior (inhabitants of the district),
11	3	(As also) with those living outside on the outskirts of the village and who live by the tillage of fields situated in those parts, and with herdsmen, bird-catchers, hunters, and other inhabitants of the woods.
11	4	These men shall determine the boundary, in accordance with the (old) landmarks, (such as) chaff of grain, coal, pot-sherds, wells, sanctuaries, trees,
11	5	Objects of general notoriety, such as ant-hills, artificial mounds, slopes, hills and the like, and fields, gardens, roads, and old dikes.
11	6	When a piece of ground has been carried off by a stream, or abandoned (by the owner), or when the boundary marks have been destroyed, (they shall fix the boundary) according to the inference to be drawn from (an inspection of) the spot, and according to the traces of possession (held by the former owner).
11	7	Should the neighbours speak falsely, when called upon to decide a question of this sort, they shall all be punished one by one by the king, each having to pay the fine of the (second or) middlemost degree.
11	8	The corporation, the senior (inhabitants ofthe district) and the rest shall also receive punishment one by one: they shall have to pay the fine of the first degree, if they make false statements.
11	9	The boundary should not be fixed by one man single-handed, though he be a reliable person. This business should be entrusted to a plurality of persons, because it is an affair of importance.
11	10	Should a single man undertake to fix the boundary, (he must do so) after having kept a fast, in a collected frame of mind, wearing a garland of red flowers and a (red) cloak, having strewed earth on his head.
11	11	Should there be no persons conversant (with the true state of the question) and no boundary marks, then the king himself shall fix the boundary between the two estates, as he thinks best.
11	12	According to this rule let all contests be decided in regard to houses, gardens, reservoirs of water, sanctuaries and the rest, as well as the space intermediate between two villages.
11	13	When trees have grown on the boundary (or ridge) separating two contiguous fields, the fruits and blossoms shall be assigned to the owners of the two fields in common.
11	14	When the boughs (or offshoots) of trees grown on the field of one man should take root in the field of another man, they must be known to belong by right to the owner (of that field), because they have sprung forth in another field (than the stem of the tree).
11	15	A cross-road, the sanctuary of a deity, a street, and a public road must not be obstructed by (a place for) ordure, a terrace, a pit, an aqueduct, the edge of a thatch (syandanikâ), or the like (obstructions).
11	16	Should any one cause such obstruction through inadvertency or by force, the king shall impose on him a fine of the highest degree.
11	17	The (erection of a) dike in the middle of another man's field is not a prohibited act, as it may be productive of considerable advantage, whereas the loss is trifling. That is to be desired as (comparative) gain where there is (a slight) loss (only).
11	18	There are two sorts of dikes (or watercourses), one (called kheya) which is dug into the ground, and (another called bandhya) which prevents the access of water. A kheya dike serves the purpose of irrigation, a bandhya dike serves to keep the water off.
11	19	No grain is (ever produced) without water;but too much water tends to spoil the grain. An inundation is as injurious (to growth) as a dearth of water.
11	20	If a man were to put in repair a dike erected long ago, but decayed, without asking the permission of the owner, he shall not have (the use and) profits of it.
11	21	However, after the death of the owner or of another man sprung from the same race (who has succeeded to his property), he may repair the dike, after having been authorized to do so by the king.
11	22	By acting otherwise he will get into trouble, in the same way as the hunter (of the tale). The shafts of him are spent in vain who hits again and again one who has been hit already.
11	23	When the owner of a field is unable (to cultivate it), or dead, or gone no one knows whither, any stranger who undertakes its cultivation unchecked (by the owner or others) shall be allowed to keep the produce.
11	24	When the owner returns while the strangeris engaged in cultivating the field, (the owner) shall recover his field, after having paid (to the cultivator) the whole expense incurred in tilling the waste.
11	25	A deduction of an eighth part (shall be made), till seven years have elapsed. But when the eighth year arrives, (the owner) shall recover the field cultivated (by the other, as his independent property).
11	26	A tract of land (which has not been under cultivation) for a year is called Ardhakhila (half-waste). That which has not been (under cultivation) for three years is called Khila (waste). That which has not been under cultivation for five years is no better than a forest.
11	27	A field which has been held by three generations in succession, and a house which has been inherited from an ancestor, cannot be estranged (from its legitimate owner) by force of possession, except when the king wills it so.
11	28	When grain has been destroyed by cows orother cattle crossing a fence, the herdsman deserves punishment in that case, unless he should have done his best to keep the cattle off.
11	29	When grain has been destroyed (altogether), with the root, the owner of it may claim a corresponding quantity of grain (as damages); the herdsman shall be corporally punished; and on his master he shall impose a fine.
11	30	A cow within ten days after her calving, a full grown bull, a horse, and an elephant shall be kept off carefully. The owner of any one out of these animals is not liable to punishment (should they do mischief).
11	31	For (mischief done by) a cow he shall inflict a fine of one Mâsha; for (mischief done by) a female buffalo, two Mâshas; in the case of a goat or sheep (trespassing) with its young, the fine shall amount to half a Mâsha.
11	32	The (owners of) elephants and horses shall not have to pay any fine; for they are looked upon as protectors of (the king's) subjects. Impunity is (likewise) granted to (the owner of) a strayed cow,of one that has recently calved, and of one unmanageable.
11	33	(As also to the owner of) one that has lost her way, or broken down, or stuck (in marshy ground), or (of) a bull marked with the sign of consecration. Four times (the amount of the damage done) is declared (to be the fine) in the case of (a cow) whose nostrils have been pierced and who abides in the field.
11	34	When the cattle lie down in the field (after grazing), the fine to be inflicted shall be double; when they remain (in the field for the night), it shall be four times (the ordinary amount); when they graze in the sight (of the keeper), that man shall be punished even as a thief.
11	35	When cows, straying through the fault oftheir keeper, have entered a field, no punishment shall be inflicted on the owner of the cows; the herdsman (alone) is punishable (for the damage done by them).
11	36	When (a herdsman) has been seized by the king or (devoured) by an alligator, or struck by Indra's thunderbolt, or bitten by a serpent, or fallen from a tree,
11	37	Or killed by a tiger or other (ferocious animal), or smitten by a disease of any sort, no offence can be imputed either to the herdsman or to the owner of the cattle.
11	38	When a man claims damages for grain consumed by cattle (grazing in his field), that quantity of grain must be restored to him (by the owner of the cattle), which has been consumed in the field in the estimation of the neighbours.
11	39	The cows shall be given up to their owner, and the grain to the husbandman. In the same way a fine shall be imposed on the herdsman when grain has been trodden down (by cows).
11	40	When a field is situate on the borders of a village, or contiguous to a pasture ground, or adjacent to a high road, the herdsman is not reprehensible for the destruction of grain (in that field), if the field is not protected by a fence.
11	41	On (that side of) the field which faces the road a fence shall be made over which a camel cannot look, nor cattle or horses jump, and which a boar cannot break through.
11	42	A householder's house and his field are considered as the two fundaments of his existence. Therefore let not the king upset either of them; for that is the root of householders.
11	43	When his people are flourishing, the religious merit and the treasure of a king are sure to be in a flourishing state as well. When (the people) cease to prosper, (his merit and his treasure) are sure to abate as well. Therefore he must never lose sight of (that) cause of prosperity.
12	1	That title of law in which the legal rules for women and men regarding marriage and the other (mutual relations between them) are laid down is called The Mutual Duties of Husband and Wife.
12	2	When a woman and man are to unite (as wife and husband), the choice of the bride must take place first of all. The choice of the bride is succeeded by the (ceremony of) joining the bride and bridegroom's hands. Thus the ceremony (of marriage) is twofold.
12	3	Of these two parts (of the marriage ceremony) the choice of the bride is declared to lose its binding force, when a blemish is (subsequently) discovered (in either of the two parties). The Mantra (prayer), which is recited during the ceremony of joining the bride and bridegroom's hands, is the permanent token of matrimony.
12	4	When a Brahman, Kshatriya, Vaisya, or Sûdra takes a wife, it is best for him to take her out of his own caste; and so is a member of her own caste the (most eligible) husband for a woman (of any caste).
12	5	A Brahman may marry three wives of different caste, in the direct order of the castes; and so maya Sûdra woman take a husband of any of the three castes above her own.
12	6	For a Kshatriya, two wives differing (from him) in caste are permitted; for a Vaisya, a single wife differing (from him) in caste. (On the other hand), a Vaisya woman may take a husband of two different castes; and a Kshatriya woman may take a husband of one different caste.
12	7	Sagotras and Samânapravaras are ineligible for marriage up to the fifth and seventh degrees of relationship respectively, on the father's and mother's side.
12	8	The man must undergo an examination with regard to his virile; when the fact of his virile has been placed beyond doubt, he shall obtain the maiden, (but not otherwise.)
12	9	If his collar-bone, his knee, and his bones (ingeneral) are strongly made; if his shoulders and his hair are (also) strongly made; if the nape of his neck is stout, and his thigh and his skin delicate; if his gait and his voice is vigorous;
12	10	If his semen, when thrown into water, does not swim on the surface; and if his urine is rich and foamy: by these tokens may a potent man be known; and one impotent by the opposite characteristics.
12	11	Fourteen species of impotent men are distinguished by the sages, according to the rules of science, including both the curable and incurable. The rules regarding them shall be given in order.
12	12	One naturally impotent, one whose testicles have been cut out, a Pakshashandha, one who has been deprived of his potency by a curse of his spiritual guide, or by illness, or by the wrath of a deity,
12	13	One jealous, a Sevya, one whose semen is (evanescent) as air, a Mukhebhaga, one who spillshis semen, one whose semen is devoid of strength, one timorous, and one who is potent with another woman (than his wife) only, (these are the fourteen sorts of impotent persons.)
12	14	Among these, the two first are incurable; the one called Pakshashandha should wait for a month; the (three) named after him shall have to wait for a year.
12	15	Those four, among whom, in the above enumeration, the one jealous comes first, shall be avoided by their wives just like an outcast, though they may have been enjoyed by them.
12	16	For the wife of one who spills his semen, or whose semen is devoid of strength, though they may have discharged their marital duties, another husband must be procured, after she has waited for half a year.
12	17	If a man is timorous, he fails when he is aboutto approach his wife; such a feeble man shall be stirred up by bringing before him other men's wives or young maidens, &c.
12	18	If a man is potent with another woman but impotent with his own wife, his wife shall take another husband. This is a law promulgated by the Creator of the world.
12	19	Women have been created for the sake of propagation, the wife being the field, and the husband the giver of the seed. The field must be given to him who has seed. He who has no seed is unworthy to possess the field.
12	20	Let a maiden be given in marriage by her father himself, or by her brother with the father's authority, or by her paternal grandfather, or by her maternal uncle, or by her agnates or cognates.
12	21	In default of all these, by the mother, in case she is competent (to act as guardian); if she be wanting in competence, the distant connexions shall give a maiden in marriage.
12	22	If no such person be in existence, let the maiden have recourse to the king, and let her, with his permission, betake herself to a bridegroom of her own choice,
12	23	Who belongs to her own caste, and is a suitable match in point of descent, morality, age, and sacred learning. Let her discharge her religious duties in common with him, and bear children to him.
12	24	When a bridegroom goes abroad after having espoused a maiden, let the maiden wait till her menses have passed three times, and then choose another bridegroom.
12	25	Let no maiden suffer the period of maturity to come on without giving notice of it to her relations. Should they omit to give her in marriage, they would be equal to the murderers of an embryo.
12	26	He who does not give such a maiden in marriage commits the crime of killing an embryo as many times as her period of menstruation passes by without her having a husband.
12	27	Therefore a father must give his daughter in marriage once (for all), as soon as the signs of maturity become apparent. (By acting) otherwise he would commit a heavy crime. Such is the rule settled among the virtuous.
12	28	Once is the (family) property divided, once is a maiden given in marriage, and once does a man say, 'I will give;' each of these three acts is done a single time only among the virtuous.
12	29	This rule applies to the five (first) marriage forms only, beginning with the Brâhma (form of marriage). In the three (others), beginning with the Âsura form, the (irrevocable) gift (of a maiden to a particular suitor) depends on the qualities (of the suitor).
12	30	Should a more respectable suitor, (who appears) eligible in point of religious merit, fortune, and amiability, present himself, when the nuptial gift has already been presented (to the parents by the firstsuitor), the verbal engagement (previously made) shall be annulled.
12	31	Let no man calumniate a faultless maiden, neither must one calumniate a faultless suitor. When, however, there is an actual defect, it is no offence if they dissolve their mutual engagement.
12	32	When a man, after having made a solemn promise of giving his daughter in marriage to a certain suitor, does not deliver her afterwards, he shall be punished by the king like a thief, in case the suitor be faultless.
12	33	But when a man gives a maiden in marriage, who has a (secret) blemish without first making (the defect) known, the king shall visit him with punishment of the very gravest kind.
12	34	When a man, from hatred, declares a certain maiden to have lost her virginity, he shall pay one hundred Panas as a fine, unless he be able to give proofs of her disgrace.
12	35	When a man, after having plighted his faith to a maiden, abandons her, although she is faultless, he shall be fined and shall marry the maiden, even against his will.
12	36	Affliction with a chronic or hateful disease,deformity, the loss of her virginity, a blemish, and proved intercourse with another man: these are declared to be the faults of a maiden.
12	37	Madness, loss of caste, impotency, misery, to have forsaken his relatives, and the two first faults of a maiden (in the above text): these are the faults of a suitor.
12	38	Eight nuptial rites have been ordained for the (four) castes, by which wedlock may be entered into. The Brâhma form is the first of these, the Prâgâpatya form is the second.
12	39	The Ârsha, Daiva, Gândharva, and Âsura forms follow next. The Râkshasa form is no worse than the one preceding it, and the Paisâka is declared to be the eighth.
12	40	In the Brahma form, a maiden decked with ornaments is given (to the bridegroom), after he has been invited and honourably received (by the father). When he has been addressed with the words, 'Fulfil your sacred duties together (with her),' it is termed the Prâgâpatya form.
12	41	When (the father) receives (from the bridegroom) a dress and a bull and a cow, it is termed the Ârsha form. When she is given, before thealtar, to a priest, who officiates at a sacrifice, it is termed the Daiva form.
12	42	The union of a willing maiden with her lover is the fifth form, termed Gândharva. When a price is (asked for the bride by the father and) taken (by him), it is the form termed Âsura.
12	43	The Râkshasa form is declared to consist of the forcible abduction of a maiden. Sexual intercourse with a woman during her sleep or while she is unconscious (of the approach of a man) constitutes the eighth form, the basest of all.
12	44	Of these, the (first) four, beginning with the Brâhma form, are declared to be lawful; the Gândharva form is common (to all castes); the three forms, which come after it, are unlawful.
12	45	(Besides the lawful wives) seven other sorts of wives are mentioned in order, who have previously been enjoyed by another man. Among these, the Punarbhû (woman twice married) is of three kinds, and the Svairinî (wanton woman) is fourfold.
12	46	A maiden not deflowered, but disgraced by the act of joining the bride and bridegroom's hands, isdeclared to be the first Punarbhû. She is required to have the marriage ceremony performed once more (when she is married for the second time).
12	47	One who, after having left the husband of her youth and betaken herself to another man, returns into the house of her husband, is declared the second (Punarbhû).
12	48	When a woman, on failure of brothers-in-law, is delivered by her relations to a Sapinda of the same caste, she is termed the third (Punarbhû).
12	49	When a woman, no matter whether she have children or not, goes to live with another man through love, her husband being alive, she is the first Svairinî (wanton woman).
12	50	When a woman, after the death of her husband, rejects her brothers-in-law or other (relations) who have come to her, and unites herself with a stranger through love, she is called the second (Svairinî).
12	51	One who, having come from a (foreign) country, or having been purchased with money, or being oppressed with hunger or thirst, gives herself up to a man, saying, 'I am thine,'—is declared to be the third (Svairinî).
12	52	When a woman, after having been given inmarriage by her spiritual guides, in a manner corresponding with the usages of her country, (is afterwards married) to another by force, she is called the last Svairinî.
12	53	Thus has the law been declared with regard to Punarbhû and Svairinî wives. Among them, each preceding one is inferior to the next in order, and each following one is superior to the one preceding her.
12	54	The issue of those women who have been purchased for a price belongs to the begetter. But when nothing has been paid for a woman, her offspring belongs to her legitimate husband.
12	55	When seed is strewn on a field, without the knowledge of the owner, the giver of the seed has no share in it; the fruit belongs absolutely to the owner of the field.
12	56	When seed, carried off by a torrent of water or by a gust of wind, grows up in the field of astranger, the owner of that field shall obtain the produce; none of the produce shall belong to the owner of the seed.
12	57	When a full-grown bull begets calves with the cows of another man, while roaming in his cow-pen, the calves shall belong to him who owns the cows; in vain has the bull spent his strength.
12	58	When seed is sown in the field of another with the consent of the owner of that field, the offspring is considered to be the common property of the giver of the seed and the owner of the soil.
12	59	Grain cannot be produced without a field, nor can it be produced without seed. Therefore offspring belongs by right to both, the father as well as the mother.
12	60	Nor is (legitimate) offspring produced, when a man meets a woman at another house than her own. That is declared adultery by those conversant with (the law on) this subject, unless she have come into (the man's) house of her own accord.
12	61	A man is not punishable as an adulterer for having intercourse with the wife of one who has left his. wife without her fault, or of one impotent or consumptive, if the woman herself consents to it.
12	62	To meet with another man's wife in an unseasonable hour or place, and to sit, converse, or dally with her, these are the three grades of adultery.
12	63	When a woman and a man have meetings at the confluence of two rivers, at a Ghât, in a garden, or in a park, it is also termed adultery.
12	64	By the employment of go-betweens, dispatch of letters and other criminal proceedings of various kinds, adultery may be found out by the knowing.
12	65	If one touches a woman in a place (where it is) improper (to touch her) or allows himself to be touched (in such a spot), all such acts, done with mutual consent, are declared to be adultery.
12	66	Bestowing attentions (on a woman), sporting (with her), touching her ornaments and clothes, sitting with her on a bed, all such acts are (also) declared to be adulterous.
12	67	If a man seizes a woman by the hand, by a braid of hair, or by the border of her gown, or if he calls out, 'Stop, stop,' all such acts are (also) declared to be adulterous.
12	68	By the sending of clothes, ornaments, garlands of flowers, drinks, food, and fragrant substances, adultery may (also) be discovered by the wise.
12	69	When a man, actuated by vanity, folly, or braggartism, declares himself, that he has enjoyed the love of a certain woman, that is also termed an adulterous proceeding.
12	70	When a man has connexion with a woman of his own caste, a fine of the highest degree (shall be inflicted on him); and the middling fine, when he has connexion with a woman of lower caste; and capital punishment, when he has connexion with a woman of superior caste.
12	71	(When he has connexion) with a maiden against her will, he shall have two fingers cut off. If the maiden belongs to the highest (or Brahman) caste, death and the confiscation of his entire property (shall be his punishment).
12	72	When, however, he has connexion with a willing maiden, it is no offence, but he shall bestow ornaments on her, honour her (with other presents), and (lawfully) espouse her.
12	73	A mother, mother's sister, mother-in-law, maternal uncle's wife, father's sister, paternal uncle's (wife), friend's (wife), pupil's wife, sister, sister's friend, daughter-in-law,
12	74	Daughter, spiritual teacher's wife, Sagotra relation, one come to him for protection, a queen, a female ascetic, a nurse, an honest woman, and a female of the highest caste:
12	75	When a man carnally knows any one out of these (twenty) women, he is said to commit incest. For that crime, no other punishment than excision of the organ is considered (as a sufficient atonement).
12	76	When a man has sexual connexion with (small) cattle, he shall pay one hundred (Panas) as a fine; (for sexual connexion) with a cow, he shall pay the middling fine; and the same (for sexual connexion) with a low-caste woman.
12	77	Let a punishment be inflicted by the king on him who has intercourse with a woman, with whom it is forbidden to have intercourse, and let such sinners be cleared (of the moral offence committed by them) by performing a penance.
12	78	Intercourse is permitted with a wanton woman, who belongs to another than the Brahman caste, or a prostitute, or a female slave, or a female not restrained by her master (nishkâsinî), if these women belong to a lower caste than oneself; but with a woman of superior caste, intercourse is prohibited.
12	79	When, however, such a woman is the kept mistress (of another man, intercourse with her) is as criminal as (intercourse) with another man's wife. Such women, though intercourse with them is not (in general) forbidden, must not be approached, because they belong to another man.
12	80	Should the husband of a childless woman die, she must go to her brother-in-law, through desire to obtain a son, after having received the (required) authorization from her Gurus.
12	81	And he shall have intercourse with her, till a son be born. When a son is born, he must leave her. It would be sinful intercourse otherwise.
12	82-84	(He shall approach) a woman who has brought forth male issue, and who is praiseworthy, free from passion, and without amorous desire. He must have anointed his limbs with clarified butter, or with oil which has not lost its natural condition, and must turn away his face from hers, and avoid the contact of limb with limb. For this (custom ispractised) when the family threatens to become extinct, for the continuation of the lineage, and not from amorous desire. He must not approach a woman who is with child, or blamable, or unauthorized by her relations. Should a woman procreate a son with her brother-in-law without having been authorized thereto by her relations,
12	85	He is declared an illegitimate, and incapable of inheriting, by the expounders of the Veda. So when a younger brother has intercourse, without authorization, with the wife of his elder brother,
12	86	Or an elder brother with the wife of his younger brother, they are both declared to commit incest. After having been authorized by the Gurus, he shall approach the woman and advise her,
12	87	In the manner previously stated, (as if she were) his daughter-in-law. He becomes pure, when the ceremony for the birth of a male child is performed. (Let him approach her) once, or till she has conceived. When she is pregnant, she is even as (his daughter-in-law).
12	88	Should the man or woman behave otherwise, impelled by amorous desire, they shall be punished severely by the king. Otherwise justice would be violated.
12	89	Husband and wife must not lodge a plaint against one another with their relations, or the king, when a quarrel has arisen through passion, which has its root in jealousy or scorn.
12	90	When husband and wife leave one another, from mutual dislike, it is a sin, except when a woman, who is kept under supervision, commits adultery.
12	91	When a married woman commits adultery, her hair shall be shaved, she shall have to lie on a low couch, receive bad food and bad clothing, and the removal of the sweepings shall be assigned to her as her occupation.
12	92	One who wastes the entire property of her husband under the pretence that it is (her own) Strîdhana, or who procures abortion, or who makes anattempt on her husband's life, he shall banish from the town.
12	93	One who always shows malice to him, or who makes unkind speeches, or eats before her husband, he shall quickly expel from his house.
12	94	Let not a husband show love to a barren woman, or to one who gives birth to female children only, or whose conduct is blamable, or who constantly contradicts him; if he does (have conjugal intercourse with her), he becomes liable to censure (himself).
12	95	If a man leaves a wife who is obedient, pleasant-spoken, skilful, virtuous, and the mother of (male) issue, the king shall make him mindful of his duty by (inflicting) severe punishment (on him).
12	96	When a faultless maiden has been married to a man who has a blemish unknown (before his marriage), and does not repair to another man (after discovering it), she shall be enjoined to do so by leer relations. If she has no relations living, she shall go (to live with another man) of her own accord.
12	97	When her husband is lost or dead, when hehas become a religious ascetic, when he is impotent, and when he has been expelled from caste: these are the five cases of legal necessity, in which a woman may be justified in taking another husband.
12	98	Eight years shall a Brahman woman wait for the return of her absent husband; or four years, if she has no issue; after that time, she may betake herself to another man.
12	99	A Kshatriya woman shall wait six years; or three years, if she has no issue; a Vaisya woman shall wait four (years), if she has issue; any other Vaisya woman (i.e. one who has no issue), two years.
12	100	No such (definite) period is prescribed for a Sûdra woman, whose husband is gone on a journey. Twice the above period is ordained, when the (absent) husband is alive and tidings are received of him.
12	101	The above series of rules has been laid down by the Creator of the world for those cases where a man has disappeared. No offence is imputed to a woman if she goes to live with another man after (the fixed period has elapsed).
12	102	This body of laws is applicable to the offspring of unions in the direct order of the castes; the offspring of a marriage union in the inverse order of the castes is said to be (produced by) a confusion of castes.
12	103	There are Anantara, Ekântara, and Dvyantara sons both in the direct and inverse order of the castes.
