Part	+Book	Chapter	Decade	Text	Hymn
PART SECOND	BOOK III	CHAPTER II	X Indra-Agni	1	Indra and Agni, these our songs of praise have sounded forth to you: 
PART SECOND	BOOK III	CHAPTER II	X Indra-Agni	2	Come, Indra, Agni, with those teams, desired of many, which ye have, 
PART SECOND	BOOK III	CHAPTER II	X Indra-Agni	3	With those to his libation poured, ye heroes, Indra, Agni, come: 
PART SECOND	BOOK III	CHAPTER II	XI Soma Pavamana	1	Soma, flow on exceeding bright with loud roar to the reservoirs, 
PART SECOND	BOOK III	CHAPTER II	XI Soma Pavamana	2	Let water winning Somas flow to Indra, Vayu, Varuna, 
PART SECOND	BOOK III	CHAPTER II	XI Soma Pavamana	3	Soma, bestowing food upon our progeny, from every side 
PART SECOND	BOOK III	CHAPTER II	XII Soma Pavamana	1	Pressed out by pressers Soma goes over the fleecy backs of sheep, 
PART SECOND	BOOK III	CHAPTER II	XII Soma Pavamana	2	Down to the water Soma, rich in kine, bath flowed with cows, with cows that have been milked. 
PART SECOND	BOOK III	CHAPTER II	XIII Soma Pavamana	1	O Purifying Soma, bring to us the wondrous treasure, meet. 
PART SECOND	BOOK III	CHAPTER II	XIII Soma Pavamana	2	Cleansing the lives of men, thou, Steer, bellowing on the sacred grass, 
PART SECOND	BOOK III	CHAPTER II	XIII Soma Pavamana	3	For ye twain, Indra, Soma, are Lords of heaven's light, Lords of the kine: 
PART SECOND	BOOK III	CHAPTER II	XIV Indra	1	By men hath Indra been advanced, the Vritra-sIayer, to joy and strength. 
PART SECOND	BOOK III	CHAPTER II	XIV Indra	2	For, hero, thou art like a host, art giver of abundant spoil. 
PART SECOND	BOOK III	CHAPTER II	XIV Indra	3	When war and battles are on foot, booty is offered to the bold. 
PART SECOND	BOOK III	CHAPTER II	XV Indra	2	Craving his touch the dappled kine mingle the Soma with their milk. 
PART SECOND	BOOK III	CHAPTER II	XV Indra	3	With veneration, passing wise, they honour his victorious might. 
PART SECOND	BOOK III	CHAPTER II	XVI Soma Pavamana	1	Strong, mountain-born, the stalk hath been pressed in the streams for rapturous joy. 
PART SECOND	BOOK III	CHAPTER II	XVI Soma Pavamana	2	Fair is the juice beloved of Gods, washed in the waters, pressed by men: 
PART SECOND	BOOK III	CHAPTER II	XVI Soma Pavamana	3	Then, like a steed, have they adorned the inciter for eternal life, 
PART SECOND	BOOK III	CHAPTER II	XVII Soma Pavamana	1	Make high and splendid glory shine hitherward, Lord of food, God, on the friend of Gods 
PART SECOND	BOOK III	CHAPTER II	XVII Soma Pavamana	2	Roll onward from the press, O mighty one, effused, as kings, supporter of the tribes 
PART SECOND	BOOK III	CHAPTER II	XVIII Soma Pavamana	1	Breath of the mighty Dames, the Child, speeding the plan of sacrifice, 
PART SECOND	BOOK III	CHAPTER II	XVIII Soma Pavamana	2	The place that is concealed hath gained a share of Trita's pressing-stones, 
PART SECOND	BOOK III	CHAPTER II	XVIII Soma Pavamana	3	He hath sent forth unto the heights the three, in stream, as Trita's wealth: 
PART SECOND	BOOK III	CHAPTER II	XIX Soma Pavamana	1	Flow to the filter with thy stream, effused, to win us spoil and wealth, 
PART SECOND	BOOK III	CHAPTER II	XIX Soma Pavamana	2	The hymns that know not guile, caress thee, golden-coloured, in the sieve. 
PART SECOND	BOOK III	CHAPTER II	XIX Soma Pavamana	3	Lord of great sway, thou liftest thee above the heavens, above the earth. 
PART SECOND	BOOK III	CHAPTER II	XX Soma Pavamana	1	Strong Indu, bathed in milk, flows on for Indra, Soma exciting strength, for his carousal. 
PART SECOND	BOOK III	CHAPTER II	XX Soma Pavamana	2	Then in a stream he flows, milked out with press-stones, mingled with sweetness, through the fleecy filter-- 
PART SECOND	BOOK III	CHAPTER II	XX Soma Pavamana	3	He flows, as he is cleansed, to sacred duties, a God bedewing Gods with his own juices. 
PART SECOND	BOOK III	CHAPTER II	XXI Agni	1	O Agni, God, we kindle thee, refulgent, wasting not away, 
PART SECOND	BOOK III	CHAPTER II	XXI Agni	2	To thee the splendid, Lord of light! bright! wondrous! prince of men! is brought. 
PART SECOND	BOOK III	CHAPTER II	XXI Agni	3	Thou heatest both the ladles in thy mouth, O brilliant prince of men! 
PART SECOND	BOOK III	CHAPTER II	XXII Indra	1	Sing ye a psalm to Indra; sing a great song to the lofty Sage, 
PART SECOND	BOOK III	CHAPTER II	XXII Indra	2	Thou, Indra, art the conqueror: thou gavest splendour to the Sun. 
PART SECOND	BOOK III	CHAPTER II	XXII Indra	3	Radiant with light thou wentest to the sky, the luminous realm of -heaven. 
PART SECOND	BOOK III	CHAPTER II	XXIII Indra	1	This Soma hath been pressed for thee, O Indra, bold one, mightiest, come! 
PART SECOND	BOOK III	CHAPTER II	XXIII Indra	2	Slayer of Vritra, mount thy car! The bay steeds have been yoked by prayer. 
PART SECOND	BOOK III	CHAPTER II	XXIII Indra	3	His pair of tawny coursers bring Indra, resistless in his might. 
PART SECOND	BOOK IV	CHAPTER I	I Soma Pavamana	1	Light of the sacrifice, be pours delicious meathp most wealthy, father and begetter of the Gods. 
PART SECOND	BOOK IV	CHAPTER I	I Soma Pavamana	2	The Lord of heaven, the vigorous and far-seeing one, flowsshouting to the beaker with his thousand streams. 
PART SECOND	BOOK IV	CHAPTER I	I Soma Pavamana	3	As Pavamana thou flowest before the streams: thou goest on, before the hymn, before the kine. 
PART SECOND	BOOK IV	CHAPTER I	II Soma Pavamana	1	Through our desire of heroes, kine, and horses, vigorous Somadrops, 
PART SECOND	BOOK IV	CHAPTER I	II Soma Pavamana	2	They, beautified by holy men and purified in both the hands, 
PART SECOND	BOOK IV	CHAPTER I	II Soma Pavamana	3	These Soma juices shall pour forth all treasures for the worshipper, 
PART SECOND	BOOK IV	CHAPTER I	III Soma Pavamana	1	Flow, Soma, Indu, dear to Gods, swift through the purifying sieve, 
PART SECOND	BOOK IV	CHAPTER I	III Soma Pavamana	2	As mighty food speed hitherward, Indu, as a most splendid steer: 
PART SECOND	BOOK IV	CHAPTER I	III Soma Pavamana	3	The well-loved meath was made to flow, the stream of the creative juice: 
PART SECOND	BOOK IV	CHAPTER I	III Soma Pavamana	4	The mighty waters, yea, the floods accompany thee mighty one, 
PART SECOND	BOOK IV	CHAPTER I	III Soma Pavamana	5	The lake is brightened in the floods. Soma, our friend, heaven's prop and stay, 
PART SECOND	BOOK IV	CHAPTER I	III Soma Pavamana	6	The tawny Bull hath bellowed. fair as mighty Mitra to behold 
PART SECOND	BOOK IV	CHAPTER I	III Soma Pavamana	7	Songs, Indra, active in their might, are beautified for thee, wherewith 
PART SECOND	BOOK IV	CHAPTER I	III Soma Pavamana	8	To thee who givest ample room we pray, to win the wild delight, 
PART SECOND	BOOK IV	CHAPTER I	III Soma Pavamana	9	Winner of kine Indu, art thou, winner of heroes, steeds, and spoil: 
PART SECOND	BOOK IV	CHAPTER I	III Soma Pavamana	10	Pour on us, Indu! Indra-strength with a full stream of sweetness, like 
PART SECOND	BOOK IV	CHAPTER I	IV Soma Pavamana	1	O Soma Pavamana, be victorious, win us high renown; And make us better than we are! 
PART SECOND	BOOK IV	CHAPTER I	IV Soma Pavamana	2	Win thou the light, win heavenly light, and, Soma, all felicities; 
PART SECOND	BOOK IV	CHAPTER I	IV Soma Pavamana	3	Win skilful strength and mental power! O Soma, drive away our foes; 
PART SECOND	BOOK IV	CHAPTER I	IV Soma Pavamana	4	Ye purifiers, purify Soma for Indra, for his drink; 
PART SECOND	BOOK IV	CHAPTER I	IV Soma Pavamana	5	Give us our portion in the Sun through thine own mental power and aids; 
PART SECOND	BOOK IV	CHAPTER I	IV Soma Pavamana	6	Through thine own mental power and aids long may we look upon the Sun: 
PART SECOND	BOOK IV	CHAPTER I	IV Soma Pavamana	7	Well-weaponed Soma, pour to us a stream of riches doubly great; 
PART SECOND	BOOK IV	CHAPTER I	IV Soma Pavamana	8	As one victorious unsubdued in battle, pour forth wealth to us: 
PART SECOND	BOOK IV	CHAPTER I	IV Soma Pavamana	9	With offerings, Pavamana! men have strengthened thee as Law commands: 
PART SECOND	BOOK IV	CHAPTER I	IV Soma Pavamana	10	O Indu, bring us wealth in steeds brilliant and quickening all life; 
PART SECOND	BOOK IV	CHAPTER I	V Soma Pavamana	1	Swift runs this giver of delight, even the stream of flowing juice: 
PART SECOND	BOOK IV	CHAPTER I	V Soma Pavamana	2	The Morning knows all precious things, the Goddess knows her grace to man: 
PART SECOND	BOOK IV	CHAPTER I	V Soma Pavamana	3	We have accepted thousands from Dhvasra's and Purusbanti's hands: 
PART SECOND	BOOK IV	CHAPTER I	V Soma Pavamana	4	From whom we have accepted thus thousands and three-times ten besides: 
PART SECOND	BOOK IV	CHAPTER I	VI Soma Pavamana	1	Forth with his stream who gladdens best these Soma juices have been poured, 
PART SECOND	BOOK IV	CHAPTER I	VI Soma Pavamana	2	Thou flowest to enjoy the milk, and bringest valour, being, cleansed: 
PART SECOND	BOOK IV	CHAPTER I	VI Soma Pavamana	3	And, hymned by Jamadagni, let all nourishment that kine supply, 
PART SECOND	BOOK IV	CHAPTER I	VII Agni	1	For Jatavedas, worthy of our praise, will we frame with our mind this eulogy as 'twere a car. 
PART SECOND	BOOK IV	CHAPTER I	VII Agni	2	We will bring fuel and prepare our sacred gifts, reminding thee at each successive holy time. 
PART SECOND	BOOK IV	CHAPTER I	VII Agni	3	May we have power to kindle thee! Fulfil our prayers in thee the Gods eat the presented sacrifice. 
PART SECOND	BOOK IV	CHAPTER I	VIII Mitra, Varuna, Aryaman	1	Soon as the Sun hath risen I sing to you, to Mitra, Varuna, 
PART SECOND	BOOK IV	CHAPTER I	VIII Mitra, Varuna, Aryaman	2	With wealth of gold may this my song bring unmolested might; may this, 
PART SECOND	BOOK IV	CHAPTER I	VIII Mitra, Varuna, Aryaman	3	May we be thine, God Varuna, and with our princes, Mitra, thine: 
PART SECOND	BOOK IV	CHAPTER I	IX Indra	1	Drive all our enemies away, smite down the foes who press around, 
PART SECOND	BOOK IV	CHAPTER I	IX Indra	2	Of which the world shall know forthwith as given by thee abundantly: 
PART SECOND	BOOK IV	CHAPTER I	IX Indra	3	O Indra, that which is concealed in strong firm place precipito us: 
PART SECOND	BOOK IV	CHAPTER I	X Indra-Agni	1	Yea, ye are priests of sacrifice, winners in war and holy works 
PART SECOND	BOOK IV	CHAPTER I	X Indra-Agni	2	Bountiful, riders on the car, slayers of Vritra unsubdued, Indra and Agni, mark this well! 
PART SECOND	BOOK IV	CHAPTER I	X Indra-Agni	3	The men with pressing-stones have pressed this meath of yours which gives delight: 
PART SECOND	BOOK IV	CHAPTER I	XI Soma Pavamana	1	For Indra girt by Maruts, flow, thou Indu, very rich in meath, 
PART SECOND	BOOK IV	CHAPTER I	XI Soma Pavamana	2	Sage: who know the lore of speech deck thee, the strong sustainer, well: 
PART SECOND	BOOK IV	CHAPTER I	XI Soma Pavamana	3	Let Mitra, Varuna, Aryaman drink Pavamana's juice, yea, thine. 
PART SECOND	BOOK IV	CHAPTER I	XII Soma Pavamana	1	Deft-handed! thou when purified liftest thy voice amid the sea. 
PART SECOND	BOOK IV	CHAPTER I	XII Soma Pavamana	2	Made pure, as Pavamana, in the sheep's long wool, the Steer bath bellowed in the vat. 
PART SECOND	BOOK IV	CHAPTER I	XIII Soma Pavamana	1	Him here, the offspring of the sea, the ten swift fingers beautify: 
PART SECOND	BOOK IV	CHAPTER I	XIII Soma Pavamana	2	With Indra and with Vayu he, effused, flows onward with the beams 
PART SECOND	BOOK IV	CHAPTER I	XIII Soma Pavamana	3	Flow rich in sweets and lovely for our Bhaga, Vayu, Pushan, fair 
PART SECOND	BOOK IV	CHAPTER I	XIV Indra	1	With Indra splendid feasts be ours, rich in all strengthening things, wherewith, 
PART SECOND	BOOK IV	CHAPTER I	XIV Indra	2	Like thee, thyself, for singers yoked, thou movest, as it were besought, 
PART SECOND	BOOK IV	CHAPTER I	XIV Indra	3	That, Satakratu, thou, to serve and please thy praisers, as it were, 
PART SECOND	BOOK IV	CHAPTER I	XV Indra	1	As a good cow to him who milks, we call the doer of good deeds, 
PART SECOND	BOOK IV	CHAPTER I	XV Indra	2	Come thou to our libations, drink of Soma, Soma-drinker! yea, 
PART SECOND	BOOK IV	CHAPTER I	XV Indra	3	So may we be acquainted with thine innermost benevolence: 
PART SECOND	BOOK IV	CHAPTER I	XVI Indra	1	As, like the Morning, thou has filled, O Indra, both the earth and heaven, 
PART SECOND	BOOK IV	CHAPTER I	XVI Indra	2	Thou bearest in thine hand a lance like a long hook, great counsellor. 
PART SECOND	BOOK IV	CHAPTER I	XVI Indra	3	Relax that mortal's stubborn strength whose heart is bent on wickedness. 
PART SECOND	BOOK IV	CHAPTER I	XVII Soma Pavamana	1	Soma, the dweller on the hills, effused, hath flowed into the sieve. 
PART SECOND	BOOK IV	CHAPTER I	XVII Soma Pavamana	2	Thou art a holy bard, a Sage; the meath offspring of thy sap: 
PART SECOND	BOOK IV	CHAPTER I	XVII Soma Pavamana	3	All-d6ties of one accorcl have come that they may drink of thee: 
PART SECOND	BOOK IV	CHAPTER I	XVIII Soma Pavamana	1	Effused is he who brings good things, who brings us store of wealth, and sweet refreshing food, 
PART SECOND	BOOK IV	CHAPTER I	XVIII Soma Pavamana	2	He whom our Indra and the Marut host shall drink, Bhaga shall drink with Aryaman, 
PART SECOND	BOOK IV	CHAPTER I	XIX Soma Pavamana	1	Friends, hymn your Lord who makes him pure for rapturous carouse: let them 
PART SECOND	BOOK IV	CHAPTER I	XIX Soma Pavamana	2	Like as a calf with mother cows, so Indu is urged forth and sent, 
PART SECOND	BOOK IV	CHAPTER I	XIX Soma Pavamana	3	Effectual help to power is he. he is a banquet for the troop, 
PART SECOND	BOOK IV	CHAPTER I	XX Soma Pavamana	1	For us the Soma juices flow, the drops best furtherers of weal, 
PART SECOND	BOOK IV	CHAPTER I	XX Soma Pavamana	2	These Soma juices, skill.ed in song, purified, blent with milk and curd, 
PART SECOND	BOOK IV	CHAPTER I	XX Soma Pavamana	3	Effused by means of pressing- stones, upon the oxhide visible, 
PART SECOND	BOOK IV	CHAPTER I	XXI Soma Pavamana	1	Pour forth this wealth with this purification: flow onward to the yellow lake, O Indu! 
PART SECOND	BOOK IV	CHAPTER I	XXI Soma Pavamana	2	Flow on for us with this purification to the famed ford of thee whose due is glory! 
PART SECOND	BOOK IV	CHAPTER I	XXI Soma Pavamana	3	Eagerly do we pray for those two exploits, at the blue lake and Prisana, wrought in battle. 
PART SECOND	BOOK IV	CHAPTER I	XXII Agni	1	O Agni, be our nearest friend, yea, our protector and our kind deliverer! 
PART SECOND	BOOK IV	CHAPTER I	XXII Agni	2	As gracious Agni, famed for treasures, come, and, most resplendent, give us store of wealth! 
PART SECOND	BOOK IV	CHAPTER I	XXII Agni	3	To thee then, O most bright, O radiant God, we come with prayer for happiness for our friends.
PART SECOND	BOOK IV	CHAPTER I	XXIII Indra	1	May we, with Indra and the Gods to aid us, bring these existing worlds to full completion! 
PART SECOND	BOOK IV	CHAPTER I	XXIII Indra	2	Our sacrifice, our bodies, and our offspring, let Indra with the Adityas-form and finish! 
PART SECOND	BOOK IV	CHAPTER I	XXIII Indra	3	With the Adityas, with the band of Maruts, let Indra send us medicines to heal us!
PART SECOND	BOOK IV	CHAPTER I	XXIV Indra	1	Sing to your Indra, mightiest Vritra-slayer, sing to the Sage the song that he accepteth!
PART SECOND	BOOK IV	CHAPTER II	I Soma Pavamana	1	The God declares the deities' generations, like Usana, proclaiming lofty wisdom. 
PART SECOND	BOOK IV	CHAPTER II	I Soma Pavamana	2	The swans, the Vrishagnas from anear us, restless, have brought their clamour to our dwelling-- 
PART SECOND	BOOK IV	CHAPTER II	I Soma Pavamana	3	He takes the swiftness of the great Far strider: cows low as, 'twere to him who sports at pleasure. 
PART SECOND	BOOK IV	CHAPTER II	I Soma Pavamana	4	Like cars that thunder on their way, like coursers eager for renown, 
PART SECOND	BOOK IV	CHAPTER II	I Soma Pavamana	5	Forth have they rushed from holding hands, like chariots that are urged to speed, 
PART SECOND	BOOK IV	CHAPTER II	I Soma Pavamana	6	The Somas deck themselves with milk as kings are graced with eulogies, 
PART SECOND	BOOK IV	CHAPTER II	I Soma Pavamana	7	Pressed for the gladdening draught the drops flow forth abundantly with song, 
PART SECOND	BOOK IV	CHAPTER II	I Soma Pavamana	8	Winning Vivasvan's glory and speeding the light of Dawn, the suns, 
PART SECOND	BOOK IV	CHAPTER II	I Soma Pavamana	9	The singing-men of ancient time open the doors of sacred songs-- 
PART SECOND	BOOK IV	CHAPTER II	I Soma Pavamana	10	In close society have come the priests, the sevenfold brotherhood, 
PART SECOND	BOOK IV	CHAPTER II	I Soma Pavamana	11	He makes us kin with Gods, he joins the Sun, for seeing, with mine eye; 
PART SECOND	BOOK IV	CHAPTER II	I Soma Pavamana	12	The Sun beholdeth with his eye the heaven's dear quarter which the priests 
PART SECOND	BOOK IV	CHAPTER II	II Soma Pavamana	1	Forth on their way the glorious drops have flowed for maintenance of Law, 
PART SECOND	BOOK IV	CHAPTER II	II Soma Pavamana	2	Down in the mighty waters sinks the stream of Meath, most excellent, 
PART SECOND	BOOK IV	CHAPTER II	II Soma Pavamana	3	About the holy place the Steer, true, guileless, noblest, hath sent forth, 
PART SECOND	BOOK IV	CHAPTER II	II Soma Pavamana	4	When the Sage, purging manly deeds and lofty wisdom flows, around, 
PART SECOND	BOOK IV	CHAPTER II	II Soma Pavamana	5	When purified, he sits enthroned as King over the warring clans. 
PART SECOND	BOOK IV	CHAPTER II	II Soma Pavamana	6	Most dear, gold-coloured, in the fleece he sinks, and settles in the wood: 
PART SECOND	BOOK IV	CHAPTER II	II Soma Pavamana	7	He goes to Indra, Vayu, and the Asvins with the rapturous joy, 
PART SECOND	BOOK IV	CHAPTER II	II Soma Pavamana	8	The waves of pleasant Soma flow to Bhaga, Mitra, Varuna, 
PART SECOND	BOOK IV	CHAPTER II	II Soma Pavamana	9	Gain for us, O ye Heaven and Earth, riches of Meath to win us strength: 
PART SECOND	BOOK IV	CHAPTER II	II Soma Pavamana	10	We choose to-day that chariot-steed of thine, the strong, that brings us bliss, 
PART SECOND	BOOK IV	CHAPTER II	II Soma Pavamana	11	The excellent, the gladdener, the Sage with heart that understands. 
PART SECOND	BOOK IV	CHAPTER II	II Soma Pavamana	12	Who for ourselves, O thou most wise, is wealth and fair intelligence, 
PART SECOND	BOOK IV	CHAPTER II	III Agni	1	Agni Vaisvanara, born in course of Order, the messenger of earth, the head of heaven, 
PART SECOND	BOOK IV	CHAPTER II	III Agni	2	To thee, immortal! when to life thou springest all the Gods sing for joy as to their infant. 
PART SECOND	BOOK IV	CHAPTER II	III Agni	3	Him have they praised, mid-point of sacrifices, great cistern of libations, seat of riches. 
PART SECOND	BOOK IV	CHAPTER II	IV Mitra-Varuna	1	Sing forth unto your Varuna and Mitra with a song inspired: 
PART SECOND	BOOK IV	CHAPTER II	IV Mitra-Varuna	2	Full springs of fatness, sovran Kings, Mitra and Varuna, the twain, 
PART SECOND	BOOK IV	CHAPTER II	IV Mitra-Varuna	3	So help ye us to riches, great celestial and terrestrial wealth! 
PART SECOND	BOOK IV	CHAPTER II	V Indra	1	O Indra marvellously bright, come, these libations long for thee, 
PART SECOND	BOOK IV	CHAPTER II	V Indra	2	Urged by the holy singer, sped by song, come nigb, O Indra, to 
PART SECOND	BOOK IV	CHAPTER II	V Indra	3	Approach, O Indra, basting thee, Lord of bay horses, to our prayers: 
PART SECOND	BOOK IV	CHAPTER II	VI Indra-Agni	1	Glorify him who compasses all forests with his glowing Dame, 
PART SECOND	BOOK IV	CHAPTER II	VI Indra-Agni	2	He who gains Indra's grace by fire enkindled, finds as easy way 
PART SECOND	BOOK IV	CHAPTER II	VI Indra-Agni	3	Give us, ye twain, swift steeds to bring Indra and Agni, and bestow 
PART SECOND	BOOK IV	CHAPTER II	VII Soma Pavamana.	1	Indu hath started forth for Indra's settled place, and slights not,. as a friend, the promise of his friend. 
PART SECOND	BOOK IV	CHAPTER II	VII Soma Pavamana.	2	Your hymns of pleasant sound, praiseworthy, fond of lauds, have come into the hall enclosed for sacrifice. 
PART SECOND	BOOK IV	CHAPTER II	VII Soma Pavamana.	3	O Soma, Indu, while they cleanse thee, with thy wave pour orb us plentiful accumulated food, 
PART SECOND	BOOK IV	CHAPTER II	VIII Indra.	1	No one by deed attains to him who works and strengthensevermore: 
PART SECOND	BOOK IV	CHAPTER II	VIII Indra.	2	The powerful conqueror, invincible in war, him at whose birth the mighty ones, 
PART SECOND	BOOK IV	CHAPTER II	IX Soma Vaisvanara	1	Sit down, O friends, and sing aloud to him who purifies himself: 
PART SECOND	BOOK IV	CHAPTER II	IX Soma Vaisvanara	2	Loose him who bringeth household wealth, even as a calf with. mother kine, 
PART SECOND	BOOK IV	CHAPTER II	IX Soma Vaisvanara	3	Purify him who gives us power, most blissful one, that he may be 
PART SECOND	BOOK IV	CHAPTER II	X Soma Pavamana	1	The Strong hath flowed forth in a thousand streams, flowed through the filter and the sheep's long wool. 
PART SECOND	BOOK IV	CHAPTER II	X Soma Pavamana	2	With ceaseless genial flow the Strong hath run, purified by the waters, blent with milk. 
PART SECOND	BOOK IV	CHAPTER II	X Soma Pavamana	3	Pressed out with stones, directed by the men, go forth, O Soma, into Indra's throat!
PART SECOND	BOOK IV	CHAPTER II	XI Soma Pavamana	1	The Soma juices which have been expressed afar or near at hand, 
PART SECOND	BOOK IV	CHAPTER II	XI Soma Pavamana	2	Those pressed among Arjikas, pressed among the active, in, men's homes, 
PART SECOND	BOOK IV	CHAPTER II	XI Soma Pavamana	3	May these celestial drops, expressed, pour forth upon us, as they flow, 
PART SECOND	BOOK IV	CHAPTER II	XII Agni	1	May Vatsa draw thy mind away even from thy loftiest dwelling-place! 
PART SECOND	BOOK IV	CHAPTER II	XII Agni	2	Thou art alike in many a place: through all the regions thou art Lord. 
PART SECOND	BOOK IV	CHAPTER II	XII Agni	3	When we are seeking spoil we call Agni to help us in the strife, 
PART SECOND	BOOK IV	CHAPTER II	XIII Indra	2	For, gracious Satakratu, thou hast ever been a mother and a sire to us, 
PART SECOND	BOOK IV	CHAPTER II	XIII Indra	3	To thee, strong! much-invoked! who showest forth thy strength, made very mighty! do I speak: 
PART SECOND	BOOK IV	CHAPTER II	XIV Indra	1	Stone-Darting Indra, wonderous God, what wealth thou hast not given me here, 
PART SECOND	BOOK IV	CHAPTER II	XIV Indra	2	Bring what thou deemest worth the wish, O Indra that which is in heavem! 
PART SECOND	BOOK IV	CHAPTER II	XIV Indra	3	Thy lofty spirit famed in all the regions as appeasable,-- 
PART SECOND	BOOK V	CHAPTER I	I Soma Pavamana	1	The Maruts with their troop adorn and brighten, even at his birth, the Sage, the lovely infant. 
PART SECOND	BOOK V	CHAPTER I	I Soma Pavamana	2	Light-winner, Rishi-minded, Rishi-maker, hymned in a thousand hymns, leader of sages, 
PART SECOND	BOOK V	CHAPTER I	I Soma Pavamana	3	Hawk seated in the press, bird wide-extended, the banner seeking kine and wielding weapons, 
PART SECOND	BOOK V	CHAPTER I	II Soma Pavamana	1	Obeying Indra's dear desire these Soma juices have flowed forth 
PART SECOND	BOOK V	CHAPTER I	II Soma Pavamana	2	Laid in the press and flowing pure to Vayu and the Asvins, may 
PART SECOND	BOOK V	CHAPTER I	II Soma Pavamana	3	Soma, as thou art purified, incite to bounty Indra's heart, 
PART SECOND	BOOK V	CHAPTER I	II Soma Pavamana	4	The ten swift fingers deck thee forth seven ministers impel thee on, 
PART SECOND	BOOK V	CHAPTER I	II Soma Pavamana	5	When through the filter thou art poured we clothe thee with a robe of milk, 
PART SECOND	BOOK V	CHAPTER I	II Soma Pavamana	6	When purified within the jars, Soma bright-red and golden-hued, 
PART SECOND	BOOK V	CHAPTER I	II Soma Pavamana	7	Flow onward to our wealthy lords. Drive all our enemies away: 
PART SECOND	BOOK V	CHAPTER I	II Soma Pavamana	8	May we obtain thee, Indra's drink, who viewest men and findest light, 
PART SECOND	BOOK V	CHAPTER I	II Soma Pavamana	9	Send down the rain from heaven and make splendour upon the earth! Give us, 
PART SECOND	BOOK V	CHAPTER I	III Soma Pavamana	1	Poured through the fleece in thousand streams purified Soma floweth to, 
PART SECOND	BOOK V	CHAPTER I	III Soma Pavamana	2	Sing forth, ye men who long for help, to Pavamana, to the Sage, 
PART SECOND	BOOK V	CHAPTER I	III Soma Pavamana	3	The Soma drops with thousand powers are purified to win us strength, 
PART SECOND	BOOK V	CHAPTER I	III Soma Pavamana	4	Yea, as thou flowest bring great store of food that we may win us strength: 
PART SECOND	BOOK V	CHAPTER I	III Soma Pavamana	5	Like coursers by their drivers urged, they were poured forth, to win us strength, 
PART SECOND	BOOK V	CHAPTER I	III Soma Pavamana	6	May they in flowing give us wealth in thousands, and heroic power,-- 
PART SECOND	BOOK V	CHAPTER I	III Soma Pavamana	7	The roaring Soma drops flow on, like milch-kine lowing to, their calves: 
PART SECOND	BOOK V	CHAPTER I	III Soma Pavamana	8	Beloved by Indra, bringing joy, roaring as thou art purified, 
PART SECOND	BOOK V	CHAPTER I	III Soma Pavamana	9	As Pavamanas, driving off the godless, looking on the light, 
PART SECOND	BOOK V	CHAPTER I	IV Soma Pavamana	1	The Soma drops, exceeding rich in sweets, to Indra have been poured, 
PART SECOND	BOOK V	CHAPTER I	IV Soma Pavamana	2	Sages have called to Indra, like cows, milch-kine, lowing to their calves, 
PART SECOND	BOOK V	CHAPTER I	IV Soma Pavamana	3	In the stream's wave wise Soma dwells, distilling rapture, in his. seat, 
PART SECOND	BOOK V	CHAPTER I	IV Soma Pavamana	4	Far-sighted Soma, Sage and bard, is worshipped in the central point, 
PART SECOND	BOOK V	CHAPTER I	IV Soma Pavamana	5	In close embracement Indu holds Soma when poured within the: jars. 
PART SECOND	BOOK V	CHAPTER I	IV Soma Pavamana	6	Indu sends forth a voice on high, up in the region of the sea. 
PART SECOND	BOOK V	CHAPTER I	IV Soma Pavamana	7	The tree whose praises never fail dwells in the stream of holy milk, 
PART SECOND	BOOK V	CHAPTER I	IV Soma Pavamana	8	O Pavamana bring us wealth bright with a thousand splendours; yea, 
PART SECOND	BOOK V	CHAPTER I	IV Soma Pavamana	9	Sage, poet, poured with all his stream, Soma is driven, far away, 
PART SECOND	BOOK V	CHAPTER I	V Soma Pavamana	1	Loud as a river's roaring wave thy powers have lifted up themselves: 
PART SECOND	BOOK V	CHAPTER I	V Soma Pavamana	2	At thine effusion upward rise three voices fresh and strong, when thou. 
PART SECOND	BOOK V	CHAPTER I	V Soma Pavamana	3	On to the fleece they urge with stones the dear, the goldencoloured one, 
PART SECOND	BOOK V	CHAPTER I	V Soma Pavamana	4	Flow with thy current to the sieve, O Sage, best giver of delight, 
PART SECOND	BOOK V	CHAPTER I	V Soma Pavamana	5	Best giver of delight, flow on anointed with the milk for balm, 
PART SECOND	BOOK V	CHAPTER I	VI Soma Pavamana	1	Flow onward, Indu, with this food for him who in thy wild delights, 
PART SECOND	BOOK V	CHAPTER I	VI Soma Pavamana	2	Smote swiftly forts, and Sambara, then Yadu and that Turvasa, 
PART SECOND	BOOK V	CHAPTER I	VI Soma Pavamana	3	Finder of horses, pour on us horses and wealth in kine and gold, 
PART SECOND	BOOK V	CHAPTER I	VII Soma Pavamana	1	Chasing our foemen, driving off the godless, Soma floweth on, 
PART SECOND	BOOK V	CHAPTER I	VII Soma Pavamana	2	O Pavamana, hither bring great riches, and destroy our foes: 
PART SECOND	BOOK V	CHAPTER I	VII Soma Pavamana	3	A hundred obstacles have ne'er checked thee when rain to give thy boons, 
PART SECOND	BOOK V	CHAPTER I	VIII Soma Pavamana	1	Flow onward with that stream wherewith thou gavest splendour to the sun, 
PART SECOND	BOOK V	CHAPTER I	VIII Soma Pavamana	2	He, Pavamana, high o'er man, yoked the Sun's courser Etasa, 
